baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CDC5_1,CDC5_2,CDC5_3,pEhEx_1,pEhEx_2,pEhEx_3,CDC5_1.1,CDC5_2.1,CDC5_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_152730A,37.46907425,0.557151885,0.625790797,0.890316521,0.373295953,NA,38,45,39,57,21,37,54.0902792,52.71124613,27.55987622,41.04233508,23.47369437,25.93701451,NA,DOWN_pEhEx_UP_CDC5
EHI_152740A,15.61656769,-1.051686446,1.336199337,-0.787073019,0.431239123,NA,7,3,24,9,0,81,9.9639988,3.514083075,16.95992383,6.480368698,0,56.78103176,NA,UP_pEhEx_DOWN_CDC5
EHI_152770A,14.49069741,-1.725729307,0.84737197,-2.036566429,0.04169351,NA,4,7,9,15,13,59,5.6937136,8.199527175,6.359971436,10.8006145,14.53133461,41.35902313,NA,UP_pEhEx_DOWN_CDC5
EHI_152910A,17.65180027,-0.586367045,0.720527082,-0.813802922,0.415757861,NA,12,11,18,24,11,48,17.0811408,12.88497128,12.71994287,17.28098319,12.29574467,33.64801882,NA,UP_pEhEx_DOWN_CDC5
EHI_152930A,26.43726619,-0.07767239,0.628255045,-0.12363194,0.901606702,NA,15,23,41,42,15,49,21.351426,26.94130358,28.97320321,30.24172059,16.76692455,34.34901921,NA,UP_pEhEx_DOWN_CDC5
EHI_152940A,21.29906168,0.453253255,1.200255851,0.377630531,0.705705081,NA,7,49,9,26,31,1,9.9639988,57.39669023,6.359971436,18.72106513,34.65164407,0.701000392,NA,DOWN_pEhEx_UP_CDC5
EHI_153010A,20.92861214,-0.554412459,0.907292964,-0.611062227,0.541158385,NA,10,12,32,20,5,78,14.234284,14.0563323,22.61323177,14.40081933,5.58897485,54.67803058,NA,UP_pEhEx_DOWN_CDC5
EHI_153040A,11.18314382,-0.320056216,1.001947197,-0.319434215,0.749397269,NA,8,5,18,7,3,41,11.3874272,5.856805125,12.71994287,5.040286765,3.35338491,28.74101607,NA,UP_pEhEx_DOWN_CDC5
EHI_153050A,9.850388456,0.501453245,0.863948669,0.580420183,0.561631298,NA,10,13,8,16,3,13,14.234284,15.22769333,5.653307944,11.52065546,3.35338491,9.113005097,NA,DOWN_pEhEx_UP_CDC5
EHI_153120A,26.60527681,0.336579265,0.741481326,0.453928175,0.649880524,NA,27,34,16,46,18,24,38.4325668,39.82627485,11.30661589,33.12188445,20.12030946,16.82400941,NA,DOWN_pEhEx_UP_CDC5
EHI_153140A,30.47139067,0.984156087,0.626225437,1.571568368,0.116050687,NA,31,27,65,40,12,27,44.1262804,31.62674768,45.93312704,28.80163866,13.41353964,18.92701059,NA,DOWN_pEhEx_UP_CDC5
EHI_153160A,26.10210864,-0.531320027,0.921565585,-0.576540657,0.564249798,NA,17,18,27,23,5,100,24.1982828,21.08449845,19.07991431,16.56094223,5.58897485,70.1000392,NA,UP_pEhEx_DOWN_CDC5
EHI_153210A,20.45389206,0.056247733,0.82794597,0.067936478,0.9458362,NA,19,26,8,38,10,30,27.0451396,30.45538665,5.653307944,27.36155672,11.1779497,21.03001176,NA,DOWN_pEhEx_UP_CDC5
EHI_153240A,34.12603879,-0.914689488,0.666411669,-1.372559232,0.169889413,NA,17,30,17,65,48,47,24.1982828,35.14083075,12.01327938,46.80266282,53.65415856,32.94701843,NA,UP_pEhEx_DOWN_CDC5
EHI_153250A,37.03118025,-0.289502132,0.869107228,-0.333102893,0.739056616,NA,20,5,92,42,54,46,28.468568,5.856805125,65.01304135,30.24172059,60.36092838,32.24601803,NA,UP_pEhEx_DOWN_CDC5
EHI_153280A,23.30943092,0.446672174,0.974200909,0.458501086,0.646592483,NA,6,5,93,34,19,20,8.5405704,5.856805125,65.71970484,24.48139286,21.23810443,14.02000784,NA,DOWN_pEhEx_UP_CDC5
EHI_153340A,8.965497376,-0.148205508,0.920709033,-0.160968886,0.872117906,NA,2,8,18,9,15,8,2.8468568,9.370888201,12.71994287,6.480368698,16.76692455,5.608003136,NA,UP_pEhEx_DOWN_CDC5
EHI_153460A,13.65798067,-0.301360139,1.055870585,-0.285413898,0.775327061,NA,9,6,24,8,2,53,12.8108556,7.02816615,16.95992383,5.760327731,2.23558994,37.15302078,NA,UP_pEhEx_DOWN_CDC5
EHI_153490A,21.85478411,-0.111391158,0.771705656,-0.144344099,0.885228757,NA,15,28,13,45,21,17,21.351426,32.7981087,9.186625408,32.40184349,23.47369437,11.91700666,NA,UP_pEhEx_DOWN_CDC5
EHI_153570A,24.98376528,-0.835189677,0.913046949,-0.914728073,0.360334403,NA,17,21,8,30,9,91,24.1982828,24.59858153,5.653307944,21.60122899,10.06015473,63.79103568,NA,UP_pEhEx_DOWN_CDC5
EHI_153660A,33.20130278,-1.698289819,1.096832869,-1.548357883,NA,NA,15,5,28,14,8,190,21.351426,5.856805125,19.7865778,10.08057353,8.94235976,133.1900745,NA,UP_pEhEx_DOWN_CDC5
EHI_153700A,26.16113674,0.939405863,0.687597582,1.366214611,0.171871613,NA,31,29,36,40,12,16,44.1262804,33.96946973,25.43988575,28.80163866,13.41353964,11.21600627,NA,DOWN_pEhEx_UP_CDC5
EHI_153710A,24.93947596,-1.255340835,1.113113524,-1.127774308,0.259415246,NA,15,7,21,13,3,132,21.351426,8.199527175,14.83993335,9.360532563,3.35338491,92.53205175,NA,UP_pEhEx_DOWN_CDC5
EHI_153780A,12.75059122,1.11935419,1.313824414,0.851981572,0.39422432,NA,6,35,4,18,10,0,8.5405704,40.99763588,2.826653972,12.9607374,11.1779497,0,NA,DOWN_pEhEx_UP_CDC5
EHI_153790A,11.94340811,0.365782789,0.818314029,0.446995622,0.654878221,NA,10,15,12,16,14,6,14.234284,17.57041538,8.479961915,11.52065546,15.64912958,4.206002352,NA,DOWN_pEhEx_UP_CDC5
EHI_153940.mRNA,18.95494968,0.06745252,0.844379251,0.079884151,0.936329395,NA,9,8,50,27,26,11,12.8108556,9.370888201,35.33317465,19.44110609,29.06266922,7.711004312,NA,DOWN_pEhEx_UP_CDC5
EHI_154180A,17.6112,0.447959285,1.21409132,0.368966714,0.712152535,NA,11,32,11,28,22,0,15.6577124,37.4835528,7.773298422,20.16114706,24.59148934,0,NA,DOWN_pEhEx_UP_CDC5
EHI_154290A,24.6087934,0.896063211,0.741011371,1.209243537,0.226569296,NA,24,24,48,10,12,44,34.1622816,28.1126646,33.91984766,7.200409664,13.41353964,30.84401725,NA,DOWN_pEhEx_UP_CDC5
EHI_154440A,9.972188222,0.480567963,0.806442228,0.595911208,0.551234545,NA,6,7,25,12,10,8,8.5405704,8.199527175,17.66658732,8.640491597,11.1779497,5.608003136,NA,DOWN_pEhEx_UP_CDC5
EHI_154690A,14.9191902,-0.366839343,0.928315451,-0.39516669,0.692719874,NA,4,10,30,5,21,34,5.6937136,11.71361025,21.19990479,3.600204832,23.47369437,23.83401333,NA,UP_pEhEx_DOWN_CDC5
EHI_155060A,10.72537567,-0.340833651,1.215441756,-0.280419567,0.779155627,NA,5,12,10,16,22,0,7.117142,14.0563323,7.066634929,11.52065546,24.59148934,0,NA,UP_pEhEx_DOWN_CDC5
EHI_155170A,10.27511738,1.193972783,0.882165392,1.353456838,0.17590973,NA,10,11,22,12,8,2,14.234284,12.88497128,15.54659684,8.640491597,8.94235976,1.402000784,NA,DOWN_pEhEx_UP_CDC5
EHI_155180A,35.76476788,1.054946536,0.629570187,1.675661519,0.093804511,NA,33,32,85,40,25,19,46.9731372,37.4835528,60.0663969,28.80163866,27.94487425,13.31900745,NA,DOWN_pEhEx_UP_CDC5
EHI_155230A,18.60581986,1.165960724,1.196450246,0.974516682,0.32980006,NA,11,39,22,11,24,0,15.6577124,45.68307998,15.54659684,7.92045063,26.82707928,0,NA,DOWN_pEhEx_UP_CDC5
EHI_155260A,11.57104319,0.359700991,0.832897209,0.431867206,0.665837931,NA,6,11,25,18,3,20,8.5405704,12.88497128,17.66658732,12.9607374,3.35338491,14.02000784,NA,DOWN_pEhEx_UP_CDC5
EHI_155330A,13.97385245,0.416263442,0.855010164,0.486852039,0.626363189,NA,9,7,38,13,5,30,12.8108556,8.199527175,26.85321273,9.360532563,5.58897485,21.03001176,NA,DOWN_pEhEx_UP_CDC5
EHI_155360A,21.91475628,0.249975378,0.865752518,0.288737685,0.772782122,NA,8,26,42,21,5,56,11.3874272,30.45538665,29.6798667,15.12086029,5.58897485,39.25602195,NA,DOWN_pEhEx_UP_CDC5
EHI_155370A,15.50647314,1.237733721,0.983286653,1.258772014,0.208112691,NA,16,26,17,19,12,1,22.7748544,30.45538665,12.01327938,13.68077836,13.41353964,0.701000392,NA,DOWN_pEhEx_UP_CDC5
EHI_155390A,12.5667353,-0.595019982,0.970898396,-0.612855047,0.539972189,NA,4,9,19,28,21,3,5.6937136,10.54224923,13.42660637,20.16114706,23.47369437,2.103001176,NA,UP_pEhEx_DOWN_CDC5
EHI_155430A,11.83148942,0.521311105,1.034716303,0.503820326,0.614387643,NA,6,3,42,20,2,18,8.5405704,3.514083075,29.6798667,14.40081933,2.23558994,12.61800706,NA,DOWN_pEhEx_UP_CDC5
EHI_155490A,17.3947698,-0.088864418,0.699757152,-0.126993226,0.89894576,NA,13,16,19,33,18,14,18.5045692,18.7417764,13.42660637,23.76135189,20.12030946,9.814005489,NA,UP_pEhEx_DOWN_CDC5
EHI_155500A,21.76605057,-0.164656303,0.685351986,-0.240250712,0.810135902,NA,16,19,24,27,12,51,22.7748544,22.25585948,16.95992383,19.44110609,13.41353964,35.75101999,NA,UP_pEhEx_DOWN_CDC5
EHI_155560A,28.59519619,-0.189217917,0.703350741,-0.269023556,0.787911556,NA,22,24,30,30,15,75,31.3154248,28.1126646,21.19990479,21.60122899,16.76692455,52.5750294,NA,UP_pEhEx_DOWN_CDC5
EHI_155580A,12.74181191,-0.401051753,0.965974409,-0.415178445,0.678011277,NA,12,11,5,11,5,42,17.0811408,12.88497128,3.533317465,7.92045063,5.58897485,29.44201647,NA,UP_pEhEx_DOWN_CDC5
EHI_155590A,28.63373265,-0.328626562,1.015532117,-0.323600363,0.746240613,NA,16,13,54,10,7,115,22.7748544,15.22769333,38.15982862,7.200409664,7.82456479,80.61504509,NA,UP_pEhEx_DOWN_CDC5
EHI_155600A,10.59311476,-0.936753279,0.772418299,-1.212753866,0.225223939,NA,6,4,12,14,14,23,8.5405704,4.6854441,8.479961915,10.08057353,15.64912958,16.12300902,NA,UP_pEhEx_DOWN_CDC5
EHI_155610A,25.34105481,-1.071361588,0.921285276,-1.16289885,0.244870544,NA,11,11,29,15,11,114,15.6577124,12.88497128,20.4932413,10.8006145,12.29574467,79.91404469,NA,UP_pEhEx_DOWN_CDC5
EHI_155690A,7.493745764,0.769753325,0.980641132,0.78494905,0.432483442,NA,6,6,18,15,4,2,8.5405704,7.02816615,12.71994287,10.8006145,4.47117988,1.402000784,NA,DOWN_pEhEx_UP_CDC5
EHI_155730A,46.43645909,-0.913856855,1.060442336,-0.861769493,NA,NA,16,14,81,21,9,224,22.7748544,16.39905435,57.23974293,15.12086029,10.06015473,157.0240878,NA,UP_pEhEx_DOWN_CDC5
EHI_156210A,9.99145769,-0.21811387,0.743149245,-0.293499417,0.769140445,NA,7,8,12,18,9,13,9.9639988,9.370888201,8.479961915,12.9607374,10.06015473,9.113005097,NA,UP_pEhEx_DOWN_CDC5
EHI_156230A,23.41672206,0.095195446,0.66052885,0.144120043,0.885405678,NA,23,20,24,29,14,44,32.7388532,23.4272205,16.95992383,20.88118803,15.64912958,30.84401725,NA,DOWN_pEhEx_UP_CDC5
EHI_156300A,21.69761437,-0.275849848,0.738555424,-0.373499184,0.708776952,NA,10,10,46,23,18,50,14.234284,11.71361025,32.50652068,16.56094223,20.12030946,35.0500196,NA,UP_pEhEx_DOWN_CDC5
EHI_156320A,32.86432887,0.264804615,0.715321958,0.370189411,0.711241366,NA,30,42,23,63,19,32,42.702852,49.19716305,16.25326034,45.36258088,21.23810443,22.43201255,NA,DOWN_pEhEx_UP_CDC5
EHI_156340A,9.888148029,-0.091079285,0.968307194,-0.09406032,0.925061241,NA,7,8,13,16,16,2,9.9639988,9.370888201,9.186625408,11.52065546,17.88471952,1.402000784,NA,UP_pEhEx_DOWN_CDC5
EHI_156370A,22.76983746,-0.272164743,0.656066787,-0.414843043,0.678256807,NA,17,11,35,45,21,27,24.1982828,12.88497128,24.73322225,32.40184349,23.47369437,18.92701059,NA,UP_pEhEx_DOWN_CDC5
EHI_156380A,14.8874206,-1.759638632,1.157731086,-1.519902725,0.128535425,NA,0,1,26,25,25,34,0,1.171361025,18.37325082,18.00102416,27.94487425,23.83401333,NA,UP_pEhEx_DOWN_CDC5
EHI_156430A,37.92691695,-0.487904004,1.077505288,-0.452808919,0.650686341,NA,11,16,85,6,18,155,15.6577124,18.7417764,60.0663969,4.320245798,20.12030946,108.6550608,NA,UP_pEhEx_DOWN_CDC5
EHI_156440A,36.09147733,-0.666438202,0.682397551,-0.976612828,0.328760866,NA,13,14,68,51,39,76,18.5045692,16.39905435,48.05311752,36.72208929,43.59400383,53.2760298,NA,UP_pEhEx_DOWN_CDC5
EHI_157140A,22.4538775,-0.414830383,0.883820381,-0.469360508,0.638811972,NA,10,30,12,52,29,10,14.234284,35.14083075,8.479961915,37.44213025,32.41605413,7.01000392,NA,UP_pEhEx_DOWN_CDC5
EHI_157790A,25.60864255,0.202336311,0.766940476,0.263822705,0.791916538,NA,12,23,54,59,9,27,17.0811408,26.94130358,38.15982862,42.48241702,10.06015473,18.92701059,NA,DOWN_pEhEx_UP_CDC5
EHI_158020A,20.33424784,0.825915537,0.891143747,0.926803941,0.354028338,NA,15,29,32,35,15,3,21.351426,33.96946973,22.61323177,25.20143382,16.76692455,2.103001176,NA,DOWN_pEhEx_UP_CDC5
EHI_158060A,27.28360621,-0.654638001,0.730161242,-0.896566351,0.36995036,NA,9,12,51,28,32,64,12.8108556,14.0563323,36.03983814,20.16114706,35.76943904,44.86402509,NA,UP_pEhEx_DOWN_CDC5
EHI_158070A,104.6128667,-1.966648227,1.14641229,-1.71548076,NA,NA,23,14,111,27,23,649,32.7388532,16.39905435,78.43964772,19.44110609,25.70928431,454.9492544,NA,UP_pEhEx_DOWN_CDC5
EHI_158080A,33.78691837,-0.14025736,0.842605595,-0.166456716,0.867797544,NA,26,42,15,83,30,18,37.0091384,49.19716305,10.59995239,59.76340021,33.5338491,12.61800706,NA,UP_pEhEx_DOWN_CDC5
EHI_158110A,10.82476071,-0.111753488,0.870550561,-0.128371049,0.897855341,NA,12,10,4,15,12,13,17.0811408,11.71361025,2.826653972,10.8006145,13.41353964,9.113005097,NA,UP_pEhEx_DOWN_CDC5
EHI_158190A,9.011053106,-0.126628461,0.907914534,-0.139471785,0.88907735,NA,6,5,16,4,9,22,8.5405704,5.856805125,11.30661589,2.880163866,10.06015473,15.42200863,NA,UP_pEhEx_DOWN_CDC5
EHI_158200A,7.679802101,-1.412538646,1.359236401,-1.039214845,0.298704828,NA,0,0,17,9,9,25,0,0,12.01327938,6.480368698,10.06015473,17.5250098,NA,UP_pEhEx_DOWN_CDC5
EHI_158260A,10.61579825,0.029755747,0.937635984,0.031734861,0.974683494,NA,5,5,27,13,3,27,7.117142,5.856805125,19.07991431,9.360532563,3.35338491,18.92701059,NA,DOWN_pEhEx_UP_CDC5
EHI_158290A,9.440470879,0.174243114,0.832594752,0.209277219,0.834231835,NA,4,6,24,11,7,16,5.6937136,7.02816615,16.95992383,7.92045063,7.82456479,11.21600627,NA,DOWN_pEhEx_UP_CDC5
EHI_158350A,9.693778206,-0.815070004,1.08607683,-0.750471772,0.452970618,NA,6,8,5,7,2,42,8.5405704,9.370888201,3.533317465,5.040286765,2.23558994,29.44201647,NA,UP_pEhEx_DOWN_CDC5
EHI_158610A,12.68745758,0.350160793,0.907460612,0.385868861,0.699593793,NA,8,17,16,25,12,3,11.3874272,19.91313743,11.30661589,18.00102416,13.41353964,2.103001176,NA,DOWN_pEhEx_UP_CDC5
EHI_158620A,21.57658193,0.266484279,0.915468349,0.291090652,0.770981989,NA,14,38,9,37,23,9,19.9279976,44.51171895,6.359971436,26.64151576,25.70928431,6.309003528,NA,DOWN_pEhEx_UP_CDC5
EHI_158940A,37.90152879,0.731083948,0.945298512,0.773389505,0.439291899,NA,32,69,22,57,36,6,45.5497088,80.82391073,15.54659684,41.04233508,40.24061892,4.206002352,NA,DOWN_pEhEx_UP_CDC5
EHI_159450A,25.08584481,-0.584568239,1.54304143,-0.378841571,0.704805515,NA,2,9,66,3,0,126,2.8468568,10.54224923,46.63979053,2.160122899,0,88.3260494,NA,UP_pEhEx_DOWN_CDC5
EHI_159720A,17.50482174,-0.186921424,0.875602574,-0.213477471,0.830954559,NA,7,13,33,22,32,7,9.9639988,15.22769333,23.31989527,15.84090126,35.76943904,4.907002744,NA,UP_pEhEx_DOWN_CDC5
EHI_159730A,7.189409521,-0.859665831,0.884466691,-0.971959533,0.331070681,NA,6,3,5,13,10,10,8.5405704,3.514083075,3.533317465,9.360532563,11.1779497,7.01000392,NA,UP_pEhEx_DOWN_CDC5
EHI_159740A,15.76181224,0.180441696,0.781422582,0.230914361,0.817381334,NA,11,8,35,23,19,10,15.6577124,9.370888201,24.73322225,16.56094223,21.23810443,7.01000392,NA,DOWN_pEhEx_UP_CDC5
EHI_159770A,10.07096286,1.033443208,0.899290805,1.149175774,0.250483508,NA,10,9,22,12,9,2,14.234284,10.54224923,15.54659684,8.640491597,10.06015473,1.402000784,NA,DOWN_pEhEx_UP_CDC5
EHI_159780A,22.48982814,1.97576429,0.754937704,2.617122287,0.008867457,NA,22,31,56,16,12,4,31.3154248,36.31219178,39.5731556,11.52065546,13.41353964,2.804001568,NA,DOWN_pEhEx_UP_CDC5
EHI_159790A,33.51513553,0.095870673,0.759413563,0.126243035,0.899539547,NA,20,16,80,35,15,79,28.468568,18.7417764,56.53307944,25.20143382,16.76692455,55.37903097,NA,DOWN_pEhEx_UP_CDC5
EHI_159810A,32.90908431,0.433550008,0.747936208,0.579661746,0.562142745,NA,27,25,65,74,11,26,38.4325668,29.28402563,45.93312704,53.28303151,12.29574467,18.22601019,NA,DOWN_pEhEx_UP_CDC5
EHI_159840A,12.21666647,0.771658974,0.956493976,0.806757798,0.419806037,NA,13,19,8,22,8,3,18.5045692,22.25585948,5.653307944,15.84090126,8.94235976,2.103001176,NA,DOWN_pEhEx_UP_CDC5
EHI_159880A,24.64371377,0.92477775,0.788205056,1.173270513,0.240687343,NA,29,30,29,36,18,7,41.2794236,35.14083075,20.4932413,25.92147479,20.12030946,4.907002744,NA,DOWN_pEhEx_UP_CDC5
EHI_159900A,23.11147899,-1.859120444,0.956416769,-1.943839238,0.05191484,NA,8,12,7,26,8,115,11.3874272,14.0563323,4.946644451,18.72106513,8.94235976,80.61504509,NA,UP_pEhEx_DOWN_CDC5
EHI_160720A,15.14303484,0.104811918,0.978037693,0.10716552,0.914657669,NA,10,19,15,34,16,2,14.234284,22.25585948,10.59995239,24.48139286,17.88471952,1.402000784,NA,DOWN_pEhEx_UP_CDC5
EHI_160860A,17.50015692,0.314885308,0.642737448,0.489912809,0.624195599,NA,17,16,22,23,13,22,24.1982828,18.7417764,15.54659684,16.56094223,14.53133461,15.42200863,NA,DOWN_pEhEx_UP_CDC5
EHI_160880A,24.06098878,-0.556227882,0.643050848,-0.864982736,0.387048265,NA,13,18,27,49,15,48,18.5045692,21.08449845,19.07991431,35.28200735,16.76692455,33.64801882,NA,UP_pEhEx_DOWN_CDC5
EHI_160900A,16.99103148,-1.110773664,1.050669037,-1.057206052,0.290417558,NA,8,0,29,40,25,19,11.3874272,0,20.4932413,28.80163866,27.94487425,13.31900745,NA,UP_pEhEx_DOWN_CDC5
EHI_160920A,33.4805566,0.755664261,0.758521541,0.996233094,0.319136903,NA,22,36,74,48,30,10,31.3154248,42.1689969,52.29309848,34.56196639,33.5338491,7.01000392,NA,DOWN_pEhEx_UP_CDC5
EHI_160950A,12.17827682,0.944643247,0.749756251,1.259933805,0.207693243,NA,12,12,24,17,7,7,17.0811408,14.0563323,16.95992383,12.24069643,7.82456479,4.907002744,NA,DOWN_pEhEx_UP_CDC5
EHI_161190A,9.591325928,-0.067072165,0.813693409,-0.082429284,0.93430535,NA,7,11,8,17,5,16,9.9639988,12.88497128,5.653307944,12.24069643,5.58897485,11.21600627,NA,UP_pEhEx_DOWN_CDC5
EHI_161640A,119.4768689,-1.400453722,1.109308399,-1.262456611,NA,NA,30,21,183,40,27,658,42.702852,24.59858153,129.3194192,28.80163866,30.18046419,461.258258,NA,UP_pEhEx_DOWN_CDC5
EHI_161660A,34.38308052,1.658775165,1.090154168,1.521596866,0.128110123,NA,32,47,79,32,24,0,45.5497088,55.05396818,55.82641594,23.04131092,26.82707928,0,NA,DOWN_pEhEx_UP_CDC5
EHI_161880A,14.49279344,-0.955016509,1.222420764,-0.781250235,0.434655333,NA,6,9,15,4,1,76,8.5405704,10.54224923,10.59995239,2.880163866,1.11779497,53.2760298,NA,UP_pEhEx_DOWN_CDC5
EHI_161900A,24.1174521,0.977224766,0.716832921,1.363253189,0.172802729,NA,21,27,49,12,10,41,29.8919964,31.62674768,34.62651115,8.640491597,11.1779497,28.74101607,NA,DOWN_pEhEx_UP_CDC5
EHI_161960A,20.96159096,0.698819525,0.845506086,0.826510343,0.408514653,NA,13,40,18,40,10,11,18.5045692,46.854441,12.71994287,28.80163866,11.1779497,7.711004312,NA,DOWN_pEhEx_UP_CDC5
EHI_162190A,18.87925508,0.277508778,0.798092386,0.347715105,0.728054152,NA,10,13,46,16,8,44,14.234284,15.22769333,32.50652068,11.52065546,8.94235976,30.84401725,NA,DOWN_pEhEx_UP_CDC5
EHI_162210A,33.56093091,-0.38712067,0.891579627,-0.434196406,0.664145823,NA,16,9,76,36,12,107,22.7748544,10.54224923,53.70642546,25.92147479,13.41353964,75.00704195,NA,UP_pEhEx_DOWN_CDC5
EHI_162550A,11.67862626,-0.196244751,0.807531878,-0.243017962,0.807991483,NA,6,16,8,23,9,15,8.5405704,18.7417764,5.653307944,16.56094223,10.06015473,10.51500588,NA,UP_pEhEx_DOWN_CDC5
EHI_162560A,23.39336473,-0.35195964,0.78101727,-0.450642583,0.652247171,NA,16,20,22,55,28,11,22.7748544,23.4272205,15.54659684,39.60225315,31.29825916,7.711004312,NA,UP_pEhEx_DOWN_CDC5
EHI_163470A,11.4247917,0.763789109,0.797920381,0.957224714,0.338453845,NA,11,12,19,18,8,5,15.6577124,14.0563323,13.42660637,12.9607374,8.94235976,3.50500196,NA,DOWN_pEhEx_UP_CDC5
EHI_163520A,10.68381522,0.070885972,0.815922187,0.086878348,0.93076821,NA,5,9,21,20,11,7,7.117142,10.54224923,14.83993335,14.40081933,12.29574467,4.907002744,NA,DOWN_pEhEx_UP_CDC5
EHI_163550A,12.3815313,0.009608483,0.746440727,0.012872399,0.989729595,NA,8,12,17,14,7,27,11.3874272,14.0563323,12.01327938,10.08057353,7.82456479,18.92701059,NA,DOWN_pEhEx_UP_CDC5
EHI_163600A,16.84500965,-0.034886687,0.673053821,-0.051833428,0.95866142,NA,12,15,22,23,10,33,17.0811408,17.57041538,15.54659684,16.56094223,11.1779497,23.13301294,NA,UP_pEhEx_DOWN_CDC5
EHI_163620A,26.37911869,0.565533098,0.638935197,0.885118085,0.376092946,NA,15,39,39,34,15,32,21.351426,45.68307998,27.55987622,24.48139286,16.76692455,22.43201255,NA,DOWN_pEhEx_UP_CDC5
EHI_163630A,9.815882284,-1.538857565,0.871770315,-1.765209871,0.0775285,NA,2,4,10,11,20,20,2.8468568,4.6854441,7.066634929,7.92045063,22.3558994,14.02000784,NA,UP_pEhEx_DOWN_CDC5
EHI_163660A,14.33826845,-1.153024061,1.260258796,-0.914910544,0.360238594,NA,6,4,19,4,1,79,8.5405704,4.6854441,13.42660637,2.880163866,1.11779497,55.37903097,NA,UP_pEhEx_DOWN_CDC5
EHI_163760A,36.69921958,0.989541824,0.738370915,1.340169019,0.180190402,NA,26,17,126,38,25,27,37.0091384,19.91313743,89.03960011,27.36155672,27.94487425,18.92701059,NA,DOWN_pEhEx_UP_CDC5
EHI_164070A,20.51941175,-0.435158025,0.683691039,-0.636483441,0.52446137,NA,11,10,35,29,16,46,15.6577124,11.71361025,24.73322225,20.88118803,17.88471952,32.24601803,NA,UP_pEhEx_DOWN_CDC5
EHI_164300A,8.111184019,1.254758252,1.042475902,1.203632861,0.228731513,NA,11,4,20,2,2,15,15.6577124,4.6854441,14.13326986,1.440081933,2.23558994,10.51500588,NA,DOWN_pEhEx_UP_CDC5
EHI_164310A,7.312812369,1.415006597,0.984331676,1.437530287,0.150567373,NA,5,8,22,11,1,4,7.117142,9.370888201,15.54659684,7.92045063,1.11779497,2.804001568,NA,DOWN_pEhEx_UP_CDC5
EHI_164320A,13.27697025,1.500744489,0.842079953,1.782187645,0.074718637,NA,20,7,31,5,10,9,28.468568,8.199527175,21.90656828,3.600204832,11.1779497,6.309003528,NA,DOWN_pEhEx_UP_CDC5
EHI_164360A,21.62875552,-2.187224694,1.061245852,-2.060997166,0.03930331,NA,7,3,14,9,11,125,9.9639988,3.514083075,9.893288901,6.480368698,12.29574467,87.62504901,NA,UP_pEhEx_DOWN_CDC5
EHI_164380A,11.19192452,0.250771884,0.847888313,0.295760515,0.767412979,NA,9,15,9,23,8,7,12.8108556,17.57041538,6.359971436,16.56094223,8.94235976,4.907002744,NA,DOWN_pEhEx_UP_CDC5
EHI_164420A,12.88297957,-0.185170689,0.874392156,-0.211770758,0.832285883,NA,5,9,26,11,6,38,7.117142,10.54224923,18.37325082,7.92045063,6.70676982,26.6380149,NA,UP_pEhEx_DOWN_CDC5
EHI_164460A,13.91441303,0.965921229,0.703166102,1.373674336,0.169542808,NA,14,14,27,18,6,12,19.9279976,16.39905435,19.07991431,12.9607374,6.70676982,8.412004705,NA,DOWN_pEhEx_UP_CDC5
EHI_164620A,8.354081818,0.210621033,0.82792456,0.254396406,0.799189327,NA,8,6,12,14,8,6,11.3874272,7.02816615,8.479961915,10.08057353,8.94235976,4.206002352,NA,DOWN_pEhEx_UP_CDC5
EHI_164770A,19.34989696,0.253007293,0.817874923,0.30934717,0.757057453,NA,10,12,49,12,11,46,14.234284,14.0563323,34.62651115,8.640491597,12.29574467,32.24601803,NA,DOWN_pEhEx_UP_CDC5
EHI_164790A,9.245113053,-0.486956059,0.906826689,-0.536989112,0.591275135,NA,6,11,3,14,7,20,8.5405704,12.88497128,2.119990479,10.08057353,7.82456479,14.02000784,NA,UP_pEhEx_DOWN_CDC5
EHI_164820A,11.21944043,1.713841781,0.955448618,1.793756095,0.072852108,NA,11,17,22,6,10,1,15.6577124,19.91313743,15.54659684,4.320245798,11.1779497,0.701000392,NA,DOWN_pEhEx_UP_CDC5
EHI_164840A,22.92225158,-1.041669572,0.969548892,-1.07438581,0.2826498,NA,4,4,48,19,21,80,5.6937136,4.6854441,33.91984766,13.68077836,23.47369437,56.08003136,NA,UP_pEhEx_DOWN_CDC5
EHI_164920A,18.58217483,-0.248586307,0.737988968,-0.33684285,0.736235369,NA,7,14,34,33,24,15,9.9639988,16.39905435,24.02655876,23.76135189,26.82707928,10.51500588,NA,UP_pEhEx_DOWN_CDC5
EHI_165150A,26.35001902,2.374479377,0.974283693,2.437153978,0.014803374,NA,22,22,106,12,15,1,31.3154248,25.76994255,74.90633025,8.640491597,16.76692455,0.701000392,NA,DOWN_pEhEx_UP_CDC5
EHI_165160A,17.49953859,-1.27667116,0.792445545,-1.611052228,0.107168339,NA,7,15,5,30,28,30,9.9639988,17.57041538,3.533317465,21.60122899,31.29825916,21.03001176,NA,UP_pEhEx_DOWN_CDC5
