baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,CmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,CmasM_1.1,CmasM_2.1,CmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_053440A,362.9972417,-0.761993475,0.508106735,-1.499672062,0.133699371,0.790168442,188,209,434,404,259,965,243.4534334,239.7437716,324.6509572,308.2627514,314.0074383,747.8650982,20.98,UP_pEhEx_DOWN_CmasM
EHI_056480A,10426.87181,-0.733504726,0.487857723,-1.503521808,0.132704537,0.790168442,5527,6079,12519,8833,11155,24261,7157.271948,6973.217166,9364.758832,6739.814068,13524.14276,18802.02606,20.98,UP_pEhEx_DOWN_CmasM
EHI_056630A,48.96785764,-1.287138555,0.85091571,-1.512651065,0.130368316,0.790168442,30,18,35,39,18,202,38.84895213,20.64778894,26.18152881,29.75803789,21.82291077,156.5479273,20.98,UP_pEhEx_DOWN_CmasM
EHI_058460A,131.0207043,0.800059321,0.503604606,1.588665615,0.112135906,0.790168442,146,163,165,172,86,66,189.0649004,186.9771999,123.4272072,131.2405773,104.2650181,51.14932278,20.98,DOWN_pEhEx_UP_CmasM
EHI_058500A,49.64441951,-0.69928793,0.452212271,-1.546370974,0.122015,0.790168442,25,27,66,62,60,84,32.37412678,30.97168341,49.37088289,47.30764997,72.7430359,65.09913808,20.98,UP_pEhEx_DOWN_CmasM
EHI_059840A,5914.620092,-0.942197848,0.639917971,-1.472372853,0.14092022,0.790168442,3191,3072,6004,4623,3787,19641,4132.233542,3523.889313,4491.254256,3527.47203,4591.297949,15221.57347,20.98,UP_pEhEx_DOWN_CmasM
EHI_062980A,39.4430622,0.859312278,0.587317461,1.463113793,0.143436244,0.790168442,36,38,83,53,26,16,46.61874256,43.58977666,62.08762545,40.44041046,31.52198222,12.39983583,20.98,DOWN_pEhEx_UP_CmasM
EHI_065630A,251.4831961,0.833017899,0.547203841,1.522317346,0.127929584,0.790168442,165,199,700,261,188,150,213.6692367,228.2727778,523.6305761,199.1499459,227.9281791,116.2484609,20.98,DOWN_pEhEx_UP_CmasM
EHI_065840A,819.3269904,0.395014688,0.258618097,1.527405441,0.126660224,0.790168442,756,772,1240,953,624,826,978.9935937,885.5607258,927.5741634,727.1643617,756.5275733,640.1415245,20.98,DOWN_pEhEx_UP_CmasM
EHI_066300A,29.55657978,1.011514098,0.643884477,1.570955868,0.1161929,0.790168442,30,33,56,43,15,10,38.84895213,37.85427973,41.89044609,32.81014434,18.18575897,7.749897391,20.98,DOWN_pEhEx_UP_CmasM
EHI_066970A,11.90387828,2.600321112,1.771064438,1.468225015,0.142043111,0.790168442,23,27,1,13,0,0,29.78419663,30.97168341,0.74804368,9.919345962,0,0,20.98,DOWN_pEhEx_UP_CmasM
EHI_068090A,194.8673808,-0.459820659,0.312067459,-1.473465579,0.140625539,0.790168442,123,147,219,250,218,287,159.2807037,168.6236097,163.821566,190.7566531,264.2996971,222.4220551,20.98,UP_pEhEx_DOWN_CmasM
EHI_068580A,33.49600255,-2.270574282,1.527727433,-1.486243052,0.137214844,0.790168442,0,9,32,9,4,200,0,10.32389447,23.93739777,6.867239512,4.849535726,154.9979478,20.98,UP_pEhEx_DOWN_CmasM
EHI_069500A,114.2087196,-0.539151207,0.360921769,-1.493817369,0.135223361,0.790168442,61,93,125,145,112,206,78.99286934,106.6802429,93.50546002,110.6388588,135.7870003,159.6478862,20.98,UP_pEhEx_DOWN_CmasM
EHI_072050A,13.86492632,2.205473581,1.429487734,1.542841906,0.122869139,0.790168442,5,17,56,0,12,1,6.474825355,19.50068956,41.89044609,0,14.54860718,0.774989739,20.98,DOWN_pEhEx_UP_CmasM
EHI_073440A,95.47305424,-0.975382255,0.644755338,-1.512794385,0.130331896,0.790168442,50,44,104,65,87,290,64.74825355,50.47237297,77.79654274,49.59672981,105.477402,224.7470243,20.98,UP_pEhEx_DOWN_CmasM
EHI_073460A,151.8706528,-0.5080767,0.333086291,-1.525360585,0.127169184,0.790168442,87,117,172,210,178,206,112.6619612,134.2106281,128.663513,160.2355886,215.8043398,159.6478862,20.98,UP_pEhEx_DOWN_CmasM
EHI_073650A,434.9861007,-0.429324473,0.281544578,-1.524889865,0.12728657,0.790168442,297,333,463,656,361,721,384.6046261,381.9840954,346.3442239,500.5454578,437.6705993,558.7676019,20.98,UP_pEhEx_DOWN_CmasM
EHI_074040A,49.99770301,0.809882242,0.512498502,1.580262652,0.114046729,0.790168442,72,49,56,56,32,35,93.23748512,56.2078699,41.89044609,42.7294903,38.79628581,27.12464087,20.98,DOWN_pEhEx_UP_CmasM
EHI_074730A,63.495691,-0.792126088,0.536199095,-1.477298442,0.139595655,0.790168442,40,37,61,87,38,166,51.79860284,42.44267727,45.63066449,66.38331529,46.0705894,128.6482967,20.98,UP_pEhEx_DOWN_CmasM
EHI_075170A,32.54277232,1.324808484,0.909715226,1.456289228,0.145312682,0.790168442,40,38,59,44,17,2,51.79860284,43.58977666,44.13457713,33.57317095,20.61052684,1.549979478,20.98,DOWN_pEhEx_UP_CmasM
EHI_075210A,2060.499716,0.441076682,0.285615098,1.544304504,0.122514582,0.790168442,1899,2089,3027,2730,1300,2044,2459.13867,2396.290617,2264.32822,2083.062652,1576.099111,1584.079027,20.98,DOWN_pEhEx_UP_CmasM
EHI_076140A,28.06364448,1.308234738,0.865564276,1.511424136,0.130680424,0.790168442,19,37,70,23,24,3,24.60433635,42.44267727,52.36305761,17.54961209,29.09721436,2.324969217,20.98,DOWN_pEhEx_UP_CmasM
EHI_079300A,17.86561316,1.322457202,0.856814848,1.543457382,0.12271984,0.790168442,27,27,15,24,2,12,34.96405692,30.97168341,11.2206552,18.3126387,2.424767863,9.299876869,20.98,DOWN_pEhEx_UP_CmasM
EHI_079850A,17.36595187,-1.766708838,1.153961602,-1.530994475,0.125770758,0.790168442,6,2,18,11,4,87,7.769790426,2.294198771,13.46478624,8.393292737,4.849535726,67.4241073,20.98,UP_pEhEx_DOWN_CmasM
EHI_080730A,363.1416238,-0.664450436,0.438465022,-1.515401236,0.129670825,0.790168442,236,276,296,466,273,837,305.6117568,316.5994305,221.4209293,355.5704014,330.9808133,648.6664116,20.98,UP_pEhEx_DOWN_CmasM
EHI_081290A,10.50028468,1.0265663,0.679912173,1.509851332,0.131081363,0.790168442,12,11,19,13,5,6,15.53958085,12.61809324,14.21282992,9.919345962,6.061919658,4.649938434,20.98,DOWN_pEhEx_UP_CmasM
EHI_086080A,307.2582366,-1.05078234,0.707194286,-1.485846761,0.137319658,0.790168442,49,224,373,372,576,338,63.45328848,256.9502624,279.0202927,283.8458998,698.3331446,261.9465318,20.98,UP_pEhEx_DOWN_CmasM
EHI_086380A,122.9188246,-1.689579165,1.138227675,-1.484394733,0.137704231,0.790168442,56,29,92,56,11,654,72.51804398,33.26588219,68.82001858,42.7294903,13.33622325,506.8432894,20.98,UP_pEhEx_DOWN_CmasM
EHI_086790.mRNA,15.65330316,1.689156677,1.064404691,1.586949673,0.112524043,0.790168442,23,20,25,12,11,0,29.78419663,22.94198771,18.701092,9.15631935,13.33622325,0,20.98,DOWN_pEhEx_UP_CmasM
EHI_087210A,433.7394253,1.386796048,0.919631489,1.507991042,0.13155682,0.790168442,632,770,242,590,191,49,818.4179249,883.266527,181.0265706,450.1857014,231.5653309,37.97449721,20.98,DOWN_pEhEx_UP_CmasM
EHI_087370A,92.86106647,-0.705226021,0.483526726,-1.458504739,0.14470147,0.790168442,32,91,88,169,100,123,41.43888227,104.3860441,65.82784386,128.9514975,121.2383932,95.32373791,20.98,UP_pEhEx_DOWN_CmasM
EHI_092130A,122.0556429,-0.611306659,0.388475204,-1.57360535,0.115578716,0.790168442,71,109,98,171,117,219,91.94252005,125.033833,73.30828066,130.4775507,141.84892,169.7227529,20.98,UP_pEhEx_DOWN_CmasM
EHI_092170A,100.4583476,-1.070567491,0.688772438,-1.554312328,0.120109934,0.790168442,19,99,75,230,134,91,24.60433635,113.5628392,56.10327601,175.4961209,162.4594468,70.52406626,20.98,UP_pEhEx_DOWN_CmasM
EHI_092510A,360.0384842,0.65468424,0.44790507,1.461658471,0.143834823,0.790168442,374,391,519,489,254,204,484.3169366,448.5158598,388.23467,373.1200135,307.9455186,158.0979068,20.98,DOWN_pEhEx_UP_CmasM
EHI_092620A,212.964603,-0.525156595,0.360071748,-1.458477647,0.144708932,0.790168442,120,157,252,310,162,414,155.3958085,180.0946036,188.5070074,236.5382499,196.4061969,320.845752,20.98,UP_pEhEx_DOWN_CmasM
EHI_094000A,16.33094495,-0.954989224,0.652949347,-1.462577807,0.14358294,0.790168442,4,9,23,32,19,23,5.179860284,10.32389447,17.20500464,24.4168516,23.0352947,17.824764,20.98,UP_pEhEx_DOWN_CmasM
EHI_094470A,25.83865253,1.275927682,0.806927792,1.581216676,0.113828504,0.790168442,17,36,61,13,26,6,22.01440621,41.29557789,45.63066449,9.919345962,31.52198222,4.649938434,20.98,DOWN_pEhEx_UP_CmasM
EHI_095160A,31.4816282,-2.17557622,1.377702847,-1.579133138,0.114305522,0.790168442,6,0,35,30,6,161,7.769790426,0,26.18152881,22.89079837,7.27430359,124.773348,20.98,UP_pEhEx_DOWN_CmasM
EHI_095810A,334.9145377,-0.53705136,0.351910895,-1.526100408,0.126984861,0.790168442,215,238,359,391,317,654,278.4174903,273.0096538,268.5476812,298.3434055,384.3257063,506.8432894,20.98,UP_pEhEx_DOWN_CmasM
EHI_096380A,104.0615726,-0.958380126,0.602023047,-1.59193262,0.111399845,0.790168442,37,72,109,100,79,310,47.91370763,82.59115577,81.53676114,76.30266125,95.7783306,240.2468191,20.98,UP_pEhEx_DOWN_CmasM
EHI_096730A,93.40642625,0.78239262,0.537171333,1.456504791,0.145253126,0.790168442,138,100,82,103,62,67,178.7051798,114.7099386,61.33958177,78.59174109,75.16780376,51.92431252,20.98,DOWN_pEhEx_UP_CmasM
EHI_097970A,7.058855449,-1.167725718,0.774363907,-1.507980561,0.131559502,0.790168442,3,4,6,10,9,14,3.884895213,4.588397543,4.488262081,7.630266125,10.91145538,10.84985635,20.98,UP_pEhEx_DOWN_CmasM
EHI_098250A,27.37124989,-0.821873725,0.565323136,-1.453812295,0.145998354,0.790168442,8,25,27,41,25,56,10.35972057,28.67748464,20.19717936,31.28409111,30.30959829,43.39942539,20.98,UP_pEhEx_DOWN_CmasM
EHI_098410A,16.12625039,0.946225118,0.598633516,1.580641733,0.113959978,0.790168442,15,17,33,20,9,9,19.42447607,19.50068956,24.68544145,15.26053225,10.91145538,6.974907652,20.98,DOWN_pEhEx_UP_CmasM
EHI_098810A,126.9468396,0.888889914,0.575359775,1.544928849,0.122363474,0.790168442,101,144,265,164,88,46,130.7914722,165.1823115,198.2315752,125.1363644,106.689786,35.649528,20.98,DOWN_pEhEx_UP_CmasM
EHI_099340A,1835.112105,-0.763979067,0.491887304,-1.553158745,0.120385215,0.790168442,532,1647,2008,2397,2129,3252,688.9214178,1889.272688,1502.07171,1828.97479,2581.16539,2520.266631,20.98,UP_pEhEx_DOWN_CmasM
EHI_099690A,43.54061263,0.89724311,0.581195145,1.543789754,0.122639274,0.790168442,48,39,84,55,30,17,62.15832341,44.73687604,62.83566914,41.96646369,36.37151795,13.17482556,20.98,DOWN_pEhEx_UP_CmasM
EHI_103400A,17.81404965,1.467958533,1.00685643,1.457962117,0.144850985,0.790168442,46,9,12,7,4,23,59.56839327,10.32389447,8.976524162,5.341186287,4.849535726,17.824764,20.98,DOWN_pEhEx_UP_CmasM
EHI_103650A,49.35585928,-0.802947656,0.517731648,-1.550895448,0.120926741,0.790168442,28,24,59,78,32,116,36.25902199,27.53038526,44.13457713,59.51607577,38.79628581,89.89880973,20.98,UP_pEhEx_DOWN_CmasM
EHI_103840A,28.1501045,1.220641516,0.782655541,1.559615249,0.118850831,0.790168442,36,29,51,34,18,4,46.61874256,33.26588219,38.15022769,25.94290482,21.82291077,3.099958956,20.98,DOWN_pEhEx_UP_CmasM
EHI_104520A,44.11044462,-1.352564751,0.87855337,-1.539536238,0.123673438,0.790168442,28,18,24,36,15,186,36.25902199,20.64778894,17.95304832,27.46895805,18.18575897,144.1480915,20.98,UP_pEhEx_DOWN_CmasM
EHI_104740A,262.3829187,-0.983713063,0.624198157,-1.57596278,0.115034381,0.790168442,142,145,239,285,135,857,183.8850401,166.3294109,178.7824396,217.4625846,163.6718308,664.1662064,20.98,UP_pEhEx_DOWN_CmasM
EHI_105180A,11976.60306,0.575413479,0.378088319,1.521902294,0.128033564,0.790168442,10771,11606,21041,14541,9451,8136,13948.06878,13313.23547,15739.58707,11095.16997,11458.24054,6305.316517,20.98,DOWN_pEhEx_UP_CmasM
EHI_107330A,19.38750354,-1.256790888,0.809708772,-1.55215175,0.120625918,0.790168442,9,8,18,12,16,69,11.65468564,9.176795086,13.46478624,9.15631935,19.39814291,53.474292,20.98,UP_pEhEx_DOWN_CmasM
EHI_108610A,1868.486163,-0.776635395,0.515522712,-1.506500835,0.131938653,0.790168442,968,1236,1953,2075,1233,5162,1253.526189,1417.814841,1460.929307,1583.280221,1494.869388,4000.497033,20.98,UP_pEhEx_DOWN_CmasM
EHI_109000A,26.64307633,1.552187352,0.972311309,1.596389281,0.110401908,0.790168442,19,43,60,21,20,1,24.60433635,49.32527359,44.88262081,16.02355886,24.24767863,0.774989739,20.98,DOWN_pEhEx_UP_CmasM
EHI_109680A,159.0842407,-1.432460506,0.897939973,-1.595274237,0.110650924,0.790168442,83,42,137,120,45,710,107.4821009,48.1781742,102.4819842,91.5631935,54.55727692,550.2427147,20.98,UP_pEhEx_DOWN_CmasM
EHI_109840A,24.04344775,-1.163932205,0.763966072,-1.523539129,0.127623879,0.790168442,12,11,22,21,14,86,15.53958085,12.61809324,16.45696096,16.02355886,16.97337504,66.64911756,20.98,UP_pEhEx_DOWN_CmasM
EHI_109870A,34.88305133,-0.81012207,0.526516899,-1.538644004,0.12389123,0.790168442,11,22,48,54,33,68,14.24461578,25.23618649,35.90609665,41.20343707,40.00866974,52.69930226,20.98,UP_pEhEx_DOWN_CmasM
EHI_109890A,28.39907187,0.750346887,0.506668552,1.480942293,0.138621952,0.790168442,35,28,40,37,14,23,45.32377749,32.1187828,29.92174721,28.23198466,16.97337504,17.824764,20.98,DOWN_pEhEx_UP_CmasM
EHI_110020A,60.08074851,-0.826436025,0.528859837,-1.562674961,0.118129067,0.790168442,27,35,73,66,51,153,34.96405692,40.1484785,54.60718865,50.35975642,61.83158051,118.5734301,20.98,UP_pEhEx_DOWN_CmasM
EHI_110410A,10.23942426,-1.409577027,0.900611009,-1.56513413,0.117551462,0.790168442,8,2,6,15,6,33,10.35972057,2.294198771,4.488262081,11.44539919,7.27430359,25.57466139,20.98,UP_pEhEx_DOWN_CmasM
EHI_110710A,164.6537333,0.564240548,0.385517091,1.463594121,0.14330488,0.790168442,182,180,197,189,124,134,235.6836429,206.4778894,147.364605,144.2120298,150.3356075,103.848625,20.98,DOWN_pEhEx_UP_CmasM
EHI_110750A,224.0833029,-0.548798609,0.368493237,-1.489304426,0.136407223,0.790168442,150,189,181,287,236,378,194.2447607,216.8017839,135.3959061,218.9886378,286.1226079,292.9461214,20.98,UP_pEhEx_DOWN_CmasM
EHI_112830A,951.1887713,1.025696555,0.685573446,1.496114764,0.134623751,0.790168442,1086,963,1759,984,807,195,1406.332067,1104.656708,1315.808833,750.8181867,978.3938328,151.1229991,20.98,DOWN_pEhEx_UP_CmasM
EHI_113950A,878.7294231,1.687330013,1.073159339,1.572301476,0.115880651,0.790168442,626,1171,2498,258,850,29,810.6481345,1343.253381,1868.613113,196.860866,1030.526342,22.47470243,20.98,DOWN_pEhEx_UP_CmasM
EHI_114140A,130.0928798,-1.475555501,0.998726186,-1.477437481,0.139558405,0.790168442,43,21,169,74,43,601,55.68349806,24.0890871,126.419382,56.46396932,52.13250906,465.7688332,20.98,UP_pEhEx_DOWN_CmasM
EHI_114640A,50.49263728,-0.687391973,0.46435879,-1.480303565,0.138792252,0.790168442,20,41,57,61,58,91,25.89930142,47.03107481,42.63848977,46.54462336,70.31826803,70.52406626,20.98,UP_pEhEx_DOWN_CmasM
EHI_115370A,63.70037044,-0.623956909,0.394879442,-1.580120014,0.114079385,0.790168442,40,45,63,78,64,122,51.79860284,51.61947236,47.12675185,59.51607577,77.59257162,94.54874817,20.98,UP_pEhEx_DOWN_CmasM
EHI_117690A,35.65472992,-2.237092615,1.510610997,-1.480919058,0.138628144,0.790168442,10,5,25,13,0,215,12.94965071,5.735496929,18.701092,9.919345962,0,166.6227939,20.98,UP_pEhEx_DOWN_CmasM
EHI_117850A,4583.143659,-1.149704116,0.76197234,-1.508852822,0.131336398,0.790168442,498,4560,3566,7024,7714,5476,644.8926054,5230.773199,2667.523764,5359.498926,9352.329648,4243.843811,20.98,UP_pEhEx_DOWN_CmasM
EHI_118290A,32.26559058,-0.926777179,0.598180025,-1.549328197,0.121302845,0.790168442,8,26,35,38,35,72,10.35972057,29.82458403,26.18152881,28.99501127,42.43343761,55.79926121,20.98,UP_pEhEx_DOWN_CmasM
EHI_121800A,4204.20184,-0.563328031,0.354151077,-1.59064328,0.111689878,0.790168442,2195,3682,4164,5130,4402,7475,2842.448331,4223.619938,3114.853884,3914.326522,5336.914067,5793.0483,20.98,UP_pEhEx_DOWN_CmasM
EHI_122760A,32.1408974,1.144016985,0.769054784,1.487562407,0.136866334,0.790168442,32,33,71,36,24,5,41.43888227,37.85427973,53.11110129,27.46895805,29.09721436,3.874948695,20.98,DOWN_pEhEx_UP_CmasM
EHI_123240A,14.78986843,-1.45746057,0.988112839,-1.474994062,0.14021414,0.790168442,3,6,17,12,6,63,3.884895213,6.882596314,12.71674256,9.15631935,7.27430359,48.82435356,20.98,UP_pEhEx_DOWN_CmasM
EHI_125330A,85.13757973,-1.166995341,0.744216143,-1.568086574,0.116860929,0.790168442,42,47,66,89,32,318,54.38853298,53.91367113,49.37088289,67.90936851,38.79628581,246.446737,20.98,UP_pEhEx_DOWN_CmasM
EHI_125710A,21.86101567,-1.833016504,1.170170793,-1.566452107,0.117242812,0.790168442,7,2,23,8,8,112,9.064755497,2.294198771,17.20500464,6.1042129,9.699071453,86.79885078,20.98,UP_pEhEx_DOWN_CmasM
EHI_125780A,3969.268424,-0.725742854,0.48432658,-1.498457621,0.134014395,0.790168442,1223,3310,4803,5036,5158,6124,1583.742282,3796.898967,3592.853796,3842.60202,6253.476319,4746.037162,20.98,UP_pEhEx_DOWN_CmasM
EHI_127220A,34.52437506,-0.673662673,0.432339017,-1.558181535,0.119190221,0.790168442,19,24,37,49,32,66,24.60433635,27.53038526,27.67761617,37.38830401,38.79628581,51.14932278,20.98,UP_pEhEx_DOWN_CmasM
EHI_127380A,207.6397354,-0.774116702,0.501278364,-1.544285088,0.122519283,0.790168442,63,187,218,254,264,352,81.58279948,214.5075851,163.0735223,193.8087596,320.0693579,272.7963882,20.98,UP_pEhEx_DOWN_CmasM
EHI_127400A,38.65863319,-0.768480221,0.517146632,-1.486000631,0.137278954,0.790168442,22,34,25,77,43,45,28.48923156,39.00137911,18.701092,58.75304916,52.13250906,34.87453826,20.98,UP_pEhEx_DOWN_CmasM
EHI_129730A,21.60483903,-0.824528372,0.52220118,-1.578947738,0.114348045,0.790168442,11,12,25,39,17,42,14.24461578,13.76519263,18.701092,29.75803789,20.61052684,32.54956904,20.98,UP_pEhEx_DOWN_CmasM
EHI_130720A,29.94049654,-1.394369091,0.917968941,-1.518971971,0.128769551,0.790168442,15,8,28,22,11,129,19.42447607,9.176795086,20.94522305,16.78658547,13.33622325,99.97367634,20.98,UP_pEhEx_DOWN_CmasM
EHI_131910A,52.04130118,1.265626801,0.852041998,1.485404244,0.137436772,0.790168442,67,79,58,81,20,7,86.76265976,90.62085147,43.38653345,61.80515561,24.24767863,5.424928174,20.98,DOWN_pEhEx_UP_CmasM
EHI_135780A,11.9069848,1.140459404,0.759581883,1.501430498,0.133244251,0.790168442,14,7,31,12,3,12,18.12951099,8.0296957,23.18935409,9.15631935,3.637151795,9.299876869,20.98,DOWN_pEhEx_UP_CmasM
EHI_137700A,1389.970375,-0.770691808,0.496560183,-1.55206123,0.120647574,0.790168442,897,792,1353,1438,1069,3696,1161.583669,908.5027135,1012.103099,1097.232269,1296.038423,2864.362076,20.98,UP_pEhEx_DOWN_CmasM
EHI_138340A,65.73380866,-0.575868267,0.380939507,-1.511705287,0.130608853,0.790168442,33,49,79,93,61,118,42.73384735,56.2078699,59.09545073,70.96147496,73.95541983,91.44878921,20.98,UP_pEhEx_DOWN_CmasM
EHI_138450A,26.54168333,-1.861440893,1.264929489,-1.471576803,0.141135194,0.790168442,15,0,20,11,20,119,19.42447607,0,14.9608736,8.393292737,24.24767863,92.22377895,20.98,UP_pEhEx_DOWN_CmasM
EHI_139050A,51.25711991,-1.0405302,0.710091389,-1.465346878,0.142826303,0.790168442,9,28,75,47,65,120,11.65468564,32.1187828,56.10327601,35.86225079,78.80495555,92.99876869,20.98,UP_pEhEx_DOWN_CmasM
EHI_140240A,434.0202012,-0.738484484,0.4941434,-1.494474042,0.135051762,0.790168442,190,289,532,410,416,1047,246.0433635,331.5117225,397.9592379,312.8409111,504.3517155,811.4142568,20.98,UP_pEhEx_DOWN_CmasM
EHI_140650A,41.13527181,0.873250023,0.55093873,1.585022028,0.11296133,0.790168442,53,41,59,54,25,20,68.63314877,47.03107481,44.13457713,41.20343707,30.30959829,15.49979478,20.98,DOWN_pEhEx_UP_CmasM
EHI_141890A,98.30620507,-0.845201502,0.574550144,-1.471066556,0.141273118,0.790168442,21,78,125,152,128,140,27.19426649,89.47375209,93.50546002,115.9800451,155.1851432,108.4985635,20.98,UP_pEhEx_DOWN_CmasM
EHI_145610A,258.5225488,1.309078295,0.856129613,1.529065546,0.126248196,0.790168442,264,461,313,238,203,24,341.8707788,528.8128168,234.1376719,181.6003338,246.1139381,18.59975374,20.98,DOWN_pEhEx_UP_CmasM
EHI_146110A,7873.462232,0.583745975,0.371614872,1.570835884,0.116220775,0.790168442,8626,7666,11190,9011,6289,5685,11170.3687,8793.663891,8370.608781,6875.632805,7624.682546,4405.816667,20.98,DOWN_pEhEx_UP_CmasM
EHI_148170A,117.4887505,-0.62682396,0.398670884,-1.57228427,0.115884639,0.790168442,48,99,135,172,112,208,62.15832341,113.5628392,100.9858968,131.2405773,135.7870003,161.1978657,20.98,UP_pEhEx_DOWN_CmasM
EHI_148290A,92.01701118,-1.24175706,0.786505208,-1.578828783,0.114375335,0.790168442,54,32,77,53,59,356,69.92811384,36.70718034,57.59936337,40.44041046,71.53065196,275.8963471,20.98,UP_pEhEx_DOWN_CmasM
EHI_148480A,120.8955997,-0.844873964,0.547191743,-1.544018116,0.122583944,0.790168442,61,60,149,137,86,332,78.99286934,68.82596314,111.4585083,104.5346459,104.2650181,257.2965934,20.98,UP_pEhEx_DOWN_CmasM
EHI_150420A,18.21035971,-1.019092957,0.651495674,-1.564235952,0.117762167,0.790168442,7,14,15,36,10,43,9.064755497,16.0593914,11.2206552,27.46895805,12.12383932,33.32455878,20.98,UP_pEhEx_DOWN_CmasM
EHI_151380A,1495.788249,-0.578011791,0.376730722,-1.534283662,0.124959883,0.790168442,816,1100,1713,1597,1561,2921,1056.691498,1261.809324,1281.398824,1218.5535,1892.531317,2263.745028,20.98,UP_pEhEx_DOWN_CmasM
EHI_151550A,12.21824221,-2.408320269,1.565068502,-1.538795437,0.123854244,0.790168442,0,0,15,6,11,57,0,0,11.2206552,4.578159675,13.33622325,44.17441513,20.98,UP_pEhEx_DOWN_CmasM
EHI_151800A,295.3964499,-0.737956479,0.470957075,-1.566929383,0.117131199,0.790168442,116,301,226,415,301,550,150.2159482,345.2769151,169.0578717,316.6560442,364.9275634,426.2443565,20.98,UP_pEhEx_DOWN_CmasM
EHI_151820A,14.67563662,-1.70800959,1.08969695,-1.56741706,0.117017239,0.790168442,1,11,9,18,4,63,1.294965071,12.61809324,6.732393122,13.73447902,4.849535726,48.82435356,20.98,UP_pEhEx_DOWN_CmasM
EHI_152450A,188.4589883,-1.155949791,0.77184996,-1.497635358,0.134228015,0.790168442,97,72,190,147,82,734,125.6116119,82.59115577,142.1282992,112.164912,99.41548239,568.8424685,20.98,UP_pEhEx_DOWN_CmasM
