baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,pEhEx_1,pEhEx_2,CmasM_1.1,CmasM_2.1,pEhEx_1.1,pEhEx_2.1,Certeza,DE,
EHI_011880A,20.94233763,-1.818752054,0.777756905,-2.338458252,0.019363489,0.643421074,6,11,41,33,7.12293567,11.2397718,28.28022455,37.12641852,35.66,UP_pEhEx_DOWN_CmasM
EHI_028990A,331.6667107,-1.802568727,0.769822658,-2.341537636,0.01920449,0.643421074,36,247,450,641,42.73761402,252.3839667,310.3927085,721.1525537,35.66,UP_pEhEx_DOWN_CmasM
EHI_068170A,459.7147338,-1.140208881,0.487124516,-2.34069287,0.019247994,0.643421074,211,316,613,749,250.4899044,322.8879898,422.8238451,842.6571961,35.66,UP_pEhEx_DOWN_CmasM
EHI_086080A,297.9173331,-1.652706161,0.709067827,-2.33081533,0.019763099,0.652042117,49,224,372,576,58.1706413,228.8826257,256.5913057,648.0247596,34.8,UP_pEhEx_DOWN_CmasM
EHI_022970A,416.2744353,-0.908912858,0.39060223,-2.326952557,0.01996779,0.654156066,254,271,693,541,301.53761,276.9071052,478.004771,608.6482551,34.58,UP_pEhEx_DOWN_CmasM
EHI_000620A,14.90616284,-2.146510064,0.926195105,-2.317557125,0.020473403,0.656385858,4,6,25,28,4.74862378,6.130784616,17.24403936,31.50120359,34.36,UP_pEhEx_DOWN_CmasM
EHI_044610A,14.7411141,-2.299142477,0.993101038,-2.315114363,0.020606674,0.656385858,4,5,19,32,4.74862378,5.10898718,13.10546991,36.00137553,34.36,UP_pEhEx_DOWN_CmasM
EHI_087570A,3610.416428,-1.493496271,0.645791552,-2.312659968,0.020741342,0.656385858,683,2910,5229,6267,810.8275104,2973.430539,3606.763272,7050.64439,34.36,UP_pEhEx_DOWN_CmasM
EHI_132040A,371.5804042,1.148203072,0.495158076,2.318861648,0.020402539,0.656385858,574,336,387,173,681.4275124,343.3239385,266.9377293,194.6324365,34.36,DOWN_pEhEx_UP_CmasM
EHI_168290A,66.38259502,-1.182121616,0.511002254,-2.313339339,0.020703989,0.656385858,33,41,119,91,39.17614618,41.89369488,82.08162735,102.3789117,34.36,UP_pEhEx_DOWN_CmasM
EHI_193440A,1616.365366,0.979001849,0.42588346,2.298755274,0.02151884,0.67638948,2257,1576,1701,891,2679.410968,1610.352759,1173.284438,1002.4133,32.36,DOWN_pEhEx_UP_CmasM
EHI_025370A,298.8901804,0.968049792,0.423722202,2.284633159,0.022334347,0.697311288,325,396,235,216,385.8256821,404.6317847,162.09397,243.0092849,30.27,DOWN_pEhEx_UP_CmasM
EHI_161170A,635.6413653,0.865332011,0.381586891,2.267719441,0.023346312,0.724046962,777,704,678,385,922.4201692,719.345395,467.6583474,433.1415494,27.6,DOWN_pEhEx_UP_CmasM
EHI_014250A,222.5719318,1.217892024,0.541622701,2.248598559,0.024538048,0.741239348,219,354,117,167,259.9871519,361.7162924,80.7021042,187.8821786,25.88,DOWN_pEhEx_UP_CmasM
EHI_069950A,39.76795816,-1.591781157,0.709388798,-2.243876928,0.024840321,0.741239348,9,28,66,66,10.6844035,28.61032821,45.52426391,74.25283704,25.88,UP_pEhEx_DOWN_CmasM
EHI_105140A,7256.042281,-1.325081099,0.588423754,-2.251916394,0.024327556,0.741239348,1721,6103,11325,11496,2043.095381,6236.029752,7811.54983,12933.49416,25.88,UP_pEhEx_DOWN_CmasM
EHI_109010A,9.276877913,2.855356755,1.272654656,2.243622606,0.024856694,0.741239348,14,16,6,0,16.62018323,16.34875898,4.138569446,0,25.88,DOWN_pEhEx_UP_CmasM
EHI_167270A,7256.042281,-1.325081099,0.588423754,-2.251916394,0.024327556,0.741239348,1721,6103,11325,11496,2043.095381,6236.029752,7811.54983,12933.49416,25.88,UP_pEhEx_DOWN_CmasM
EHI_201940A,141.6063268,-1.12845935,0.502773728,-2.244467614,0.02480233,0.741239348,53,112,246,195,62.91926508,114.4413128,169.6813473,219.3833822,25.88,UP_pEhEx_DOWN_CmasM
EHI_015440A,267.6109597,-1.111082632,0.498127165,-2.230520054,0.025712938,0.742960161,105,209,401,405,124.6513742,213.5556641,276.5943913,455.6424091,25.7,UP_pEhEx_DOWN_CmasM
EHI_145610A,294.2511921,1.00215863,0.448532419,2.234305901,0.025462952,0.742960161,264,461,238,203,313.4091695,471.048618,164.1632547,228.383726,25.7,DOWN_pEhEx_UP_CmasM
EHI_156380A,13.72425198,-2.221229032,0.992941786,-2.237018386,0.025285138,0.742960161,2,7,25,25,2.37431189,7.152582052,17.24403936,28.12607464,25.7,UP_pEhEx_DOWN_CmasM
EHI_164840A,10.88089781,-2.443634876,1.094607112,-2.232431025,0.025586489,0.742960161,4,2,19,21,4.74862378,2.043594872,13.10546991,23.62590269,25.7,UP_pEhEx_DOWN_CmasM
EHI_201200A,200.4722465,-1.073956581,0.481004262,-2.232738182,0.025566215,0.742960161,82,157,324,285,97.34678749,160.4221975,223.4827501,320.6372508,25.7,UP_pEhEx_DOWN_CmasM
EHI_066970A,15.96500449,2.522043154,1.132127535,2.227702335,0.025900371,0.743756338,23,27,13,0,27.30458673,27.58853077,8.966900467,0,25.62,DOWN_pEhEx_UP_CmasM
EHI_188760A,5271.455654,1.030240161,0.462996009,2.225159918,0.026070505,0.744049,6847,5899,6579,2126,8128.456755,6027.583075,4537.941398,2391.841387,25.6,DOWN_pEhEx_UP_CmasM
EHI_140770A,16.39933622,-2.169268244,0.975941944,-2.222743123,0.026233126,0.744125021,3,8,21,35,3.561467835,8.174379488,14.48499306,39.37650449,25.59,UP_pEhEx_DOWN_CmasM
EHI_193350A,450.9036543,-1.295503282,0.583999837,-2.218328156,0.026532466,0.74805473,182,299,469,852,216.062382,305.5174334,323.4981784,958.5366236,25.19,UP_pEhEx_DOWN_CmasM
EHI_013900A,28284.94622,0.824338409,0.373349603,2.207953087,0.027247544,0.753955504,34929,30182,30971,17307,41466.17,30839.89022,21362.60572,19471.11895,24.6,DOWN_pEhEx_UP_CmasM
EHI_086040A,78.04732748,-1.180604459,0.53519975,-2.205913697,0.027390043,0.753955504,32,56,127,115,37.98899024,57.22065642,87.59971994,129.3799433,24.6,UP_pEhEx_DOWN_CmasM
EHI_134740A,34.83869646,-1.837889015,0.832150259,-2.208602346,0.027202312,0.753955504,17,10,34,76,20.18165106,10.21797436,23.45189353,85.50326689,24.6,UP_pEhEx_DOWN_CmasM
EHI_156690A,43256.58733,0.801635267,0.362684961,2.210279866,0.027085745,0.753955504,52002,47186,46465,27579,61734.48345,48214.53382,32049.77155,31027.5605,24.6,DOWN_pEhEx_UP_CmasM
EHI_166490A,631.5295779,-1.090992684,0.497784356,-2.191697409,0.028401363,0.777194944,361,370,777,1052,428.5632961,378.0650513,535.9447433,1183.545221,22.28,UP_pEhEx_DOWN_CmasM
EHI_090020A,11220.91745,-1.681776587,0.769149552,-2.186540422,0.028776091,0.781278022,1166,9083,16174,20499,1384.223832,9280.986112,11156.2037,23062.25616,21.87,UP_pEhEx_DOWN_CmasM
EHI_151890A,33.30753003,-1.596619546,0.73070745,-2.185032528,0.028886462,0.781278022,7,24,64,50,8.310091615,24.52313847,44.14474076,56.25214927,21.87,UP_pEhEx_DOWN_CmasM
EHI_174670A,333.6759257,-1.079458335,0.495404806,-2.17894199,0.029335978,0.788849533,130,268,502,498,154.3302728,273.8417129,346.2603103,560.2714067,21.12,UP_pEhEx_DOWN_CmasM
EHI_131230A,1093.841167,1.061019301,0.489177239,2.168987466,0.030083636,0.792636305,1024,1704,680,844,1215.647688,1741.142831,469.0378706,949.5362797,20.74,DOWN_pEhEx_UP_CmasM
EHI_137930A,50.48176228,-1.385735722,0.638141136,-2.171519188,0.029891948,0.792636305,21,30,67,89,24.93027484,30.65392308,46.21402548,100.1288257,20.74,UP_pEhEx_DOWN_CmasM
EHI_138790A,18.84594262,-1.70638785,0.787077642,-2.168004474,0.030158346,0.792636305,8,8,38,28,9.49724756,8.174379488,26.21093983,31.50120359,20.74,UP_pEhEx_DOWN_CmasM
EHI_155680A,348.5849872,-1.779844957,0.820671261,-2.168767253,0.030100359,0.792636305,27,276,550,623,32.05321051,282.0160924,379.3688659,700.9017799,20.74,UP_pEhEx_DOWN_CmasM
EHI_030820A,906.9748771,-0.838416805,0.387405285,-2.164185255,0.030450134,0.795809132,557,626,1418,1199,661.2458613,639.645195,978.0819124,1348.92654,20.42,UP_pEhEx_DOWN_CmasM
EHI_040280A,62.83436625,-1.108203654,0.514293052,-2.154809696,0.031176729,0.798994212,37,35,120,79,43.92476996,35.76291026,82.77138892,88.87839585,20.1,UP_pEhEx_DOWN_CmasM
EHI_044820A,158.0303714,-1.400314794,0.648297573,-2.159987717,0.03077362,0.798994212,34,130,238,262,40.36330213,132.8336667,164.1632547,294.7612622,20.1,UP_pEhEx_DOWN_CmasM
EHI_126210A,116.6952362,-1.628251578,0.754933893,-2.156813455,0.031020202,0.798994212,14,95,202,190,16.62018323,97.07075643,139.331838,213.7581672,20.1,UP_pEhEx_DOWN_CmasM
EHI_172960A,315.5412337,-1.126611774,0.523621667,-2.151575928,0.03143077,0.798994212,139,226,393,529,165.0146763,230.9262205,271.0762987,595.1477393,20.1,UP_pEhEx_DOWN_CmasM
EHI_189950A,16.64353323,-1.894440411,0.880308948,-2.15201767,0.031395963,0.798994212,4,9,29,29,4.74862378,9.196176925,20.00308566,32.62624658,20.1,UP_pEhEx_DOWN_CmasM
EHI_038540A,20.37306397,-1.640868207,0.763742421,-2.148457598,0.031677421,0.80088785,8,10,39,31,9.49724756,10.21797436,26.9007014,34.87633255,19.91,UP_pEhEx_DOWN_CmasM
EHI_001940A,822.0626758,-1.249349707,0.582904211,-2.143319065,0.032087487,0.806870214,206,713,1316,1251,244.5541247,728.5415719,907.7262318,1407.428775,19.31,UP_pEhEx_DOWN_CmasM
EHI_007930A,129.6849638,-1.021062099,0.479475991,-2.129537492,0.033209816,0.813565805,63,94,201,186,74.79082453,96.04895899,138.6420764,209.2579953,18.64,UP_pEhEx_DOWN_CmasM
EHI_014810A,87.07579663,1.167706942,0.549127565,2.126476644,0.033463592,0.813565805,96,125,104,31,113.9669707,127.7246795,71.73520373,34.87633255,18.64,DOWN_pEhEx_UP_CmasM
EHI_039020A,467.9670971,-3.305061978,1.549036296,-2.13362462,0.032873521,0.813565805,26,138,248,1359,30.86605457,141.0080462,171.0608704,1528.933417,18.64,UP_pEhEx_DOWN_CmasM
EHI_060860A,276.5514687,-0.96736857,0.455210032,-2.125103802,0.033577952,0.813565805,135,209,411,399,160.2660526,213.5556641,283.4920071,448.8921512,18.64,UP_pEhEx_DOWN_CmasM
EHI_100810A,118.7356899,1.483838011,0.694376248,2.136936589,0.03260315,0.813565805,199,112,141,24,236.244033,114.4413128,97.25638198,27.00103165,18.64,DOWN_pEhEx_UP_CmasM
EHI_131670A,408.9828721,0.850352199,0.399660641,2.127685623,0.033363158,0.813565805,502,447,459,237,595.9522844,456.7434539,316.6005626,266.6351875,18.64,DOWN_pEhEx_UP_CmasM
EHI_166860A,16.96320267,2.223488325,1.04326135,2.131286015,0.033065587,0.813565805,32,18,15,1,37.98899024,18.39235385,10.34642362,1.125042985,18.64,DOWN_pEhEx_UP_CmasM
EHI_153250A,30.16191367,-1.527576358,0.720445052,-2.1203232,0.033978798,0.819012281,14,14,42,54,16.62018323,14.3051641,28.96998612,60.75232121,18.1,UP_pEhEx_DOWN_CmasM
EHI_097930A,69.95012722,-1.26940423,0.601111119,-2.111763017,0.034706781,0.830987832,24,52,103,113,28.49174268,53.13346667,71.04544216,127.1298574,16.9,UP_pEhEx_DOWN_CmasM
EHI_125600A,23.31462563,-1.523418923,0.721898326,-2.110295686,0.034832895,0.830987832,9,13,45,34,10.6844035,13.28336667,31.03927085,38.2514615,16.9,UP_pEhEx_DOWN_CmasM
EHI_014400A,520.5775342,-0.804158528,0.381788718,-2.106292014,0.035178995,0.832331288,314,377,850,656,372.7669667,385.2176334,586.2973382,738.0281984,16.77,UP_pEhEx_DOWN_CmasM
EHI_159690A,59.67163291,-1.092010933,0.518644692,-2.105508741,0.035247047,0.832331288,35,34,118,72,41.55045807,34.74111283,81.39186577,81.00309495,16.77,UP_pEhEx_DOWN_CmasM
EHI_096340A,1664.879213,-0.956886814,0.4565475,-2.095919512,0.036089332,0.84177035,707,1394,2553,2342,839.3192531,1424.385626,1760.961299,2634.850672,15.82,UP_pEhEx_DOWN_CmasM
EHI_103310A,1958.299663,-1.535770033,0.733137733,-2.094790602,0.036189611,0.84177035,238,1689,3240,3191,282.5431149,1725.815869,2234.827501,3590.012167,15.82,UP_pEhEx_DOWN_CmasM
EHI_143070A,2209.956523,0.904902617,0.431810639,2.095600559,0.03611764,0.84177035,2492,2745,2844,991,2958.392615,2804.833962,1961.681917,1114.917599,15.82,DOWN_pEhEx_UP_CmasM
EHI_196370A,34.36025857,-1.520684704,0.728028899,-2.088769698,0.036728459,0.850053697,16,16,42,65,18.99449512,16.34875898,28.96998612,73.12779405,14.99,UP_pEhEx_DOWN_CmasM
EHI_025450A,1949.082542,0.84656939,0.405860858,2.085861134,0.036991204,0.85041865,2379,2140,2386,1013,2824.243993,2186.646513,1645.771116,1139.668544,14.96,DOWN_pEhEx_UP_CmasM
EHI_026360A,43.91668425,-1.378535927,0.661433113,-2.084165278,0.037145136,0.85041865,22,22,57,78,26.11743079,22.47954359,39.31640974,87.75335286,14.96,UP_pEhEx_DOWN_CmasM
EHI_050130A,880.0780987,-1.009429,0.484709161,-2.082545742,0.037292649,0.85041865,382,699,1199,1356,453.493571,714.2364078,827.0241276,1525.558288,14.96,UP_pEhEx_DOWN_CmasM
EHI_005020A,1092.198235,-0.970373098,0.467494404,-2.075689225,0.037922703,0.854159758,477,890,1570,1609,566.2733857,909.3997181,1082.925672,1810.194164,14.58,UP_pEhEx_DOWN_CmasM
EHI_006170A,194.651759,-1.255811935,0.606266894,-2.071384644,0.038322865,0.854159758,58,157,250,335,68.85504481,160.4221975,172.4403936,376.8894001,14.58,UP_pEhEx_DOWN_CmasM
EHI_040310A,993.1029135,-0.934101859,0.451224471,-2.070148939,0.038438399,0.854159758,403,867,1757,1241,478.4238458,885.8983771,1211.911086,1396.178345,14.58,UP_pEhEx_DOWN_CmasM
EHI_057850A,643.7699115,-0.932903974,0.449781928,-2.074125073,0.038067697,0.854159758,265,558,1149,798,314.5963254,570.1629693,792.5360489,897.7843024,14.58,UP_pEhEx_DOWN_CmasM
EHI_064640A,128.2685679,-0.912716043,0.439760008,-2.075486688,0.037941451,0.854159758,68,95,230,157,80.72660426,97.07075643,158.6451621,176.6317487,14.58,UP_pEhEx_DOWN_CmasM
EHI_104690A,7.335804742,-3.032636801,1.465850168,-2.068858651,0.038559353,0.854159758,0,3,12,16,0,3.065392308,8.277138892,18.00068777,14.58,UP_pEhEx_DOWN_CmasM
EHI_182530A,23.28854668,1.69491482,0.820020781,2.066916912,0.038741984,0.854159758,43,20,20,7,51.04770563,20.43594872,13.79523149,7.875300898,14.58,DOWN_pEhEx_UP_CmasM
EHI_193360A,163.7191328,-1.08230706,0.52569258,-2.05882126,0.039511364,0.867013521,101,88,213,265,119.9027504,89.91817437,146.9192153,298.1363911,13.3,UP_pEhEx_DOWN_CmasM
EHI_134490A,484.267603,-1.108577516,0.5395094,-2.054788139,0.039899472,0.871419461,149,427,789,693,176.8862358,436.3075052,544.2218822,779.6547889,12.86,UP_pEhEx_DOWN_CmasM
EHI_044830A,36735.52405,0.749589708,0.366374407,2.045966346,0.040759682,0.881925768,42643,40630,36062,26602,50623.89096,41515.62983,24874.18189,29928.3935,11.81,DOWN_pEhEx_UP_CmasM
EHI_169300A,83.37696683,-1.341944424,0.655311597,-2.047795935,0.040579999,0.881925768,24,64,106,148,28.49174268,65.39503591,73.11472688,166.5063618,11.81,UP_pEhEx_DOWN_CmasM
EHI_059870A,668.1959804,0.918684781,0.449894358,2.042001114,0.041151421,0.882195437,911,653,790,337,1081.499066,667.2337257,544.9116437,379.1394861,11.78,DOWN_pEhEx_UP_CmasM
EHI_159740A,11.56037624,-2.056820425,1.006881602,-2.042762942,0.041075911,0.882195437,5,3,23,19,5.935779725,3.065392308,15.86451621,21.37581672,11.78,UP_pEhEx_DOWN_CmasM
EHI_017890A,19.15045297,-1.634621951,0.803631364,-2.034044494,0.04194711,0.886990699,7,10,32,32,8.310091615,10.21797436,22.07237038,36.00137553,11.3,UP_pEhEx_DOWN_CmasM
EHI_068480A,3739.63205,0.8343747,0.409747484,2.036314397,0.041718795,0.886990699,4733,3881,4521,2005,5618.809087,3965.595849,3118.412078,2255.711186,11.3,DOWN_pEhEx_UP_CmasM
EHI_191530A,19.15045297,-1.634621951,0.803631364,-2.034044494,0.04194711,0.886990699,7,10,32,32,8.310091615,10.21797436,22.07237038,36.00137553,11.3,UP_pEhEx_DOWN_CmasM
EHI_180390A,84.76733738,-3.544642673,1.745606592,-2.030607979,0.042294778,0.890295501,7,18,19,266,8.310091615,18.39235385,13.10546991,299.2614341,10.97,UP_pEhEx_DOWN_CmasM
EHI_114000A,8.479803067,2.280005528,1.128304838,2.0207354,0.043307163,0.90022434,10,16,5,2,11.87155945,16.34875898,3.448807872,2.250085971,9.98,DOWN_pEhEx_UP_CmasM
EHI_186950A,210.1535813,-1.00042648,0.494822756,-2.021787536,0.043198306,0.90022434,79,182,376,268,93.78531965,185.9671334,259.350352,301.5115201,9.98,UP_pEhEx_DOWN_CmasM
EHI_202360A,55.44290434,-1.329568092,0.658087705,-2.020350908,0.043347002,0.90022434,28,29,64,102,33.24036646,29.63212565,44.14474076,114.7543845,9.98,UP_pEhEx_DOWN_CmasM
EHI_025230A,694.1239589,-1.229854545,0.614850769,-2.000248852,0.045473399,0.911820053,159,627,1089,1063,188.7577952,640.6669924,751.1503545,1195.920694,8.82,UP_pEhEx_DOWN_CmasM
EHI_028930A,26.21910022,1.37758372,0.68841425,2.001097044,0.045381933,0.911820053,38,30,21,13,45.11192591,30.65392308,14.48499306,14.62555881,8.82,DOWN_pEhEx_UP_CmasM
EHI_050520A,801.2107588,-1.075579287,0.537437394,-2.001310847,0.045358902,0.911820053,258,709,1211,1190,306.2862338,724.4543822,835.3012665,1338.801153,8.82,UP_pEhEx_DOWN_CmasM
EHI_052180A,188.2809907,1.06616758,0.532035068,2.003942303,0.045076241,0.911820053,239,222,244,66,283.7302708,226.8390308,168.3018241,74.25283704,8.82,DOWN_pEhEx_UP_CmasM
EHI_119590A,98318.45703,0.86186491,0.430678328,2.001180125,0.045372982,0.911820053,136747,89397,98080,63941,162340.014,91345.62539,67651.81521,71936.37353,8.82,DOWN_pEhEx_UP_CmasM
EHI_136740A,224.4339414,-1.417164644,0.703977113,-2.013083407,0.044105856,0.911820053,61,168,199,459,72.41651264,171.6619693,137.2625533,516.3947303,8.82,UP_pEhEx_DOWN_CmasM
EHI_140380A,45.43963329,1.142379193,0.569510778,2.005895651,0.044867382,0.911820053,47,68,46,22,55.79632941,69.48222565,31.72903242,24.75094568,8.82,DOWN_pEhEx_UP_CmasM
EHI_160740A,694.1239589,-1.229854545,0.614850769,-2.000248852,0.045473399,0.911820053,159,627,1089,1063,188.7577952,640.6669924,751.1503545,1195.920694,8.82,UP_pEhEx_DOWN_CmasM
EHI_166410A,9.499126501,-2.654205177,1.334686846,-1.988635151,0.046741489,0.933224914,0,5,33,9,0,5.10898718,22.76213195,10.12538687,6.68,UP_pEhEx_DOWN_CmasM
EHI_194050A,76.09065553,-1.428944554,0.719722093,-1.985411546,0.047098702,0.936338307,20,57,81,148,23.7431189,58.24245386,55.87068752,166.5063618,6.37,UP_pEhEx_DOWN_CmasM
EHI_005070A,110.1268776,-0.988255501,0.499193584,-1.979703932,0.047736807,0.938343397,50,86,174,154,59.35779725,87.8745795,120.0185139,173.2566198,6.17,UP_pEhEx_DOWN_CmasM
EHI_016110A,14.95070373,-2.429653223,1.22876582,-1.977311855,0.04800639,0.938343397,8,0,24,30,9.49724756,0,16.55427778,33.75128956,6.17,UP_pEhEx_DOWN_CmasM
EHI_143440A,192.7621058,-1.244798938,0.629478922,-1.977506942,0.047984357,0.938343397,46,170,291,304,54.60917347,173.7055641,200.7206181,342.0130676,6.17,UP_pEhEx_DOWN_CmasM
EHI_148400A,16.67545731,-2.272852855,1.147278763,-1.981081607,0.047582123,0.938343397,0,11,38,26,0,11.2397718,26.21093983,29.25111762,6.17,UP_pEhEx_DOWN_CmasM
EHI_092100A,16.51637865,-1.684449088,0.855298605,-1.969428077,0.048903954,0.951887846,9,5,37,22,10.6844035,5.10898718,25.52117825,24.75094568,4.81,UP_pEhEx_DOWN_CmasM
EHI_006960A,13.51538734,-1.790375077,0.912848464,-1.961305899,0.04984335,0.964050668,5,6,25,22,5.935779725,6.130784616,17.24403936,24.75094568,3.59,UP_pEhEx_DOWN_CmasM
EHI_112880A,133.3626191,-1.091514324,0.556767426,-1.960449324,0.049943296,0.964050668,45,114,209,195,53.42201752,116.4849077,144.160169,219.3833822,3.59,UP_pEhEx_DOWN_CmasM
EHI_169580A,150.9795156,-0.876285068,0.447504229,-1.95816042,0.050211192,0.965216796,94,99,236,203,111.5926588,101.1579462,162.7837315,228.383726,3.48,UP_pEhEx_DOWN_CmasM
EHI_005100A,63.76311578,-1.024710934,0.526175106,-1.94747133,0.051478254,0.969541846,31,46,108,86,36.80183429,47.00268206,74.49425003,96.75369675,3.05,UP_pEhEx_DOWN_CmasM
EHI_030390A,115.6956287,-1.407065574,0.722260306,-1.948141912,0.051397985,0.969541846,22,98,147,209,26.11743079,100.1361487,101.3949514,235.133984,3.05,UP_pEhEx_DOWN_CmasM
EHI_087790A,75.22785828,0.966113873,0.495606905,1.949355151,0.051253027,0.969541846,77,105,65,51,91.41100776,107.2887308,44.83450233,57.37719226,3.05,DOWN_pEhEx_UP_CmasM
EHI_096360A,286.8078824,-1.108314741,0.56791965,-1.951534415,0.050993506,0.969541846,94,246,390,458,111.5926588,251.3621693,269.007014,515.2696873,3.05,UP_pEhEx_DOWN_CmasM
EHI_202460A,616.5955332,-1.338220342,0.68670795,-1.948747414,0.051325596,0.969541846,121,543,764,1103,143.6458693,554.8360078,526.9778428,1240.922413,3.05,UP_pEhEx_DOWN_CmasM
EHI_001060A,9.777805532,-2.522899763,1.304251971,-1.934365306,0.053068229,0.972242147,5,0,22,16,5.935779725,0,15.17475464,18.00068777,2.78,UP_pEhEx_DOWN_CmasM
EHI_004840A,1046.01619,-0.847388689,0.443668077,-1.909960919,0.056138245,0.972242147,533,843,1463,1494,632.7541187,861.3752386,1009.121183,1680.81422,2.78,UP_pEhEx_DOWN_CmasM
EHI_004880A,342.9782688,-0.859685464,0.449619627,-1.912028328,0.055872561,0.972242147,195,250,474,496,231.4954093,255.449359,326.9469862,558.0213208,2.78,UP_pEhEx_DOWN_CmasM
EHI_005030A,11.46313794,-2.100608234,1.095113928,-1.918164111,0.055090205,0.972242147,2,6,15,24,2.37431189,6.130784616,10.34642362,27.00103165,2.78,UP_pEhEx_DOWN_CmasM
EHI_006940A,134.5788521,-0.889109995,0.472696947,-1.880930269,0.059981405,0.972242147,70,103,204,186,83.10091615,105.2451359,140.7113612,209.2579953,2.78,UP_pEhEx_DOWN_CmasM
EHI_009240A,148.0898409,-0.899356638,0.464972498,-1.934214693,0.053086737,0.972242147,80,109,222,207,94.9724756,111.3759205,153.1270695,232.883898,2.78,UP_pEhEx_DOWN_CmasM
EHI_015320A,10089.11054,0.926238519,0.490510602,1.888314982,0.058983677,0.972242147,15404,7981,9253,6695,18286.95018,8154.965337,6382.363847,7532.162787,2.78,DOWN_pEhEx_UP_CmasM
EHI_017450A,17.27597228,1.506487991,0.799625158,1.883992738,0.059565958,0.972242147,25,21,13,8,29.67889862,21.45774616,8.966900467,9.000343883,2.78,DOWN_pEhEx_UP_CmasM
EHI_033740A,174.3201425,-0.785847657,0.415414444,-1.891719624,0.058528347,0.972242147,114,118,299,209,135.3357777,120.5720975,206.2387107,235.133984,2.78,UP_pEhEx_DOWN_CmasM
EHI_035510A,96.00994671,-0.892151972,0.464750402,-1.919636796,0.054903793,0.972242147,52,71,168,119,61.73210914,72.54761796,115.8799445,133.8801153,2.78,UP_pEhEx_DOWN_CmasM
EHI_035600A,3346.222665,-0.980419322,0.520137618,-1.884922928,0.059440244,0.972242147,1091,3138,5632,4443,1295.187136,3206.400354,3884.737187,4998.565984,2.78,UP_pEhEx_DOWN_CmasM
EHI_054230A,68.6186587,-1.014811105,0.522662324,-1.941619011,0.05218324,0.972242147,35,48,110,96,41.55045807,49.04627693,75.87377318,108.0041266,2.78,UP_pEhEx_DOWN_CmasM
