logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_035180A	-0.175363042147346	0.986517269483891	0.807471276516349	1	16	16	2	29	14	21	2.07877913357627	2.10120175113058	0.581416743942367	2.34795767282925	1.74537746133595	1.54211060883216	0	UP_pEhEx_DOWN_U2AF84
EHI_035200A	0.341863583124767	3.47300473632148	0.659148723051992	1	65	56	72	104	67	163	8.44504023015358	7.35420612895703	20.9310027819252	8.42026199911181	8.35287785067919	11.9697156780782	0	DOWN_pEhEx_UP_U2AF84
EHI_035210A	-0.710867217392473	1.05551211245008	0.575647823841063	1	5	2	12	14	10	60	0.649618479242583	0.262650218891323	3.4885004636542	1.13349680757274	1.24669818666854	4.40603031094903	0	UP_pEhEx_DOWN_U2AF84
EHI_035220A	-0.312203769184769	3.51604847892453	0.734952139605955	1	26	54	68	166	101	152	3.37801609206143	7.09155591006571	19.7681692940405	13.4400335755054	12.5916516853522	11.1619434544042	0	UP_pEhEx_DOWN_U2AF84
EHI_035250A	-0.165578899521539	1.00115763349565	0.926514972050422	1	7	12	9	19	1	53	0.909465870939616	1.57590131334794	2.61637534774065	1.53831709599158	0.124669818666854	3.89199344133831	0	UP_pEhEx_DOWN_U2AF84
EHI_035270A	-0.831010576912195	1.38059805073025	0.352606861742366	1	8	8	11	25	15	69	1.03938956678813	1.05060087556529	3.19779209168302	2.02410144209418	1.8700472800028	5.06693485759139	0	UP_pEhEx_DOWN_U2AF84
EHI_035390A	0.580185512984209	0.798783519760203	0.509268465391485	1	7	8	13	10	7	26	0.909465870939616	1.05060087556529	3.77920883562538	0.809640576837674	0.872688730667975	1.90927980141125	0	DOWN_pEhEx_UP_U2AF84
EHI_035400A	0.0723250220011781	2.69425032359822	0.937790039037864	1	31	35	37	106	60	30	4.02763457130401	4.59637883059815	10.7562097629338	8.58219011447934	7.48018912001121	2.20301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_035420A	-1.03218881817286	1.7389182328875	0.2164057577919	1	18	13	7	28	19	106	2.3386265252733	1.7072264227936	2.03495860379828	2.26699361514549	2.36872655467022	7.78398688267663	0	UP_pEhEx_DOWN_U2AF84
EHI_035440A	-0.246212312029805	9.8821695949005	0.823778421103014	1	9329	10053	196	14255	10776	7813	1212.05815857081	1320.21132525723	56.9788409063519	1154.1426422821	1343.44196595401	573.73858032408	0	UP_pEhEx_DOWN_U2AF84
EHI_035460A	1.62117321776871	12.9671767536689	0.128398002958906	1	25651	24168	102345	32925	31316	71040	3332.6727222103	3173.86524508274	29752.5483293908	2665.74159923804	3904.16004137119	5216.73988816366	0	DOWN_pEhEx_UP_U2AF84
EHI_035480A	-0.472484492751452	0.632920684669118	0.703383834691061	1	6	3	8	11	6	39	0.7795421750911	0.393975328336984	2.32566697576947	0.890604634521441	0.748018912001121	2.86391970211687	0	UP_pEhEx_DOWN_U2AF84
EHI_035490A	0.485621753824077	0.800095027708704	0.549217935017357	1	9	9	11	17	4	25	1.16931326263665	1.18192598501095	3.19779209168302	1.37638898062405	0.498679274667414	1.83584596289543	0	DOWN_pEhEx_UP_U2AF84
EHI_035500A	-0.277683417048474	3.89566527136269	0.699409417679815	1	127	101	34	162	117	279	16.5003093727616	13.2638360540118	9.88408464702023	13.1161773447703	14.5863687840219	20.488040945913	0	UP_pEhEx_DOWN_U2AF84
EHI_035510A	0.802547646753423	5.07639528566599	0.55096676851219	1	38	45	404	168	119	612	4.93710044224363	5.90962992505476	117.446182276358	13.6019616908729	14.8357084213556	44.9415091716801	0	DOWN_pEhEx_UP_U2AF84
EHI_035530A	0.0756050677337334	5.59321225099762	0.944339557330155	1	491	553	39	802	524	138	63.7925346616217	72.6227855234507	11.3376265068761	64.9331742623814	65.3269849814313	10.1338697151828	0	DOWN_pEhEx_UP_U2AF84
EHI_035540A	-0.213070612875584	2.27547804026806	0.76684437195534	1	41	34	10	71	47	45	5.32687152978918	4.46505372115249	2.90708371971183	5.74844809554748	5.85948147734212	3.30452273321178	0	UP_pEhEx_DOWN_U2AF84
EHI_035550A	0.00951337264778492	0.988002906193091	1	1	18	17	2	34	18	4	2.3386265252733	2.23252686057624	0.581416743942367	2.75277796124809	2.24405673600336	0.293735354063269	0	DOWN_pEhEx_UP_U2AF84
EHI_035590A	0.198256917889216	2.23748319060653	0.901937181007952	1	56	53	0	80	42	11	7.27572696751693	6.96023080062005	0	6.47712461470139	5.23613238400785	0.807772223673989	0	DOWN_pEhEx_UP_U2AF84
EHI_035600A	-0.438249109452737	8.81641108961585	0.557589775434633	1	1863	2269	2092	5632	4443	7429	242.047845365786	297.976673332206	608.161914163715	455.989572874978	553.90800433683	545.539986334006	0	UP_pEhEx_DOWN_U2AF84
EHI_035630A	0.852511546508335	6.83620275367968	0.371219976799449	1	416	492	1108	792	733	1204	54.0482574729829	64.6119538472654	322.104876144071	64.1235336855438	91.3829770828037	88.4143415730439	0	DOWN_pEhEx_UP_U2AF84
EHI_035650A	-0.134256619861835	4.15000696178998	0.890495109291151	1	48	75	118	187	141	303	6.2363374007288	9.8493832084246	34.3035878925996	15.1402787868645	17.5784444320264	22.2504530702926	0	UP_pEhEx_DOWN_U2AF84
EHI_035660A	-0.213721209322267	4.21775730057152	0.774905475836924	1	160	165	29	221	171	273	20.7877913357627	21.6686430585341	8.43054278716432	17.8930567481126	21.318538992032	20.0474379148181	0	UP_pEhEx_DOWN_U2AF84
EHI_035670A	-0.158051933766808	5.23112333496552	0.90468583063486	1	28	48	331	284	294	797	3.63786348375846	6.30360525339174	96.2244711224617	22.9937923821899	36.652926688055	58.5267692971063	0	UP_pEhEx_DOWN_U2AF84
EHI_035680A	0.256599747536317	1.41346646248067	0.744743313669445	1	16	11	16	18	10	53	2.07877913357627	1.44457620390227	4.65133395153893	1.45735303830781	1.24669818666854	3.89199344133831	0	DOWN_pEhEx_UP_U2AF84
EHI_035690A	-0.318037602283948	9.12523645191098	0.649780797457456	1	4342	4401	1199	7117	4330	10110	564.128687374259	577.961806670355	348.559337993449	576.221198535372	539.820314827476	742.416107394912	0	UP_pEhEx_DOWN_U2AF84
EHI_035700A	0.371711988734367	1.701702160603	0.748247647656533	1	47	28	1	45	25	16	6.10641370488028	3.67710306447852	0.290708371971183	3.64338259576953	3.11674546667134	1.17494141625308	0	DOWN_pEhEx_UP_U2AF84
EHI_035710A	-0.418825725375401	1.16702353215992	0.66070552328488	1	16	20	1	37	26	10	2.07877913357627	2.62650218891323	0.290708371971183	2.99567013429939	3.24141528533819	0.734338385158172	0	UP_pEhEx_DOWN_U2AF84
EHI_035730A	0.18276999132771	1.22613161431151	0.832271853825354	1	23	15	6	33	9	29	2.98824500451588	1.96987664168492	1.7442502318271	2.67181390356432	1.12202836800168	2.1295813169587	0	DOWN_pEhEx_UP_U2AF84
EHI_035750A	0.382430516408079	2.4054994356953	0.569087713423821	1	35	40	26	57	34	59	4.54732935469808	5.25300437782645	7.55841767125076	4.61495128797474	4.23877383467302	4.33259647243322	0	DOWN_pEhEx_UP_U2AF84
EHI_035770A	0.368560035098342	-0.0681925264611146	0.786946677330898	1	7	7	2	11	8	1	0.909465870939616	0.919275766119629	0.581416743942367	0.890604634521441	0.997358549334829	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_035790A	-0.210749225689987	2.0551930450009	0.800765807770347	1	40	23	9	82	33	26	5.19694783394066	3.02047751725021	2.61637534774065	6.63905273006892	4.11410401600617	1.90927980141125	0	UP_pEhEx_DOWN_U2AF84
EHI_035800A	0.0799625578228455	2.38155296738273	0.920705897289828	1	48	38	14	73	49	35	6.2363374007288	4.99035415893513	4.06991720759657	5.91037621091502	6.10882111467583	2.5701843480536	0	DOWN_pEhEx_UP_U2AF84
EHI_035920A	0.109278120976911	0.219209883895583	0.848994537309017	1	6	8	4	12	4	16	0.7795421750911	1.05060087556529	1.16283348788473	0.971568692205208	0.498679274667414	1.17494141625308	0	DOWN_pEhEx_UP_U2AF84
EHI_035940A	-0.357533059084536	1.98974545385642	0.793091628158295	1	26	46	1	51	67	2	3.37801609206143	6.04095503450042	0.290708371971183	4.12916694187214	8.35287785067919	0.146867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_035970A	1.63403449123854	4.70565534908579	0.35958625364275	1	12	13	395	34	29	430	1.5590843501822	1.7072264227936	114.829806928617	2.75277796124809	3.61542474133875	31.5765505618014	0	DOWN_pEhEx_UP_U2AF84
EHI_035980A	0.694799683330333	1.10073472162536	0.396276085087319	1	17	14	11	30	13	5	2.20870282942478	1.83855153223926	3.19779209168302	2.42892173051302	1.6207076426691	0.367169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_035990A	1.05701411044978	3.84250965778106	0.225591164730002	1	90	86	119	132	34	171	11.6931326263665	11.2939594123269	34.5942962645708	10.6872556142573	4.23877383467302	12.5571863862047	0	DOWN_pEhEx_UP_U2AF84
EHI_036500A	0.34239383602496	1.46901384205162	0.79138845257114	1	32	32	0	31	13	35	4.15755826715253	4.20240350226116	0	2.50988578819679	1.6207076426691	2.5701843480536	0	DOWN_pEhEx_UP_U2AF84
EHI_036510A	0.269617482527248	0.754831490594151	0.723556898543355	1	14	6	8	22	9	14	1.81893174187923	0.787950656673968	2.32566697576947	1.78120926904288	1.12202836800168	1.02807373922144	0	DOWN_pEhEx_UP_U2AF84
EHI_036530A	-0.056759187647961	12.7232946035771	0.941315820240269	1	70780	63770	7968	86275	54435	94148	9195.999192158	8374.60222934982	2316.36430786639	6985.17407666703	6786.40157913017	6913.64902858716	0	UP_pEhEx_DOWN_U2AF84
EHI_036560A	-1.62258344052602	3.35619112513724	0.214720850973792	1	36	75	0	225	125	156	4.6772530505466	9.8493832084246	0	18.2169129788477	15.5837273333567	11.4556788084675	0	UP_pEhEx_DOWN_U2AF84
EHI_036570A	1.39396565650211	2.16557163087442	0.298151429825735	1	9	8	58	13	8	69	1.16931326263665	1.05060087556529	16.8610855743286	1.05253274988898	0.997358549334829	5.06693485759139	0	DOWN_pEhEx_UP_U2AF84
EHI_036580A	1.87665097797237	9.24152381644759	0.0991359004385197	1	1603	1719	8325	2553	1933	4486	208.267684445172	225.747863137092	2420.1471966601	206.701239266658	240.986759483028	329.424199581956	0	DOWN_pEhEx_UP_U2AF84
EHI_036600A	1.43285810609366	3.5581565131558	0.542359975566509	1	16	2	168	10	0	246	2.07877913357627	0.262650218891323	48.8390064911588	0.809640576837674	0	18.064724274891	0	DOWN_pEhEx_UP_U2AF84
EHI_036630A	-0.463408723409761	3.31166072151834	0.773719707242211	1	0	37	68	76	76	247	0	4.85902904948947	19.7681692940405	6.15326838396632	9.47490621868087	18.1381581134069	0	UP_pEhEx_DOWN_U2AF84
EHI_036640A	-0.10455461423985	2.51326521788601	0.906244945790156	1	34	45	19	100	50	37	4.41740565884956	5.90962992505476	5.52345906745248	8.09640576837674	6.23349093334268	2.71705202508524	0	UP_pEhEx_DOWN_U2AF84
EHI_036890A	0.756175475235308	-0.0789913008731791	0.384467469771941	1	7	9	2	10	5	3	0.909465870939616	1.18192598501095	0.581416743942367	0.809640576837674	0.623349093334268	0.220301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_036900A	-0.782604500709532	5.9589959895956	0.320179215964857	1	268	263	232	610	572	1557	34.8195504874024	34.5385037842089	67.4443422973145	49.3880751870981	71.3111362774402	114.336486569127	0	UP_pEhEx_DOWN_U2AF84
EHI_037120A	-0.601751863539038	0.50222867120663	0.377965359687503	1	7	11	1	18	12	19	0.909465870939616	1.44457620390227	0.290708371971183	1.45735303830781	1.49603782400224	1.39524293180053	0	UP_pEhEx_DOWN_U2AF84
EHI_037130A	-0.438209144170346	11.3857970735301	0.564387966028302	1	19383	24465	3735	40091	32268	26800	2518.3109966318	3212.8688025881	1085.79576931237	3245.93003659992	4022.84570874203	1968.0268722239	0	UP_pEhEx_DOWN_U2AF84
EHI_037140A	-0.140369647635638	3.09108651273039	0.881055683148825	1	77	85	8	166	74	47	10.0041245803358	11.1626343028812	2.32566697576947	13.4400335755054	9.22556658134716	3.45139041024341	0	UP_pEhEx_DOWN_U2AF84
EHI_037160A	-0.428139532114634	5.51676917904685	0.591657641561016	1	384	393	51	617	409	761	49.8906992058304	51.6107680121449	14.8261269705303	49.9548235908845	50.9899558347431	55.8831511105369	0	UP_pEhEx_DOWN_U2AF84
EHI_037190A	-0.780093711538108	1.18068722025626	0.483244870138017	1	18	15	0	15	16	61	2.3386265252733	1.96987664168492	0	1.21446086525651	1.99471709866966	4.47946414946485	0	UP_pEhEx_DOWN_U2AF84
EHI_037200A	0.636023118427871	2.56117254454018	0.397894421607569	1	39	37	38	54	25	79	5.06702413809215	4.85902904948947	11.046918134905	4.37205911492344	3.11674546667134	5.80127324274956	0	DOWN_pEhEx_UP_U2AF84
EHI_037210A	-0.089167341682349	1.10013936003968	0.919708077668932	1	13	18	5	20	14	35	1.68900804603072	2.3638519700219	1.45354185985592	1.61928115367535	1.74537746133595	2.5701843480536	0	UP_pEhEx_DOWN_U2AF84
EHI_037230A	0.0813508880441961	1.7039861809044	0.957906495691898	1	33	33	2	45	39	5	4.28748196300105	4.33372861170682	0.581416743942367	3.64338259576953	4.86212292800729	0.367169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_037240A	0.366400211304184	0.244090738282221	0.743843574555791	1	7	11	3	23	4	2	0.909465870939616	1.44457620390227	0.87212511591355	1.86217332672665	0.498679274667414	0.146867677031634	0	DOWN_pEhEx_UP_U2AF84
EHI_037540A	-1.32956537603035	1.70375977619646	0.0992946103376514	1	14	10	7	45	16	98	1.81893174187923	1.31325109445661	2.03495860379828	3.64338259576953	1.99471709866966	7.19651617455009	0	UP_pEhEx_DOWN_U2AF84
EHI_037810A	-1.47925118659924	2.49350811490805	0.0813839293358045	1	21	36	3	93	87	75	2.72839761281885	4.72770394004381	0.87212511591355	7.52965736459037	10.8462742240163	5.50753788868629	0	UP_pEhEx_DOWN_U2AF84
EHI_037820A	0.855228807083924	1.46012311871746	0.296123749288762	1	27	28	9	21	4	43	3.50793978790995	3.67710306447852	2.61637534774065	1.70024521135911	0.498679274667414	3.15765505618014	0	DOWN_pEhEx_UP_U2AF84
EHI_038130A	0.0299590863251773	0.906693870201821	0.999999999999998	1	21	6	5	31	9	17	2.72839761281885	0.787950656673968	1.45354185985592	2.50988578819679	1.12202836800168	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_038160A	2.38377338682924	1.222715624269	0.10643522478674	1	6	7	33	10	0	17	0.7795421750911	0.919275766119629	9.59337627504905	0.809640576837674	0	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_038270A	0.998057232025261	2.24614621922335	0.487197890511676	1	5	10	57	17	5	97	0.649618479242583	1.31325109445661	16.5703772023574	1.37638898062405	0.623349093334268	7.12308233603427	0	DOWN_pEhEx_UP_U2AF84
EHI_038280A	0.124002879575188	2.64144977879574	0.905312742759566	1	54	71	8	99	61	23	7.0158795758199	9.32408277064195	2.32566697576947	8.01544171069297	7.60485893867807	1.6889782858638	0	DOWN_pEhEx_UP_U2AF84
EHI_038300A	-0.841290077195225	2.89105144688537	0.280004336801102	1	19	42	26	138	75	96	2.46855022112182	5.51565459671778	7.55841767125076	11.1730399603599	9.35023640001402	7.04964849751845	0	UP_pEhEx_DOWN_U2AF84
EHI_038330A	0.397348336147884	5.01693792285388	0.612192306032522	1	377	337	56	432	189	337	48.9812333348908	44.2565618831879	16.2796688303863	34.9764729193875	23.5625957280353	24.7472035798304	0	DOWN_pEhEx_UP_U2AF84
EHI_038440A	0.807404553586514	3.31977023634655	0.625262960591711	1	116	168	0	93	105	9	15.0711487184279	22.0626183868711	0	7.52965736459037	13.0903309600196	0.660904546642355	0	DOWN_pEhEx_UP_U2AF84
EHI_038540A	-0.43965174567108	1.51055457098073	0.519144086226805	1	16	19	7	39	31	28	2.07877913357627	2.49517707946757	2.03495860379828	3.15759824966693	3.86476437867246	2.05614747844288	0	UP_pEhEx_DOWN_U2AF84
EHI_038560A	0.473435140898269	3.25395947939253	0.628179379431204	1	24	36	86	68	63	137	3.1181687003644	4.72770394004381	25.0009199895218	5.50555592249618	7.85419857601178	10.060435876667	0	DOWN_pEhEx_UP_U2AF84
EHI_038570A	1.04285155323417	3.77316087917898	0.558853468430407	1	18	10	176	18	4	334	2.3386265252733	1.31325109445661	51.1646734669283	1.45735303830781	0.498679274667414	24.526902064283	0	DOWN_pEhEx_UP_U2AF84
EHI_038580A	0.0248296259308959	10.6254960406209	0.970702376652871	1	11531	11288	6188	15051	11456	27930	1498.15013682924	1482.39783542263	1798.90340575768	1218.59003219838	1428.21744264747	2051.00710974677	0	DOWN_pEhEx_UP_U2AF84
EHI_038590A	-0.381140700337582	3.99370539350281	0.769664605476571	1	45	25	110	50	46	592	5.84656631318325	3.28312773614153	31.9779209168302	4.04820288418837	5.73481165867526	43.4728324013638	0	UP_pEhEx_DOWN_U2AF84
EHI_038620A	0.325592540942712	9.90257568849063	0.713766769059819	1	3130	4159	7708	8123	6911	14011	406.661168005857	546.181130184505	2240.78013115388	657.671040565242	861.593116806625	1028.88151144512	0	DOWN_pEhEx_UP_U2AF84
EHI_038640A	-0.659150983791712	0.380545944542437	0.589295902233088	1	6	12	0	18	19	2	0.7795421750911	1.57590131334794	0	1.45735303830781	2.36872655467022	0.146867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_038680A	-1.05501744162289	0.922975916694084	0.366395465531956	1	9	1	7	12	10	60	1.16931326263665	0.131325109445661	2.03495860379828	0.971568692205208	1.24669818666854	4.40603031094903	0	UP_pEhEx_DOWN_U2AF84
EHI_038800A	-0.0103543829893357	3.49231862486513	0.994810565663669	1	108	101	19	189	108	61	14.0317591516398	13.2638360540118	5.52345906745248	15.302206902232	13.4643404160202	4.47946414946485	0	UP_pEhEx_DOWN_U2AF84
EHI_038820A	-0.181595857499419	1.99551289285879	0.909138721409902	1	10	8	29	12	11	131	1.29923695848517	1.05060087556529	8.43054278716432	0.971568692205208	1.37136800533539	9.61983284557206	0	UP_pEhEx_DOWN_U2AF84
EHI_038860A	0.608889883232508	13.1066378033733	0.356327756533947	1	78059	64301	46016	82537	65055	83958	10141.7137742394	8444.33586246547	13377.236444626	6682.53042904511	8110.39505337216	6165.35821411098	0	DOWN_pEhEx_UP_U2AF84
EHI_038880A	1.2272776626298	4.26420335302481	0.435488833534291	1	18	19	260	40	27	376	2.3386265252733	2.49517707946757	75.5841767125077	3.23856230735069	3.36608510400505	27.6111232819473	0	DOWN_pEhEx_UP_U2AF84
EHI_038890A	0.357745026167353	1.84365086942752	0.745937468239787	1	39	40	3	54	32	7	5.06702413809215	5.25300437782645	0.87212511591355	4.37205911492344	3.98943419733931	0.514036869610721	0	DOWN_pEhEx_UP_U2AF84
EHI_038900A	1.04619980747845	0.474704046281433	0.157751287615658	1	17	12	3	14	6	6	2.20870282942478	1.57590131334794	0.87212511591355	1.13349680757274	0.748018912001121	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_038920A	-0.00661015899356797	1.0637236304271	1	1	18	19	2	31	20	9	2.3386265252733	2.49517707946757	0.581416743942367	2.50988578819679	2.49339637333707	0.660904546642355	0	UP_pEhEx_DOWN_U2AF84
EHI_038950A	-0.248776505759793	1.27514825984483	0.721229713392164	1	12	22	5	26	28	22	1.5590843501822	2.88915240780455	1.45354185985592	2.10506549977795	3.4907549226719	1.61554444734798	0	UP_pEhEx_DOWN_U2AF84
EHI_038970A	1.40159855256757	0.636639515659135	0.145867244505275	1	12	8	12	6	1	21	1.5590843501822	1.05060087556529	3.4885004636542	0.485784346102604	0.124669818666854	1.54211060883216	0	DOWN_pEhEx_UP_U2AF84
EHI_038990A	-0.734446310510685	1.74389812916778	0.814000400964522	1	14	0	18	0	0	159	1.81893174187923	0	5.2327506954813	0	0	11.6759803240149	0	UP_pEhEx_DOWN_U2AF84
EHI_039000A	1.43427777216592	2.02080636342694	0.308253454320898	1	11	6	52	20	2	60	1.42916065433368	0.787950656673968	15.1168353425015	1.61928115367535	0.249339637333707	4.40603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_039010A	-0.0773530293288011	11.0053288967592	0.930791024972584	1	21391	21382	1422	32246	17749	20533	2779.19777789562	2807.99349016713	413.387304943023	2610.76700407076	2212.76461151798	1507.81700624528	0	UP_pEhEx_DOWN_U2AF84
EHI_039020A	0.427963381981118	7.04490759241342	0.792469657487062	1	20	164	1479	248	1359	2014	2.59847391697033	21.5373179490885	429.95768214538	20.0790863055743	169.426283568254	147.895750770856	0	DOWN_pEhEx_UP_U2AF84
EHI_039040A	-0.296773767982753	2.40350012478411	0.685299536045031	1	41	38	11	88	48	50	5.32687152978918	4.99035415893513	3.19779209168302	7.12483707617153	5.98415129600897	3.67169192579086	0	UP_pEhEx_DOWN_U2AF84
EHI_039060A	0.484691036401375	3.95310056450699	0.643815718576691	1	45	44	145	98	76	283	5.84656631318325	5.7783048156091	42.1527139358216	7.9344776530092	9.47490621868087	20.7817762999763	0	DOWN_pEhEx_UP_U2AF84
EHI_039070A	0.890337328290904	4.92513537757846	0.483571527906033	1	56	53	357	116	110	550	7.27572696751693	6.96023080062005	103.782888793712	9.39183069131701	13.7136800533539	40.3886111836995	0	DOWN_pEhEx_UP_U2AF84
EHI_039180A	0.0158543622954521	4.72157517763945	0.985502114990927	1	228	270	47	313	263	272	29.6226026534618	35.4577795503286	13.6632934826456	25.3417500550192	32.7881623093825	19.9740040763023	0	DOWN_pEhEx_UP_U2AF84
EHI_039200A	0.503141863654311	2.58050717841916	0.464276935757097	1	57	43	25	76	31	58	7.40565066336545	5.64697970616344	7.26770929927958	6.15326838396632	3.86476437867246	4.2591626339174	0	DOWN_pEhEx_UP_U2AF84
EHI_039210A	-0.471321426518661	3.25155638216444	0.555832946973346	1	66	89	10	173	83	110	8.57496392600209	11.6879347406639	2.90708371971183	14.0067819792918	10.3475949493488	8.07772223673989	0	UP_pEhEx_DOWN_U2AF84
EHI_039330A	0.32964829146658	6.74777845178205	0.816385305906088	1	1213	1472	25	1501	1271	70	157.597443064251	193.310561104013	7.26770929927958	121.527050583335	158.455339525571	5.14036869610721	0	DOWN_pEhEx_UP_U2AF84
