pEhEx_mean	UmasM_mean	theta	prob	log2FC	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_137840A	8.40685596762013	7.64670378538431	0.0346943333108978	0.0195175990657033	0.136728367326771	2	16	13	5	2.50876303303554	12.5372965594271	10.5503746635429	6.38792867946782	1.95	UP_pEhEx_DOWN_UmasM
EHI_105180A	11814.3609616885	11601.1855480706	0.0346394166935751	0.0194313829454129	0.0262693513621734	12224	9824	14541	9451	15333.5596579132	7697.90008748823	11800.9998448137	12074.4627899301	1.94	UP_pEhEx_DOWN_UmasM
EHI_201210A	49.4713615531512	46.3518341406741	0.0346216435295392	0.0194034838727455	0.0939671785846393	49	39	71	33	61.4646943093708	30.5596603636035	57.6212770085807	42.1603292844876	1.94	UP_pEhEx_DOWN_UmasM
EHI_134480A	134.659843299067	137.446396935786	-0.0163904554735537	0.0192206462565245	-0.0295493969656711	119	157	173	103	149.271400465615	123.022222489378	140.401139753302	131.591330797037	1.92	DOWN_pEhEx_UP_UmasM
EHI_103390A	31.1244448852813	28.9341546410758	0.0343249189650525	0.0189379831046266	0.105274612454206	13	52	32	29	16.306959714731	40.746213818138	25.9701530179519	37.0499863409133	1.89	UP_pEhEx_DOWN_UmasM
EHI_192500A	85.2499286508551	80.7705945224315	0.0343037455959403	0.0189047863238599	0.0778684680916258	79	78	96	74	99.0961398049039	61.119320727207	77.9104590538556	94.5413444561237	1.89	UP_pEhEx_DOWN_UmasM
EHI_188110A	114.718274993629	109.528252934016	0.0342863499159972	0.0188775144005998	0.0667921730511394	79	150	127	101	99.0961398049039	117.537155244629	103.069044789996	129.03615932525	1.89	UP_pEhEx_DOWN_UmasM
EHI_118630A	19.5010316352568	18.1528971859075	0.0341008241588622	0.0185867694946695	0.103350627415763	20	14	28	13	25.0876303303554	10.9701344894987	22.7238838907079	16.6086145666163	1.86	UP_pEhEx_DOWN_UmasM
EHI_137750A	19.5932019926655	20.3728724907152	-0.016041598070275	0.0185723489096132	-0.0562962213078977	7	40	19	19	8.7806706156244	31.3432413985677	15.4197783544089	24.2741289819777	1.86	DOWN_pEhEx_UP_UmasM
EHI_031510A	13.3444281426741	13.6986243304122	-0.0159984446327644	0.0184921199903272	-0.0377935372951688	11	17	19	9	13.7981966816955	13.3208775943913	15.4197783544089	11.4982716230421	1.85	DOWN_pEhEx_UP_UmasM
EHI_197360A	41.7201064229997	43.2000937758341	-0.0159554989021197	0.0184122695867496	-0.0502916060918994	16	83	55	31	20.0701042642843	65.037225902028	44.6362004996048	39.6051578127005	1.84	DOWN_pEhEx_UP_UmasM
EHI_188890A	46.5040613357059	43.5530862348162	0.0339654169829353	0.0183746960162213	0.0945817625926209	42	43	76	25	52.6840236937464	33.6939845034603	61.6791134176357	31.9396433973391	1.84	UP_pEhEx_DOWN_UmasM
EHI_170000A	42.6864112303667	39.9497855858401	0.0339356599750418	0.0183281053948204	0.0955891160558047	21	67	42	41	26.3420118468732	52.4999293426009	34.0858258360618	52.3810151716361	1.83	UP_pEhEx_DOWN_UmasM
EHI_043140A	52.8142820906364	53.9956734768824	-0.015893179682431	0.0182963838576095	-0.0319156953967167	44	66	70	39	55.1927867267819	51.7163483076367	56.8097097267697	49.825843699849	1.83	DOWN_pEhEx_UP_UmasM
EHI_141560A	13.5629617551637	12.8419232255409	0.0338980604768919	0.0182692432521674	0.0788109765875529	9	18	18	10	11.2894336486599	14.1044586293555	14.6082110725979	12.7758573589356	1.83	UP_pEhEx_DOWN_UmasM
EHI_133330A	85.9089989335265	82.1917459824729	0.0338257479286564	0.0181560611961823	0.06381574092566	66	102	113	64	82.7891800901729	79.9252655663476	91.7071028446425	81.7654870971881	1.82	UP_pEhEx_DOWN_UmasM
EHI_194310A	73.9064959182593	70.6059357841864	0.0337920863674259	0.0181033853772796	0.0659116989999671	59	84	85	63	74.0085094745485	65.8208069369922	68.9832189539346	80.4879013612945	1.81	UP_pEhEx_DOWN_UmasM
EHI_170480A	63.5021139857635	65.0141688708227	-0.0157625119034694	0.0180533483884103	-0.0339495463157081	59	70	84	47	74.0085094745485	54.8506724474935	68.1716516721236	60.0465295869975	1.81	DOWN_pEhEx_UP_UmasM
EHI_178870A	33.3132504553796	31.2177361043404	0.0336944048802852	0.017954700433027	0.093730210628385	16	53	42	26	20.0701042642843	41.5297948531022	34.0858258360618	33.2172291332326	1.8	UP_pEhEx_DOWN_UmasM
EHI_095300A	6.43658401001138	6.82140550619441	-0.0155420917976083	0.0176486230806751	-0.08377379587577	0	17	2	9	0.627190758258885	13.3208775943913	1.62313456362199	11.4982716230421	1.76	DOWN_pEhEx_UP_UmasM
EHI_189940A	15145.0417349628	14834.0595596272	0.033375900737448	0.0174862444021934	0.0299320871066927	16490	11210	16648	13411	20684.751207378	8783.9434019486	13510.9721075895	17133.7023040686	1.75	UP_pEhEx_DOWN_UmasM
EHI_093910A	55.4946629002476	50.4995340005882	0.0333652007900969	0.0174705166115272	0.136078954494232	6	117	32	68	7.52628909910663	91.6789810908105	25.9701530179519	86.8758300407623	1.75	UP_pEhEx_DOWN_UmasM
EHI_201610A	4.90736913936483	5.22375781666193	-0.0153936924898726	0.0173922420366531	-0.0901382152675155	0	13	12	0	0.627190758258885	10.1865534545345	9.73880738173195	0.638792867946782	1.74	DOWN_pEhEx_UP_UmasM
EHI_167290A	67.2821017482279	69.338364960228	-0.0153093884547402	0.0172465564412374	-0.0434310443482779	29	128	81	55	36.3770639790154	100.298372475417	65.7369498266907	70.267215474146	1.72	DOWN_pEhEx_UP_UmasM
EHI_010540A	25.1556515527186	23.168755947397	0.0331871761395542	0.0172089316069111	0.118701976750075	7	47	25	24	8.7806706156244	36.8283086433171	20.2891820452749	30.6620576614455	1.72	UP_pEhEx_DOWN_UmasM
EHI_039180A	291.528353050269	280.3252512505	0.0331102769216774	0.0170959916897344	0.056534495946571	267	282	313	263	334.919864910245	220.969851859902	254.020559206842	336.005048540007	1.71	UP_pEhEx_DOWN_UmasM
EHI_068280A	5.93806988009314	6.21982342699088	-0.0151686312197056	0.0170032523231162	-0.0668795533539537	1	14	10	3	1.25438151651777	10.9701344894987	8.11567281810996	3.83275720768069	1.7	DOWN_pEhEx_UP_UmasM
EHI_062460A	31.2508081403622	29.4493210836689	0.0330224063227812	0.0169669781580328	0.0856591231402072	17	47	40	24	21.3244857808021	36.8283086433171	32.4626912724398	30.6620576614455	1.7	UP_pEhEx_DOWN_UmasM
EHI_167660A	74.7840998134202	76.3684700286891	-0.0151343010131559	0.0169438995378025	-0.030245556172489	58	100	101	54	72.7541279580307	78.3581034964193	81.9682954629106	68.9896297382524	1.69	DOWN_pEhEx_UP_UmasM
EHI_182780A	81.0670665610838	77.0572682515973	0.0329873773709766	0.0169155597078666	0.0731848975250811	68	86	118	53	85.2979431232084	67.3879690069206	95.7649392536975	67.7120440023589	1.69	UP_pEhEx_DOWN_UmasM
EHI_127000A	9.46880057759839	8.96069407274371	0.0329686320446296	0.0168880465039537	0.079571205522043	6	13	11	8	7.52628909910663	10.1865534545345	8.92724009992095	10.2206858871485	1.69	UP_pEhEx_DOWN_UmasM
EHI_101250A	89.0948327634613	91.4275041098617	-0.015075513679716	0.0168422526307116	-0.037286473980913	47	155	107	73	58.9559312763352	121.45506041945	86.8376991537765	93.2637587202301	1.68	DOWN_pEhEx_UP_UmasM
EHI_187060A	30.5302909527517	28.2482208673435	0.0329193563316183	0.0168157319300644	0.112081332044309	10	55	29	30	12.5438151651777	43.0969569230306	23.5354511725189	38.3275720768069	1.68	UP_pEhEx_DOWN_UmasM
EHI_008730A	438.139660795272	443.942016588201	-0.0150030414140046	0.0167169250384266	-0.0189804433875636	338	580	580	324	423.980952583007	454.477000279232	470.709023450378	413.937778429515	1.67	DOWN_pEhEx_UP_UmasM
EHI_146500A	82.531885498369	84.4810563440896	-0.0149224608826159	0.0165775515592934	-0.0336762740235902	83	81	97	69	104.113665870975	63.4700638320996	78.7220263356666	88.1534157766559	1.66	DOWN_pEhEx_UP_UmasM
EHI_031380A	7.15710119762186	7.47880090342127	-0.0149095448643591	0.0165552094290904	-0.0634315986744291	10	3	13	3	12.5438151651777	2.35074310489258	10.5503746635429	3.83275720768069	1.66	DOWN_pEhEx_UP_UmasM
EHI_181710A	68.1869596506557	64.9562916107177	0.0327333149085047	0.0165428269389758	0.0700265881611006	57	73	74	61	71.499746441513	57.2014155523861	60.0559788540137	77.9327298895074	1.65	UP_pEhEx_DOWN_UmasM
EHI_179880A	12.9380843701645	12.2138667119137	0.0327319293419194	0.0165407951573233	0.0831040193456757	8	18	18	9	10.0350521321422	14.1044586293555	14.6082110725979	11.4982716230421	1.65	UP_pEhEx_DOWN_UmasM
EHI_050920A	17.8756565452185	18.4336901389046	-0.0148838209358989	0.0165107102296823	-0.0443486742324523	9	32	24	13	11.2894336486599	25.0745931188542	19.4776147634639	16.6086145666163	1.65	DOWN_pEhEx_UP_UmasM
EHI_122830A	31.8414926276891	29.620088414808	0.0325578725136231	0.0162913079145895	0.104332019390499	16	49	23	36	20.0701042642843	38.3954707132454	18.6660474816529	45.9930864921683	1.63	UP_pEhEx_DOWN_UmasM
EHI_131950A	12.1868437300845	11.4150428671475	0.0324481258078965	0.0161408223662511	0.0943882534785193	8	16	10	13	10.0350521321422	12.5372965594271	8.11567281810996	16.6086145666163	1.61	UP_pEhEx_DOWN_UmasM
EHI_175030A	175.157448959336	178.258612524849	-0.0146560263872357	0.0161165409692644	-0.0253194385863618	156	201	205	147	195.683516576772	157.499788027803	166.371292771254	187.805103176354	1.61	DOWN_pEhEx_UP_UmasM
EHI_128200A	13.4058750476132	12.6711558944018	0.0323414397383142	0.015994592220582	0.0813172553488132	10	16	13	13	12.5438151651777	12.5372965594271	10.5503746635429	16.6086145666163	1.6	UP_pEhEx_DOWN_UmasM
EHI_177460A	112.290620694179	105.059657832641	0.0323166133995669	0.0159605720807401	0.0960286377712007	35	208	181	62	43.903353078122	162.984855272552	146.89367800779	79.2103156254009	1.6	UP_pEhEx_DOWN_UmasM
EHI_096560A	55.7508588556121	56.9044470045982	-0.0145295581126315	0.0158976161306356	-0.0295473713050781	41	78	68	45	51.4296421772286	61.119320727207	55.1865751631477	57.4913581152104	1.59	DOWN_pEhEx_UP_UmasM
EHI_081280A	35.8127599953762	36.7544902067751	-0.0144981604987073	0.0158432551043775	-0.0374468036025044	21	59	42	30	26.3420118468732	46.2312810628874	34.0858258360618	38.3275720768069	1.58	DOWN_pEhEx_UP_UmasM
EHI_124320A	7.81270203509055	7.99110289683842	-0.0144697758938813	0.0157941074011541	-0.0325730383299237	7	9	10	6	8.7806706156244	7.05222931467773	8.11567281810996	7.66551441536138	1.58	DOWN_pEhEx_UP_UmasM
EHI_049450A	9.87514435010797	9.41798325523185	0.0320678471027001	0.0156198541634432	0.0683836793629422	8	11	12	8	10.0350521321422	8.61939138460612	9.73880738173195	10.2206858871485	1.56	UP_pEhEx_DOWN_UmasM
EHI_037140A	113.693992726525	116.202501094319	-0.0143392649016127	0.0155817689042133	-0.0314850927830935	75	173	166	74	94.0786137388328	135.559519048805	134.720168780625	94.5413444561237	1.56	DOWN_pEhEx_UP_UmasM
EHI_096360A	444.667913608338	424.747916996987	0.0318268107424958	0.0152900225684572	0.0661214339953656	144	837	390	458	180.630938378559	655.857326265029	316.511239906288	585.134267039252	1.53	UP_pEhEx_DOWN_UmasM
EHI_148910A	11.3741561850654	10.6162190223812	0.0318189779724393	0.0152793092241842	0.0994894797563525	8	14	8	13	10.0350521321422	10.9701344894987	6.49253825448797	16.6086145666163	1.53	UP_pEhEx_DOWN_UmasM
EHI_038440A	103.4020962683	106.237254178973	-0.0141058697642214	0.0152035273415198	-0.0390243305349582	124	71	93	105	155.543308048204	55.6342534824577	75.4757572084226	134.146502268824	1.52	DOWN_pEhEx_UP_UmasM
EHI_139470A	33.3132504553796	31.9065343272487	0.0317547900478879	0.0151915272887004	0.0622442158958402	26	39	42	26	32.6139194294621	30.5596603636035	34.0858258360618	33.2172291332326	1.52	UP_pEhEx_DOWN_UmasM
EHI_162210A	22.1269044303343	22.7722084741899	-0.0140973654971799	0.0151897414411217	-0.0414725812407408	14	35	36	12	17.5613412312488	27.4253362237467	29.2164221451958	15.3310288307228	1.52	DOWN_pEhEx_UP_UmasM
EHI_015230A	36.3112741252944	34.0222129085503	0.0317333616362086	0.0151622269248403	0.0939405723715402	37	27	34	36	46.4121161111575	21.1566879440332	27.5932875815739	45.9930864921683	1.52	UP_pEhEx_DOWN_UmasM
EHI_011660A	18.8419613525854	17.3540733411413	0.0316893808197824	0.0151020965691517	0.118674818648973	20	12	11	23	25.0876303303554	9.40297241957031	8.92724009992095	29.384471925552	1.51	UP_pEhEx_DOWN_UmasM
EHI_065360A	9.46880057759839	8.6162949612896	0.0316539442566416	0.0150536549909231	0.136114051198518	1	20	11	8	1.25438151651777	15.6716206992839	8.92724009992095	10.2206858871485	1.51	UP_pEhEx_DOWN_UmasM
EHI_011790A	10.2814881226175	10.5583417622762	-0.0140108569811426	0.0150494908931464	-0.038334177856312	6	17	13	8	7.52628909910663	13.3208775943913	10.5503746635429	10.2206858871485	1.5	DOWN_pEhEx_UP_UmasM
EHI_045560A	12.3132069851654	11.5858101982865	0.0316423047064313	0.0150377451780036	0.0878476261900126	7	18	18	8	8.7806706156244	14.1044586293555	14.6082110725979	10.2206858871485	1.5	UP_pEhEx_DOWN_UmasM
EHI_110010A	157.537988369481	160.661572346584	-0.0140011618960015	0.0150337711522186	-0.0283251419968469	100	245	217	111	125.438151651777	191.977353566227	176.110100152986	141.812016684186	1.5	DOWN_pEhEx_UP_UmasM
EHI_044580A	17.2815026126889	16.552385047199	0.0315778590031831	0.0149496683367257	0.0621895529607077	13	21	21	14	16.306959714731	16.455201734248	17.0429129180309	17.8862003025099	1.49	UP_pEhEx_DOWN_UmasM
EHI_010730A	121.503225316413	115.820275866992	0.0314847425744366	0.0148234380063569	0.0691067726036929	117	106	156	93	146.762637432579	83.0595897062044	126.604495962515	118.815473438101	1.48	UP_pEhEx_DOWN_UmasM
EHI_098580A	156.062761096588	150.004662759153	0.0314339994944405	0.0147581679445687	0.0571189835299576	132	168	178	134	165.578360180346	131.641613873984	144.458976162357	171.196488609737	1.48	UP_pEhEx_DOWN_UmasM
EHI_050790A	10.9678124125558	10.2168070999981	0.0313322621681474	0.0146273413612816	0.102331397733549	8	13	7	13	10.0350521321422	10.1865534545345	5.68097097267697	16.6086145666163	1.46	UP_pEhEx_DOWN_UmasM
EHI_155440A	3552.1223281643	3493.88434500766	0.0313137524522193	0.0146035445039114	0.0238494133715273	3486	3266	4362	2848	4372.77396658095	2559.17566019305	3540.05648325956	3638.56417582487	1.46	UP_pEhEx_DOWN_UmasM
EHI_068660A	5077.96095984755	5006.66859910123	0.0312130645927593	0.0144741243265102	0.0203983395059544	4839	4926	5878	4304	6069.95215842949	3859.92017823361	4770.39248248503	5498.7290072859	1.45	UP_pEhEx_DOWN_UmasM
EHI_158200A	9.28099041757839	9.64376339729991	-0.0136272504423688	0.0144272385045113	-0.0553174856499284	2	21	9	9	2.50876303303554	16.455201734248	7.30410553629896	11.4982716230421	1.44	DOWN_pEhEx_UP_UmasM
EHI_064700A	87.8485474386657	83.9022837430394	0.0311157120849144	0.0143490367285075	0.0663083516724017	63	111	127	58	79.0260355406196	86.9774948810254	103.069044789996	74.0999726818267	1.43	UP_pEhEx_DOWN_UmasM
EHI_131080A	9.87514435010797	9.36010599512683	0.0310881238008483	0.014313596845997	0.0772769697749618	6	14	12	8	7.52628909910663	10.9701344894987	9.73880738173195	10.2206858871485	1.43	UP_pEhEx_DOWN_UmasM
EHI_068680A	7.75125513015144	7.07652453186214	0.0310247131754265	0.0142321532119181	0.131388950618916	3	13	16	2	3.76314454955331	10.1865534545345	12.9850765089759	2.55517147178713	1.42	UP_pEhEx_DOWN_UmasM
EHI_092140A	473.498006339656	459.724222282393	0.0310233731667336	0.014230432329676	0.0425896693308581	421	489	524	417	528.094618453982	383.17112609749	425.261255668962	532.753251867616	1.42	UP_pEhEx_DOWN_UmasM
EHI_137000A	209.915203235139	213.183946001672	-0.0133837926377359	0.0140320378916504	-0.0222921403387164	169	268	289	148	211.990476291503	209.999717370404	234.542944443378	189.082688912247	1.4	DOWN_pEhEx_UP_UmasM
EHI_182970A	404.25951041463	391.181816717756	0.0308399555123062	0.013994961259449	0.0474424031104236	385	374	512	314	482.936883859342	293.059307076608	415.52244828723	401.161921070579	1.4	UP_pEhEx_DOWN_UmasM
EHI_093580A	586.143430682659	595.342639041396	-0.0131408298961175	0.0136629132477566	-0.0224664866088698	256	1088	589	555	321.121668228549	852.536166041041	478.013128986677	709.060083420928	1.37	DOWN_pEhEx_UP_UmasM
EHI_103620A	18.0634667052385	17.1804415608262	0.0303669491247097	0.0133892525236011	0.0723076824178513	14	21	26	12	17.5613412312488	16.455201734248	21.1007493270859	15.3310288307228	1.34	UP_pEhEx_DOWN_UmasM
EHI_148630A	60.9718809932974	57.5267746198734	0.0303091307471134	0.0133201837766929	0.0839104698343672	28	100	87	41	35.1226824624976	78.3581034964193	70.6063535175566	52.3810151716361	1.33	UP_pEhEx_DOWN_UmasM
EHI_049790A	79.4074985733733	81.1556841989346	-0.0128627173991492	0.0132464402400202	-0.0314168959135255	44	134	97	64	55.1927867267819	104.999858685202	78.7220263356666	81.7654870971881	1.32	DOWN_pEhEx_UP_UmasM
EHI_182720A	128.909583578994	130.879309948165	-0.0127904142485635	0.0131381220346083	-0.0218775243391698	106	161	165	99	132.964440750884	126.156546629235	133.908601498814	126.480987853463	1.31	DOWN_pEhEx_UP_UmasM
EHI_026390A	25.124928100249	25.7445881603628	-0.0127422359438673	0.0130659353794251	-0.0351497235817192	27	22	28	22	33.8683009459798	17.2387827692122	22.7238838907079	28.1068861896584	1.31	DOWN_pEhEx_UP_UmasM
EHI_187230A	90.5938445984187	86.8110572707553	0.0299773664179659	0.0129241444575469	0.0615342167684175	60	123	103	78	75.2628909910663	96.3804673005957	83.5914300265326	99.6516873996979	1.29	UP_pEhEx_DOWN_UmasM
EHI_134620A	64.4376953406609	61.0085918502875	0.0299637099427215	0.0129078524349933	0.0788924639982939	31	104	74	55	38.8858270120509	81.492427636276	60.0559788540137	70.267215474146	1.29	UP_pEhEx_DOWN_UmasM
EHI_168300A	175.160918404538	167.653851299172	0.0298773577826003	0.0128048539593237	0.0631952945536073	176	143	225	134	220.771146907128	112.05208799988	182.602638407474	171.196488609737	1.28	UP_pEhEx_DOWN_UmasM
EHI_119320A	30.752294010444	31.4492451447605	-0.0125590501773863	0.0127913896979653	-0.0323313551506929	24	41	48	18	30.1051563964265	32.1268224335319	38.9552295269278	22.9965432460841	1.28	DOWN_pEhEx_UP_UmasM
EHI_103470A	29.4683463427734	30.3031577393642	-0.0125526788967826	0.0127818387631113	-0.0403020336165154	12	57	31	27	15.0525781982133	44.664118992959	25.1585857361409	34.4948148691262	1.28	DOWN_pEhEx_UP_UmasM
EHI_181230A	18.0941901577081	18.4365545880806	-0.0124325102105159	0.0126016719762329	-0.0270425325955852	16	21	23	14	20.0701042642843	16.455201734248	18.6660474816529	17.8862003025099	1.26	DOWN_pEhEx_UP_UmasM
EHI_178910A	51.3767171606181	48.2795586957806	0.0295754957981806	0.0124450547072993	0.0897022196486744	19	91	68	38	23.8332488138376	71.3058741817415	55.1865751631477	48.5482579639554	1.24	UP_pEhEx_DOWN_UmasM
EHI_050690A	11.8454163077167	12.2138667119137	-0.0123280313098687	0.0124449874457222	-0.0441911034115556	8	18	23	4	10.0350521321422	14.1044586293555	18.6660474816529	5.11034294357425	1.24	DOWN_pEhEx_UP_UmasM
EHI_127340A	210.177836526554	213.823460312003	-0.012202053816752	0.0122579751948148	-0.0248096079421075	198	224	182	218	248.367540270519	175.522151831979	147.705245289601	278.513690424797	1.23	DOWN_pEhEx_UP_UmasM
EHI_168250A	5.313192495094	5.47887684232966	-0.0120226488471108	0.0120087753691726	-0.0443011921023886	3	9	10	2	3.76314454955331	7.05222931467773	8.11567281810996	2.55517147178713	1.2	DOWN_pEhEx_UP_UmasM
EHI_087710A	113.533436573772	115.516567320587	-0.0118882744971966	0.0118220551091242	-0.0249825307895119	72	176	141	90	90.3154691892795	137.910262153698	114.43098673535	114.982716230421	1.18	DOWN_pEhEx_UP_UmasM
EHI_103830A	84.812861425876	81.2164259082156	0.0290102465315436	0.0117904875344758	0.062511518550103	53	120	98	72	66.4822203754419	94.0297241957031	79.5335936174776	91.9861729843366	1.18	UP_pEhEx_DOWN_UmasM
EHI_042210A	24.1893467453517	24.7142552751765	-0.0117792584577602	0.0116705277707778	-0.0309716252177545	19	32	38	14	23.8332488138376	25.0745931188542	30.8395567088178	17.8862003025099	1.17	DOWN_pEhEx_UP_UmasM
EHI_138300A	77.5908438781123	79.6073204219791	-0.0117463065282401	0.0116247183636347	-0.0370146853011833	25	160	71	78	31.3595379129443	125.372965594271	57.6212770085807	99.6516873996979	1.16	DOWN_pEhEx_UP_UmasM
EHI_178340A	3801.70451786376	3648.02791067135	0.0286385894508016	0.011376378776958	0.0595296374507567	207	8808	1876	4864	259.656973919179	6901.78175596461	1522.50022067743	6214.17701938629	1.14	UP_pEhEx_DOWN_UmasM
EHI_156300A	20.5936996977046	21.1716963354814	-0.0115317660604962	0.0113263788863418	-0.039933830545935	7	42	23	18	8.7806706156244	32.9104034684961	18.6660474816529	22.9965432460841	1.13	DOWN_pEhEx_UP_UmasM
EHI_167480A	226.875593542321	218.002669112853	0.0285656243221433	0.0112951443119406	0.0575556187026397	232	181	260	194	291.016511832123	141.828167328519	211.007493270859	247.851632763351	1.13	UP_pEhEx_DOWN_UmasM
EHI_012330A	51.3732477154155	52.4501741491029	-0.0114367168937056	0.0111941551139899	-0.0299302820541021	32	81	48	51	40.1402085285687	63.4700638320996	38.9552295269278	65.1568725305717	1.12	DOWN_pEhEx_UP_UmasM
EHI_030750A	1247.95253607346	1255.39110912828	-0.0113996955321356	0.0111426462743598	-0.0085738320931253	933	1676	1498	1023	1170.33795491108	1313.28181459999	1215.72778815287	1306.97020781912	1.11	DOWN_pEhEx_UP_UmasM
EHI_170410A	6.62439417003138	6.84787994061807	-0.0113549347215544	0.0110803632739677	-0.0478688883437316	2	14	4	8	2.50876303303554	10.9701344894987	3.24626912724398	10.2206858871485	1.11	DOWN_pEhEx_UP_UmasM
EHI_142200A	39.186403985331	37.3854111695783	0.028367669661992	0.0110748621373331	0.067877787292086	29	48	38	38	36.3770639790154	37.6118896782812	30.8395567088178	48.5482579639554	1.11	UP_pEhEx_DOWN_UmasM
EHI_010320A	15.1576133927324	14.1530490637243	0.028364311308447	0.011071126342618	0.0989297214395491	6	26	25	8	7.52628909910663	20.373106909069	20.2891820452749	10.2206858871485	1.11	UP_pEhEx_DOWN_UmasM
EHI_040590A	341.484852506882	345.854586563916	-0.0112892685053928	0.0109889791895341	-0.0183440036484252	330	347	479	235	413.945900450864	271.902619132575	388.740727987467	300.232647934987	1.1	DOWN_pEhEx_UP_UmasM
EHI_145050A	9.87514435010797	10.1039170289641	-0.0111648560763544	0.0108158020949221	-0.0330409551421375	11	8	12	8	13.7981966816955	6.26864827971354	9.73880738173195	10.2206858871485	1.08	DOWN_pEhEx_UP_UmasM
EHI_022500A	17.2815026126889	17.7477563651724	-0.0111243130429811	0.0107593567587581	-0.0384079894838126	6	35	21	14	7.52628909910663	27.4253362237467	17.0429129180309	17.8862003025099	1.08	DOWN_pEhEx_UP_UmasM
EHI_146200A	14.6556298176115	15.0097501685955	-0.0111168954702493	0.01074902918284	-0.0344449956816617	8	25	13	15	10.0350521321422	19.5895258741048	10.5503746635429	19.1637860384035	1.07	DOWN_pEhEx_UP_UmasM
EHI_048630A	1112.88584744753	1123.69115936136	-0.011110678007858	0.0107403723947118	-0.0139399548058584	1192	939	1141	1039	1495.22276768918	735.782591831377	925.998268546346	1327.41157959341	1.07	DOWN_pEhEx_UP_UmasM
EHI_167280A	8.00051219511056	8.16187022797747	-0.0110960770245902	0.010720338076012	-0.028807407518725	6	11	12	5	7.52628909910663	8.61939138460612	9.73880738173195	6.38792867946782	1.07	DOWN_pEhEx_UP_UmasM
EHI_004440A	137.005735576716	132.190435786348	0.0279889003853757	0.0106642078058524	0.0516184920408371	103	169	188	97	129.20129620133	132.425194908949	152.574648980467	123.925816381676	1.07	UP_pEhEx_DOWN_UmasM
EHI_121790A	9.46880057759839	9.64662784647593	-0.0109741590819183	0.0105642235836214	-0.0268430206704912	9	10	11	8	11.2894336486599	7.83581034964193	8.92724009992095	10.2206858871485	1.06	DOWN_pEhEx_UP_UmasM
EHI_118150A	287.56749401819	278.386068898689	0.0278601313881585	0.0105303944063921	0.0468135888953945	269	274	354	230	337.42862794328	214.701203580189	287.294817761092	293.84471925552	1.05	UP_pEhEx_DOWN_UmasM
EHI_167510A	25.124928100249	24.0861987615493	0.0277650532130645	0.0104316309570629	0.0609127396207408	18	32	28	22	22.5788672973199	25.0745931188542	22.7238838907079	28.1068861896584	1.04	UP_pEhEx_DOWN_UmasM
EHI_086180A	25.0020342903708	25.5130791199427	-0.0108208870879815	0.0103678954579082	-0.0291915407464387	19	34	40	14	23.8332488138376	26.6417551887825	32.4626912724398	17.8862003025099	1.04	DOWN_pEhEx_UP_UmasM
EHI_125920A	146.279787103889	148.760007528603	-0.0107506241798861	0.01027787050285	-0.0242562939859047	158	124	157	132	198.192279609808	97.1640483355599	127.416063244326	168.64131713795	1.03	DOWN_pEhEx_UP_UmasM
EHI_200050A	22.6868654651916	21.6318499671456	0.0275102123570766	0.010167076967611	0.0687002419499974	16	29	22	22	20.0701042642843	22.7238500139616	17.8544801998419	28.1068861896584	1.02	UP_pEhEx_DOWN_UmasM
EHI_054200A	15.2190602976715	14.3816936549684	0.0273827938844999	0.0100348918405588	0.0816456980052831	7	25	19	12	8.7806706156244	19.5895258741048	15.4197783544089	15.3310288307228	1	UP_pEhEx_DOWN_UmasM
EHI_101260A	14.9698032327124	15.3512848308736	-0.0105176104628622	0.00997921043308092	-0.0363041491553252	6	29	23	9	7.52628909910663	22.7238500139616	18.6660474816529	11.4982716230421	1	DOWN_pEhEx_UP_UmasM
EHI_170610A	9.49952403006795	8.90281681263869	0.0272656440717117	0.0099134123170308	0.0935933588229585	4	16	8	10	5.01752606607108	12.5372965594271	6.49253825448797	12.7758573589356	0.99	UP_pEhEx_DOWN_UmasM
EHI_045330A	78.8133446408437	80.0267834885943	-0.0104400908731965	0.00987981422015494	-0.0220429973876478	74	84	94	65	92.8242322223151	65.8208069369922	76.2873244902336	83.0430728330816	0.99	DOWN_pEhEx_UP_UmasM
EHI_187140A	43.7825487380172	41.9497096469317	0.0271871079144277	0.00983200186645927	0.0616951162279884	28	61	57	33	35.1226824624976	47.7984431328157	46.2593350632268	42.1603292844876	0.98	UP_pEhEx_DOWN_UmasM
EHI_035590A	58.7523519707296	59.7060593596321	-0.0103467335347924	0.00976008604050627	-0.0232307462883616	55	63	80	42	68.9909834084774	49.3656052027441	64.9253825448797	53.6586009075297	0.98	DOWN_pEhEx_UP_UmasM
EHI_199050A	185.695133037318	188.174575527618	-0.0103321067597287	0.00974132516544846	-0.0191357135698885	126	273	254	132	158.052071081239	213.917622545225	206.138089579993	168.64131713795	0.97	DOWN_pEhEx_UP_UmasM
EHI_127360A	28.4064017327952	29.1599347831438	-0.0103301383829125	0.00973880039762309	-0.0377713975653408	7	62	33	24	8.7806706156244	48.5820241677799	26.7817202997629	30.6620576614455	0.97	DOWN_pEhEx_UP_UmasM
