logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_152170A	0.221798899199892	2.89258291950811	0.694558845649305	1	56	66	72	37	8.87037817104829	6.6484490409706	7.37872779249128	5.83111915269081	0	DOWN_pEhEx_UP_UmasM
EHI_152180A	0.190442383836426	2.04376651093417	0.744921225243881	1	33	31	38	21	5.2271871365106	3.12275636772861	3.89432855714818	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_152190A	-0.263662845211674	1.8672412307913	0.679735447177225	1	11	43	40	21	1.7423957121702	4.33156528426872	4.09929321805071	3.30955411368938	0	UP_pEhEx_DOWN_UmasM
EHI_152200A	0.20394979795199	0.986441304951619	0.758492725171802	1	15	14	20	7	2.37599415295936	1.41027706929679	2.04964660902536	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_152210A	0.530595661756365	1.48261216294423	0.470015917780443	1	12	40	22	12	1.90079532236749	4.0293630551337	2.25461126992789	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_152220A	-0.449764886943541	4.47511132066611	0.459225168512155	1	77	247	233	171	12.1967699851914	24.8813168654506	23.8783829951454	26.9492263543278	0	UP_pEhEx_DOWN_UmasM
EHI_152230A	-0.314636767560008	9.0751057000427	0.593850504914545	1	3955	3323	5233	4182	626.470458330286	334.739335805232	536.290035251484	659.074062068999	0	UP_pEhEx_DOWN_UmasM
EHI_152240A	-0.140449608237336	2.14922057059752	0.840189986304523	1	29	34	44	27	4.59358869572144	3.42495859686364	4.50922253985578	4.25514100331492	0	UP_pEhEx_DOWN_UmasM
EHI_152260A	0.620503596165797	0.595392736125091	0.444269677331347	1	7	19	14	3	1.10879727138104	1.91394745118851	1.43475262631775	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_152270A	0.721608757854198	0.583635087408094	0.477490666980659	1	3	25	13	3	0.475198830591873	2.51835190945856	1.33227029586648	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_152280A	-0.360347004233581	4.77630864460934	0.552658268443456	1	98	317	322	178	15.5231617993345	31.9327022119345	32.9993104053082	28.0524110588909	0	UP_pEhEx_DOWN_UmasM
EHI_152310A	1.11021696614323	0.508566250585658	0.188294740024081	1	11	15	12	1	1.7423957121702	1.51101114567514	1.22978796541521	0.15759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_152320A	0.116676691256593	2.9684488935059	0.843356434251531	1	56	69	77	42	8.87037817104829	6.95065127010563	7.89113944474762	6.61910822737876	0	DOWN_pEhEx_UP_UmasM
EHI_152330A	-0.0587206490103531	6.03175588866317	0.913816844623331	1	451	559	684	399	71.4382241989782	56.3103486954934	70.0979140286672	62.8815281600982	0	UP_pEhEx_DOWN_UmasM
EHI_152340A	0.874416134058497	2.25510382462702	0.192815292359081	1	48	42	43	12	7.60318128946996	4.23083120789038	4.40674020940452	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_152350A	0.480382709181123	1.72974508412153	0.488693286411348	1	16	45	24	17	2.53439376315665	4.53303343702541	2.45957593083043	2.67916285393902	0	DOWN_pEhEx_UP_UmasM
EHI_152360A	-0.530215803862694	2.77418460745931	0.339612240799355	1	31	58	68	55	4.91038791611602	5.84257642994386	6.96879847068621	8.66787982156742	0	UP_pEhEx_DOWN_UmasM
EHI_152370A	0.365576349379933	2.47215778776751	0.521295341439879	1	42	53	50	26	6.65278362828622	5.33890604805215	5.12411652256339	4.09754318837733	0	DOWN_pEhEx_UP_UmasM
EHI_152380A	0.215687436622809	2.09040388283733	0.875433307746155	1	2	81	23	32	0.316799220394582	8.15946018664573	2.35709360037916	5.04313007800287	0	DOWN_pEhEx_UP_UmasM
EHI_152400A	0.277332955227629	1.45130920023284	0.715801542011211	1	13	33	21	15	2.05919493256478	3.3242245204853	2.15212893947662	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_152410A	-0.403259712530711	0.322924734844099	0.756686211000687	1	0	16	14	5	0	1.61174522205348	1.43475262631775	0.787989074687948	0	UP_pEhEx_DOWN_UmasM
EHI_152430A	-0.0568652543515116	1.33135594133852	0.999999999999985	1	17	18	29	10	2.69279337335395	1.81321337481016	2.97198758308677	1.5759781493759	0	UP_pEhEx_DOWN_UmasM
EHI_152450A	0.0167246352861154	3.84146676471017	0.980795310659513	1	86	146	147	82	13.622366476967	14.707175151238	15.0649025763364	12.9230208248823	0	DOWN_pEhEx_UP_UmasM
EHI_152460A	-0.119768156905143	2.30063873628505	0.882173256670626	1	10	72	37	38	1.58399610197291	7.25285349924065	3.79184622669691	5.9887169676284	0	UP_pEhEx_DOWN_UmasM
EHI_152500A	0.302904908443266	3.29933232442579	0.715029620327339	1	50	131	137	19	7.91998050986455	13.1961640055629	14.0400792718237	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_152510A	1.17005739738058	2.79864412213542	0.0687761713953681	1	69	77	55	16	10.9295731036131	7.75652388113236	5.63652817481973	2.52156503900143	0	DOWN_pEhEx_UP_UmasM
EHI_152540A	-0.425390343867632	4.69942990789026	0.44928755145283	1	109	264	261	205	17.2655575115047	26.5937961638824	26.7478882477809	32.3075520622059	0	UP_pEhEx_DOWN_UmasM
EHI_152560A	1.11104166070797	1.6179643851969	0.172541889464685	1	37	20	25	6	5.86078557729976	2.01468152756685	2.5620582612817	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_152570A	-0.052494424869286	11.4914059619477	0.925330681698306	1	21505	22303	29158	18238	3406.38361729274	2246.67210546617	2988.17979129807	2874.26894883176	0	UP_pEhEx_DOWN_UmasM
EHI_152580A	0.390824367067819	1.03193218221799	0.576350634253628	1	11	23	19	7	1.7423957121702	2.31688375670188	1.94716427857409	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_152610A	-0.202586592932612	10.0771156886795	0.704870216417115	1	6434	9822	10802	7642	1019.14309200937	989.410098188079	1107.01413353459	1204.36250175306	0	UP_pEhEx_DOWN_UmasM
EHI_152620A	0.500372931573502	0.247141500414027	0.551538077454228	1	10	7	10	3	1.58399610197291	0.705138534648397	1.02482330451268	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_152630A	0.287142244837999	1.8473564345161	0.671488571244789	1	21	40	41	11	3.32639181414311	4.0293630551337	4.20177554850198	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_152650A	0.211263825717034	8.04203626477583	0.714140714645309	1	1344	3496	2736	1318	212.889076105159	352.166331018685	280.391656114669	207.713920087743	0	DOWN_pEhEx_UP_UmasM
EHI_152670A	-0.282481008302755	5.61707463978636	0.704970968035145	1	109	702	523	340	17.2655575115047	70.7153216175964	53.5982588260131	53.5832570787804	0	UP_pEhEx_DOWN_UmasM
EHI_152680A	-0.128216173687473	4.577009631796	0.815841565432362	1	149	214	240	157	23.6015419193964	21.5570923449653	24.5957593083043	24.7428569452016	0	UP_pEhEx_DOWN_UmasM
EHI_152690A	0.0767449775509889	0.716175525818059	0.916618920973965	1	10	13	14	8	1.58399610197291	1.30954299291845	1.43475262631775	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_152700A	-0.0799924867175168	5.26773943920881	0.887950572868095	1	277	304	403	237	43.8766920246496	30.6231592190161	41.3003791718609	37.3506821402087	0	UP_pEhEx_DOWN_UmasM
EHI_152710A	-0.0980839419998215	6.48444116199097	0.853923574098512	1	615	746	922	572	97.4157602713339	75.1476209782434	94.4887086760689	90.1459501443012	0	UP_pEhEx_DOWN_UmasM
EHI_152730A	0.573437698587649	2.58279137023065	0.331073658798626	1	39	75	57	21	6.17758479769435	7.55505572837568	5.84149283572227	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_152750A	-0.435422186465134	5.21954153466521	0.453884259138201	1	143	399	356	309	22.6511442582126	40.1928964749586	36.4837096406513	48.6977248157152	0	UP_pEhEx_DOWN_UmasM
EHI_152760A	-0.488099896275891	6.50279177402675	0.360768870052026	1	501	707	871	774	79.3582047088428	71.2189919994881	89.2621098230543	121.980708761694	0	UP_pEhEx_DOWN_UmasM
EHI_152770A	0.232725563918347	1.12144206180007	0.764303202577554	1	10	25	15	13	1.58399610197291	2.51835190945856	1.53723495676902	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_152780A	0.759726737560773	3.4493880761819	0.222125571665691	1	74	150	103	33	11.7215711545995	15.1101114567514	10.5556800364806	5.20072789294045	0	DOWN_pEhEx_UP_UmasM
EHI_152800A	-0.821092037011539	6.88342009620297	0.47640988905837	1	63	1591	755	1419	9.97917544242933	160.267915517943	77.3741594907072	223.63129939644	0	UP_pEhEx_DOWN_UmasM
EHI_152870A	-0.266397145326508	3.68572385654689	0.694132897404779	1	95	79	87	119	15.0479629687426	7.95799203388905	8.9159627492603	18.7541399775732	0	UP_pEhEx_DOWN_UmasM
EHI_152880A	1.01180985104311	5.29761732889984	0.135862887468415	1	449	333	345	104	71.1214249785836	33.544447433988	35.3564040056874	16.3901727535093	0	DOWN_pEhEx_UP_UmasM
EHI_152910A	0.24541844335824	1.35597797053797	0.696277770299826	1	13	29	24	11	2.05919493256478	2.92128821497193	2.45957593083043	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_152920A	0.319376489055582	3.86203663386925	0.654007948153122	1	50	235	131	76	7.91998050986455	23.6725079489105	13.4251852891161	11.9774339352568	0	DOWN_pEhEx_UP_UmasM
EHI_152930A	-0.0566253001921182	1.83029793955276	0.962934653869977	1	20	33	42	15	3.16799220394582	3.3242245204853	4.30425787895325	2.36396722406384	0	UP_pEhEx_DOWN_UmasM
EHI_152940A	0.525551277337458	2.26603796987312	0.415703190555502	1	43	40	26	31	6.81118323848351	4.0293630551337	2.66454059173296	4.88553226306528	0	DOWN_pEhEx_UP_UmasM
EHI_152970A	-0.108641160086873	4.85496718645046	0.859296855372513	1	231	186	269	203	36.5903099555742	18.7365382063717	27.567746891391	31.9923564323307	0	UP_pEhEx_DOWN_UmasM
EHI_152980A	0.828501500785485	2.84589440157765	0.192841414836448	1	37	117	41	37	5.86078557729976	11.7858869362661	4.20177554850198	5.83111915269081	0	DOWN_pEhEx_UP_UmasM
EHI_152990A	-0.481584152873499	4.29582068381105	0.43564330617019	1	67	215	188	165	10.6127738832185	21.6578264213436	19.2666781248384	26.0036394647023	0	UP_pEhEx_DOWN_UmasM
EHI_153010A	0.632549173733305	1.07994502051278	0.399434397736536	1	12	26	20	5	1.90079532236749	2.6190859858369	2.04964660902536	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_153020A	0.482985348186181	3.05051792851039	0.460908170296228	1	79	63	81	32	12.513569205586	6.34624681183557	8.30106876655269	5.04313007800287	0	DOWN_pEhEx_UP_UmasM
EHI_153030A	0.607934662461423	0.628839486443595	0.439694755942598	1	6	21	12	5	0.950397661183746	2.11541560394519	1.22978796541521	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_153050A	0.590631428345608	0.705642581926253	0.474900685738037	1	11	16	16	3	1.7423957121702	1.61174522205348	1.63971728722028	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_153060A	0.180302262356086	5.21733499364723	0.734870000860038	1	267	360	350	212	42.2926959226767	36.2642674962033	35.8688156579437	33.410736766769	0	DOWN_pEhEx_UP_UmasM
EHI_153070A	0.492209595436213	14.0796930945418	0.475903873941977	1	193524	97535	142101	90199	30654.1261638205	9825.09813956163	14562.8416394556	14215.1653095556	0	DOWN_pEhEx_UP_UmasM
EHI_153080A	-0.115770139809889	10.8087935640517	0.831357026644868	1	10008	18444	16516	12934	1585.26329885449	1857.93930472215	1692.59816973314	2038.37013840278	0	UP_pEhEx_DOWN_UmasM
EHI_153090A	0.395647846574745	4.15708468291587	0.486281179327471	1	113	219	176	78	17.8991559522939	22.060762726857	18.0368901594231	12.292629565132	0	DOWN_pEhEx_UP_UmasM
EHI_153100A	0.0296265960198323	5.09470928297133	0.959182352900963	1	230	319	317	220	36.4319103453769	32.1341703646912	32.4868987530519	34.6715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_153120A	0.252919081580092	2.14664386352376	0.677031734801695	1	33	39	46	18	5.2271871365106	3.92862897875535	4.71418720075832	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_153140A	0.682794945606683	2.06599463181284	0.368146198727601	1	47	24	40	12	7.44478167927267	2.41761783308022	4.09929321805071	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_153150A	0.094360937847672	3.71695880375495	0.87796819826314	1	111	91	113	85	17.5823567318993	9.16680095042916	11.5805033409933	13.3958142696951	0	DOWN_pEhEx_UP_UmasM
EHI_153160A	0.161306211385686	0.971933005266387	0.835594666318648	1	15	13	23	5	2.37599415295936	1.30954299291845	2.35709360037916	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_153180A	0.0327842708902719	2.78566771442055	0.979910830096272	1	49	57	68	39	7.76158089966726	5.74184235356552	6.96879847068621	6.14631478256599	0	DOWN_pEhEx_UP_UmasM
EHI_153190A	-0.474419641221211	6.43318048628382	0.386932599461666	1	477	682	760	778	75.5566140641078	68.7006400900295	77.8865711429635	122.611100021445	0	UP_pEhEx_DOWN_UmasM
EHI_153200A	0.243624391471074	2.29045307644718	0.704831772906219	1	23	63	43	26	3.64319103453769	6.34624681183557	4.40674020940452	4.09754318837733	0	DOWN_pEhEx_UP_UmasM
EHI_153210A	0.783979101299844	2.01451702820312	0.221855900898871	1	35	41	38	10	5.54398635690518	4.13009713151204	3.89432855714818	1.5759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_153220A	0.0417003855528536	5.3941518552551	0.949376947529972	1	392	227	444	234	62.092647197338	22.8666353378837	45.5021547203629	36.877888695396	0	DOWN_pEhEx_UP_UmasM
EHI_153240A	-0.672294318180868	2.58864420036738	0.296705364372478	1	16	62	65	48	2.53439376315665	6.24551273545723	6.66135147933241	7.5646951170043	0	UP_pEhEx_DOWN_UmasM
EHI_153250A	0.159654029592429	2.8160639415146	0.902875303635622	1	5	133	42	54	0.791998050986455	13.3976321583195	4.30425787895325	8.51028200662983	0	DOWN_pEhEx_UP_UmasM
EHI_153260A	-0.828281510441762	3.25859907882376	0.283297097880551	1	16	107	95	90	2.53439376315665	10.7785461724826	9.73582139287044	14.1838033443831	0	UP_pEhEx_DOWN_UmasM
EHI_153280A	-0.234979784585289	1.69801091955335	0.723777294192415	1	12	35	34	19	1.90079532236749	3.52569267324198	3.48439923534311	2.9943584838142	0	UP_pEhEx_DOWN_UmasM
EHI_153290A	-0.30308519219654	4.69174716541564	0.577436037810815	1	134	244	266	186	21.225547766437	24.5791146363155	27.2602999000372	29.3131935783917	0	UP_pEhEx_DOWN_UmasM
EHI_153330A	-0.44810275335756	8.22664052658796	0.403466414771342	1	1577	2547	3026	2416	249.796185281128	256.569692535638	310.111531945536	380.756320889216	0	UP_pEhEx_DOWN_UmasM
EHI_153340A	-0.778173049946239	0.589901195283026	0.332048338024777	1	3	13	9	15	0.475198830591873	1.30954299291845	0.92234097406141	2.36396722406384	0	UP_pEhEx_DOWN_UmasM
EHI_153350A	0.297719249047831	4.02383969457119	0.614771936602472	1	141	130	151	84	22.334345037818	13.0954299291845	15.4748318981414	13.2382164547575	0	DOWN_pEhEx_UP_UmasM
EHI_153360A	0.28652366811597	3.11331099559521	0.630331017662366	1	70	74	68	52	11.0879727138104	7.45432165199734	6.96879847068621	8.19508637675466	0	DOWN_pEhEx_UP_UmasM
EHI_153410A	0.474380382115913	2.70904449801771	0.482072933456757	1	54	61	74	18	8.55357895065371	6.14477865907889	7.58369245339382	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_153420A	0.839878323714159	0.637775034352776	0.385844004460266	1	6	23	5	9	0.950397661183746	2.31688375670188	0.512411652256339	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_153430A	0.0565357087761319	4.26873259118432	0.930811289531617	1	106	218	160	133	16.7903586809128	21.9600286504786	16.3971728722029	20.9605093866994	0	DOWN_pEhEx_UP_UmasM
EHI_153440A	-0.288436116071839	4.12092654179941	0.598438438512747	1	97	154	170	129	15.3647621891372	15.5130477622647	17.4219961767155	20.330118126949	0	UP_pEhEx_DOWN_UmasM
EHI_153450A	-0.471315568362696	4.3680876129212	0.457513189765696	1	69	230	179	185	10.9295731036131	23.1688375670188	18.3443371507769	29.1555957634541	0	UP_pEhEx_DOWN_UmasM
EHI_153480A	0.405996571493751	3.81356841515426	0.471178532253193	1	86	177	130	66	13.622366476967	17.8299315189666	13.3227029586648	10.4014557858809	0	DOWN_pEhEx_UP_UmasM
EHI_153490A	0.274353666632503	2.21684641865075	0.650988960592664	1	27	53	45	21	4.27678947532686	5.33890604805215	4.61170487030705	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_153510A	0.263638654128007	3.42693389264153	0.63987392003229	1	71	116	100	56	11.2463723240077	11.6851528598877	10.2482330451268	8.82547763650501	0	DOWN_pEhEx_UP_UmasM
EHI_153520A	0.311424279053949	4.06482833332392	0.689322065407896	1	47	287	162	81	7.44478167927267	28.9106799205843	16.6021375331054	12.7654230099448	0	DOWN_pEhEx_UP_UmasM
EHI_153530A	0.500730353406953	3.66231000409323	0.380851841948772	1	102	129	120	52	16.1567602401237	12.9946958528062	12.2978796541521	8.19508637675466	0	DOWN_pEhEx_UP_UmasM
EHI_153540A	0.175445112400441	9.46614525650904	0.787788567367553	1	6889	4059	6686	4080	1091.21491464914	408.879616019692	685.196861397177	642.999084945365	0	DOWN_pEhEx_UP_UmasM
EHI_153570A	0.343100671366969	1.50691778998638	0.651574910166897	1	12	38	30	9	1.90079532236749	3.82789490237701	3.07446991353803	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_153620A	0.96863888513531	3.93171012468387	0.205827990991223	1	202	79	103	62	31.9967212598528	7.95799203388905	10.5556800364806	9.77106452613055	0	DOWN_pEhEx_UP_UmasM
EHI_153650A	-1.05162104087334	2.52276545798342	0.0713377869155937	1	16	45	70	49	2.53439376315665	4.53303343702541	7.17376313158875	7.72229293194189	0	UP_pEhEx_DOWN_UmasM
EHI_153660A	1.25985518933263	1.36267588119754	0.136623700085552	1	8	51	14	8	1.26719688157833	5.13743789529546	1.43475262631775	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_153670A	0.601798660571113	5.02507274908653	0.367919411450458	1	360	209	290	137	57.0238596710247	21.0534219630736	29.7198758308677	21.5909006464498	0	DOWN_pEhEx_UP_UmasM
EHI_153690A	-0.773774932979136	7.59551540761202	0.194585318968084	1	630	1839	1996	1796	99.7917544242933	185.249966459772	204.554731580731	283.045675627911	0	UP_pEhEx_DOWN_UmasM
EHI_153700A	0.561654550531408	2.00481899272151	0.402062628239101	1	35	35	40	12	5.54398635690518	3.52569267324198	4.09929321805071	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_153710A	0.975180212368091	0.689129171020249	0.330760160015572	1	20	6	13	3	3.16799220394582	0.604404458270054	1.33227029586648	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_153720A	-0.34510322274196	3.74300278507907	0.536378759547814	1	73	115	129	103	11.5631715444022	11.5844187835094	13.2202206282135	16.2325749385717	0	UP_pEhEx_DOWN_UmasM
EHI_153730A	-0.339405568485511	4.26272405321985	0.541829639928763	1	92	187	189	146	14.5727641381508	18.83727228275	19.3691604552896	23.0092809808881	0	UP_pEhEx_DOWN_UmasM
EHI_153750A	-0.670915763550221	2.53113503261698	0.235611530463113	1	21	51	58	49	3.32639181414311	5.13743789529546	5.94397516617353	7.72229293194189	0	UP_pEhEx_DOWN_UmasM
EHI_153760A	-0.530561244252544	0.168522450284494	0.569361167158121	1	3	9	11	6	0.475198830591873	0.906606687405082	1.12730563496395	0.945586889625537	0	UP_pEhEx_DOWN_UmasM
EHI_153770A	0.479195248605165	5.32443304539494	0.40504771977428	1	377	329	311	220	59.7166530443787	33.1415111284747	31.8720047703443	34.6715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_153780A	0.97364880122202	1.47820849068538	0.221970825229942	1	34	15	18	10	5.38558674670789	1.51101114567514	1.84468194812282	1.5759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_153790A	0.63679425443348	1.42464793444707	0.298380180447139	1	19	29	16	14	3.00959259374853	2.92128821497193	1.63971728722028	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_153800A	-0.0973147561991544	2.41069757997127	0.904233121914177	1	12	77	47	36	1.90079532236749	7.75652388113236	4.81666953120959	5.67352133775322	0	UP_pEhEx_DOWN_UmasM
EHI_153940.mRNA	-0.647169571577157	1.59744704086305	0.325795964441107	1	9	28	27	26	1.42559649177562	2.82055413859359	2.76702292218423	4.09754318837733	0	UP_pEhEx_DOWN_UmasM
EHI_154180A	0.476322582903614	2.00968379308407	0.413425364889246	1	33	36	28	22	5.2271871365106	3.62642674962033	2.8695052526355	3.46715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_154190A	-0.584349841590956	2.41308760444249	0.438161556299607	1	40	19	56	41	6.33598440789164	1.91394745118851	5.739010505271	6.46151041244117	0	UP_pEhEx_DOWN_UmasM
EHI_154200A	0.338279065587382	4.63988696599242	0.583725978628224	1	204	227	148	181	32.3135204802473	22.8666353378837	15.1673849067876	28.5252045037037	0	DOWN_pEhEx_UP_UmasM
EHI_154210A	-0.364569078284986	2.89543900099435	0.750504259497	1	5	116	40	77	0.791998050986455	11.6851528598877	4.09929321805071	12.1350317501944	0	UP_pEhEx_DOWN_UmasM
EHI_154220A	1.04854060849057	0.352613305181929	0.153796011698816	1	8	15	8	3	1.26719688157833	1.51101114567514	0.819858643610142	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_154230A	-0.364329250454191	2.71970919187567	0.498627530912015	1	33	58	76	41	5.2271871365106	5.84257642994386	7.78865711429635	6.46151041244117	0	UP_pEhEx_DOWN_UmasM
EHI_154240A	-0.610658349955399	5.04090539376691	0.369095148842246	1	86	377	310	300	13.622366476967	37.9767467946351	31.769522439893	47.2793444812769	0	UP_pEhEx_DOWN_UmasM
EHI_154280A	-0.130512879171063	4.67892891877291	0.83179928495283	1	197	172	218	195	31.2047232088663	17.3262611370749	22.3411480383764	30.73157391283	0	UP_pEhEx_DOWN_UmasM
EHI_154290A	-0.428034912266811	0.561097927130399	0.784795349374672	1	14	0	10	12	2.21759454276207	0	1.02482330451268	1.89117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_154300A	0.24488273840697	0.470263734501121	0.818969691232963	1	5	16	11	6	0.791998050986455	1.61174522205348	1.12730563496395	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_154330A	0.920360980043706	4.13144052229663	0.326612171997812	1	238	77	53	118	37.6991072269552	7.75652388113236	5.43156351391719	18.5965421626356	0	DOWN_pEhEx_UP_UmasM
EHI_154440A	-0.157760344895419	0.639884000873651	0.839215120083685	1	5	16	12	10	0.791998050986455	1.61174522205348	1.22978796541521	1.5759781493759	0	UP_pEhEx_DOWN_UmasM
EHI_154450A	-0.814446513389728	9.07146803912517	0.180355775573204	1	1960	4658	4681	5658	310.46323598669	469.219327770319	479.719788842385	891.688436916882	0	UP_pEhEx_DOWN_UmasM
EHI_154690A	-0.763815157467244	0.778971735559632	0.505069814101367	1	2	18	5	21	0.316799220394582	1.81321337481016	0.512411652256339	3.30955411368938	0	UP_pEhEx_DOWN_UmasM
EHI_155060A	-0.282430012925575	1.34015592496558	0.718232854832783	1	14	19	16	22	2.21759454276207	1.91394745118851	1.63971728722028	3.46715192862697	0	UP_pEhEx_DOWN_UmasM
EHI_155160A	1.02696123823708	0.669040988834356	0.162616905178424	1	15	13	8	6	2.37599415295936	1.30954299291845	0.819858643610142	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_155170A	0.585214988851809	0.850374071779504	0.447207947305166	1	10	21	12	8	1.58399610197291	2.11541560394519	1.22978796541521	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_155180A	0.483487029969514	2.34450374273288	0.388837517865645	1	43	45	40	25	6.81118323848351	4.53303343702541	4.09929321805071	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_155190A	0.0548659267677249	3.60550663525803	0.933353209070336	1	68	134	125	67	10.7711734934158	13.4983662346979	12.8102913064085	10.5590536008185	0	DOWN_pEhEx_UP_UmasM
EHI_155200.mRNA	0.201029752362616	2.5314686075902	0.717388132871977	1	44	49	54	30	6.9695828486808	4.93596974253878	5.53404584436846	4.72793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_155220A	0.212482384685245	5.72395301276138	0.68304553420663	1	380	524	479	307	60.1918518749706	52.7846560222514	49.0890362861573	48.38252918584	0	DOWN_pEhEx_UP_UmasM
EHI_155230A	-0.593848648175239	1.16232086903903	0.523322876657854	1	5	23	11	24	0.791998050986455	2.31688375670188	1.12730563496395	3.78234755850215	0	UP_pEhEx_DOWN_UmasM
EHI_155240A	0.173357003660423	3.47598580870803	0.760065683126501	1	83	99	107	60	13.1471676463751	9.9726735614559	10.9656093582857	9.45586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_155250A	0.132143125424312	4.23576004125641	0.815210029841056	1	139	168	186	104	22.0175458174234	16.9233248315615	19.0617134639358	16.3901727535093	0	DOWN_pEhEx_UP_UmasM
EHI_155260A	-0.123261403501363	0.490978616430369	0.999999999999997	1	7	11	18	3	1.10879727138104	1.10807484016177	1.84468194812282	0.472793444812769	0	UP_pEhEx_DOWN_UmasM
EHI_155270A	-0.761604834482471	5.37952559594341	0.357725259876037	1	58	517	490	342	9.18717739144287	52.079517487603	50.2163419211212	53.8984527086556	0	UP_pEhEx_DOWN_UmasM
EHI_155290A	0.184227559111129	5.03135658051494	0.740493121780107	1	257	282	287	199	40.7086998207038	28.4070095386926	29.4124288395139	31.3619651725803	0	DOWN_pEhEx_UP_UmasM
EHI_155310A	-0.720500910678274	4.74513195983487	0.296606721062423	1	67	292	248	259	10.6127738832185	29.414350302476	25.4156179519144	40.8178340688357	0	UP_pEhEx_DOWN_UmasM
EHI_155330A	1.17591553821562	1.01556526514043	0.101751168172763	1	11	31	13	5	1.7423957121702	3.12275636772861	1.33227029586648	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_155340A	0.112597871384702	5.30807877718438	0.839101573110685	1	268	391	447	189	42.451095532874	39.3870238639319	45.8096017117167	29.7859870232044	0	DOWN_pEhEx_UP_UmasM
EHI_155360A	1.1224002689561	1.41157948192812	0.129749123641344	1	14	43	21	5	2.21759454276207	4.33156528426872	2.15212893947662	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_155370A	1.00460044438469	1.65322117979719	0.107596034671184	1	31	29	19	12	4.91038791611602	2.92128821497193	1.94716427857409	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_155380A	0.379017087164335	3.12051806456684	0.592260649511261	1	32	138	68	49	5.06878752631331	13.9013025402113	6.96879847068621	7.72229293194189	0	DOWN_pEhEx_UP_UmasM
EHI_155390A	-0.195727177969522	1.65336999609483	0.83121823689879	1	4	46	28	21	0.633598440789164	4.63376751340375	2.8695052526355	3.30955411368938	0	UP_pEhEx_DOWN_UmasM
EHI_155410A	-0.0807388909620443	11.1202097949007	0.884082505422916	1	15986	17817	23423	13804	2532.17616861389	1794.77903883293	2400.44362616005	2175.48023739849	0	UP_pEhEx_DOWN_UmasM
EHI_155420A	-0.813828637599584	6.34953368526995	0.265642950094828	1	163	913	787	804	25.8191364621584	91.9702117334266	80.6535940651478	126.708643209822	0	UP_pEhEx_DOWN_UmasM
