logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_002150A	0.0256210413070193	1.79286683647788	1	1	21	24	36	20	3.26439637516575	3.22491818098516	3.42981325669544	2.89528720378246	0	DOWN_pEhEx_UP_CmasM
EHI_002160A	0.0817906235026866	7.70717515024738	0.854140710808189	1	1606	1337	1930	1532	249.648598976962	179.654816999048	183.876099595061	221.778999809736	0	DOWN_pEhEx_UP_CmasM
EHI_002190A	0.28767469783965	5.26095731950995	0.711285223644135	1	110	496	185	353	17.0992191080111	66.6483090736934	17.625429235796	51.1018191467603	0	DOWN_pEhEx_UP_CmasM
EHI_002210A	0.0531131822815109	1.59889701970052	1	1	20	19	27	20	3.10894892872929	2.55306022661325	2.57235994252158	2.89528720378246	0	DOWN_pEhEx_UP_CmasM
EHI_002780A	-0.302536452019413	1.86489493616938	0.58976044520148	1	20	22	47	20	3.10894892872929	2.9561749992364	4.47781175179683	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_002990A	-0.0927285868775858	2.75000788413944	0.868079362587496	1	40	47	83	37	6.21789785745857	6.31546477109594	7.90762500849227	5.35628132699754	0	UP_pEhEx_DOWN_CmasM
EHI_003040A	-0.29275599527037	0.908029513751262	0.664792933844683	1	11	9	19	12	1.70992191080111	1.20934431786944	1.81017921881148	1.73717232226947	0	UP_pEhEx_DOWN_CmasM
EHI_003240.mRNA	0.329711142579682	2.23183246115726	0.776278793044383	1	55	10	74	5	8.54960955400554	1.34371590874382	7.05017169431841	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_003900A	-0.266073970950926	1.83741500628191	0.566424941954721	1	16	26	38	25	2.48715914298343	3.49366136273393	3.62035843762297	3.61910900472807	0	UP_pEhEx_DOWN_CmasM
EHI_003930A	0.124586865111135	4.26799818394837	0.821223721053587	1	95	185	137	162	14.7675074114641	24.8587443117606	13.0523448935354	23.4518263506379	0	DOWN_pEhEx_UP_CmasM
EHI_003940A	-0.19306045948909	10.2547760499288	0.675234417298356	1	5829	10223	12824	9564	906.103165278151	1373.6807735088	1221.77570010729	1384.52634084877	0	UP_pEhEx_DOWN_CmasM
EHI_003950A	0.0413749197149981	1.08129141623103	1	1	15	11	24	9	2.33171169654696	1.4780874996182	2.2865421711303	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_004380A	-0.150319733154681	5.9042129449842	0.700107459059174	1	339	449	662	431	52.6966843419614	60.3328443025974	63.0704548870107	62.3934392415119	0	UP_pEhEx_DOWN_CmasM
EHI_004510A	0.395747256506128	0.179633027133726	0.67820768676326	1	6	8	12	2	0.932684678618786	1.07497272699505	1.14327108556515	0.289528720378246	0	DOWN_pEhEx_UP_CmasM
EHI_004550A	-0.132325443618933	8.49867031923119	0.80672651434787	1	2669	2046	2558	3540	414.889234538923	274.924274928985	243.707286406304	512.465835069495	0	UP_pEhEx_DOWN_CmasM
EHI_004570A	-0.220281572140457	3.77755513245016	0.607153488267191	1	76	97	171	87	11.8140059291713	13.034044314815	16.2916129693034	12.5944993364537	0	UP_pEhEx_DOWN_CmasM
EHI_004590A	-0.152267381874421	2.19187493894149	0.771167733882976	1	32	24	48	31	4.97431828596686	3.22491818098516	4.57308434226059	4.48769516586281	0	UP_pEhEx_DOWN_CmasM
EHI_004750A	-0.0173684445901472	5.46959844761901	0.971126705900656	1	226	390	473	301	35.1311228946409	52.4049204410089	45.0639352893596	43.574072416926	0	UP_pEhEx_DOWN_CmasM
EHI_004760A	-0.0919901915265004	6.23574588132129	0.817019806375772	1	440	573	737	586	68.3968764320443	76.9949215710208	70.2158991717928	84.8319150708259	0	UP_pEhEx_DOWN_CmasM
EHI_004770A	0.13190623800381	5.32713718232387	0.745072665653718	1	314	258	416	252	48.8104981810498	34.6678704455905	39.6333976329251	36.4806187676589	0	DOWN_pEhEx_UP_CmasM
EHI_004780A	0.106443580849658	4.73466979685762	0.796958879830184	1	166	215	303	151	25.8042761084531	28.8898920379921	28.86759491052	21.8594183885575	0	DOWN_pEhEx_UP_CmasM
EHI_004790A	-0.209255462813738	9.24700774759271	0.631567347747687	1	3304	4563	6325	4836	513.598363026078	613.137569159804	602.599134683297	700.080445874598	0	UP_pEhEx_DOWN_CmasM
EHI_004800A	0.0490418139754472	3.69500025933073	0.921885603236039	1	85	94	165	63	13.2130329470995	12.6309295421919	15.7199774265208	9.12015469191473	0	DOWN_pEhEx_UP_CmasM
EHI_004810A	0.199374530544023	6.79529493644693	0.636862532911755	1	631	1033	1081	714	98.087338701409	138.805853373236	102.989670291327	103.361753175034	0	DOWN_pEhEx_UP_CmasM
EHI_004820A	-0.168142807975012	4.70219268395938	0.673608606836106	1	147	191	266	202	22.8507746261603	25.6649738570069	25.3425090633608	29.2424007582028	0	UP_pEhEx_DOWN_CmasM
EHI_004830A	-0.0641241670718551	4.40862312558974	0.880627874142476	1	136	148	212	157	21.1408527153591	19.8869954494085	20.1977891783176	22.7280045496923	0	UP_pEhEx_DOWN_CmasM
EHI_004850A	-0.298506566146866	0.640368910188947	0.748130944893335	1	9	7	20	6	1.39902701792818	0.940601136120672	1.90545180927525	0.868586161134737	0	UP_pEhEx_DOWN_CmasM
EHI_004870A	-0.185678891159441	1.25675151306963	0.823487298747999	1	9	19	30	11	1.39902701792818	2.55306022661325	2.85817771391287	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_004900A	-0.229942542913096	2.26387381223731	0.661388496106366	1	35	22	40	42	5.44066062527625	2.9561749992364	3.81090361855049	6.08010312794316	0	UP_pEhEx_DOWN_CmasM
EHI_004960A	0.0647916343098167	4.42105664933701	0.883077217425045	1	128	174	229	135	19.8972731438674	23.3806568121424	21.8174232162016	19.5431886255316	0	DOWN_pEhEx_UP_CmasM
EHI_004980A	-0.0660648959187386	1.21844471237626	1	1	14	14	23	14	2.1762642501105	1.88120227224134	2.19126958066653	2.02670104264772	0	UP_pEhEx_DOWN_CmasM
EHI_004990A	-0.296586513544062	2.70324812092193	0.545726779320431	1	42	35	56	59	6.5287927503315	4.70300568060336	5.33526506597069	8.54109725115824	0	UP_pEhEx_DOWN_CmasM
EHI_005120A	0.287624950473866	0.779274402425481	0.697917415825706	1	15	7	14	9	2.33171169654696	0.940601136120672	1.33381626649267	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_005130A	0.172002211745024	3.82284717300328	0.699634628563175	1	112	90	142	87	17.410114000884	12.0934431786944	13.5287078458543	12.5944993364537	0	DOWN_pEhEx_UP_CmasM
EHI_005140A	0.0619366537235846	5.57213130597245	0.895800891126837	1	269	408	355	407	41.8153630914089	54.8236090767478	33.8217696146356	58.919094596973	0	DOWN_pEhEx_UP_CmasM
EHI_005657A	-0.247534978314165	0.7510985406029	0.745345323634735	1	8	10	12	14	1.24357957149171	1.34371590874382	1.14327108556515	2.02670104264772	0	UP_pEhEx_DOWN_CmasM
EHI_005860A	-0.279276265849415	1.9186225047918	0.568964523960163	1	21	23	40	27	3.26439637516575	3.09054659011078	3.81090361855049	3.90863772510631	0	UP_pEhEx_DOWN_CmasM
EHI_005870A	-0.0871540888961548	5.33280469332035	0.82526730483596	1	248	291	379	321	38.5509667162432	39.1021329444451	36.1083117857659	46.4693596207084	0	UP_pEhEx_DOWN_CmasM
EHI_006000A	0.0281100563488167	0.121350482001616	1	1	0	12	12	3	0	1.61245909049258	1.14327108556515	0.434293080567368	0	DOWN_pEhEx_UP_CmasM
EHI_006010A	0.047342346232612	4.26835499028295	0.908401498955988	1	126	142	204	124	19.5863782509945	19.0807659041622	19.4356084546075	17.9507806634512	0	DOWN_pEhEx_UP_CmasM
EHI_006040A	0.516911609448511	1.69358070635165	0.546027303279726	1	38	9	33	12	5.90700296458564	1.20934431786944	3.14399548530416	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_006050A	0.284679919279162	4.74490340862063	0.50928854486879	1	228	171	264	157	35.4420177875139	22.9775420395193	25.1519638824333	22.7280045496923	0	DOWN_pEhEx_UP_CmasM
EHI_006070A	-0.226767160535499	7.92161964906187	0.590271210743783	1	1506	1580	2607	1893	234.103854333315	212.307113581523	248.375643339028	274.038933838009	0	UP_pEhEx_DOWN_CmasM
EHI_006130A	-0.0627970410904953	2.3147510936261	0.922692770437357	1	30	34	51	33	4.66342339309393	4.56863408972898	4.85890211365188	4.77722388624105	0	UP_pEhEx_DOWN_CmasM
EHI_006550A	-0.0200087840888363	3.23801648577758	0.980199700275757	1	55	72	104	59	8.54960955400554	9.67475454295549	9.90834940823128	8.54109725115824	0	UP_pEhEx_DOWN_CmasM
EHI_006670A	0.133300071958852	7.93000522596669	0.754144670895234	1	1604	1938	2682	1445	249.337704084089	260.412143114552	255.521087623811	209.184500473282	0	DOWN_pEhEx_UP_CmasM
EHI_006720A	-0.0807282044301494	2.25340135471502	0.880950388052612	1	26	35	46	34	4.04163360734807	4.70300568060336	4.38253916133307	4.92198824643017	0	UP_pEhEx_DOWN_CmasM
EHI_006740A	0.185328250980378	0.744519841216387	0.829375286812412	1	11	10	18	6	1.70992191080111	1.34371590874382	1.71490662834772	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_006830A	0.179292901615069	4.0274344014833	0.698348104633271	1	94	145	195	79	14.6120599650276	19.4838806767854	18.5781551404337	11.4363844549407	0	DOWN_pEhEx_UP_CmasM
EHI_006860A	0.159902081063096	10.9885829588613	0.715938382030156	1	15390	14109	18866	14098	2392.33620065719	1895.84877564665	1797.41269168934	2040.88794994625	0	DOWN_pEhEx_UP_CmasM
EHI_006930A	0.223789874644586	4.08518910904375	0.582010060567418	1	124	125	176	97	19.2754833581216	16.7964488592977	16.7679759216222	14.0421429383449	0	DOWN_pEhEx_UP_CmasM
EHI_006970A	-0.680088350447572	0.684959326955256	0.62382884131276	1	0	15	15	13	0	2.01557386311573	1.42908885695644	1.8819366824586	0	UP_pEhEx_DOWN_CmasM
EHI_007270A	-0.395860341334027	1.18827486237727	0.54712682645705	1	13	11	29	12	2.02081680367404	1.4780874996182	2.76290512344911	1.73717232226947	0	UP_pEhEx_DOWN_CmasM
EHI_007310A	0.0218420287159285	2.87112994268277	0.999999999999999	1	51	47	67	53	7.92781976825968	6.31546477109594	6.38326356107208	7.67251109002351	0	DOWN_pEhEx_UP_CmasM
EHI_007330A	-0.136218357571169	7.7929159931051	0.749239438169516	1	1309	1627	2182	1769	203.480707385332	218.622578352619	207.884792391929	256.088153174558	0	UP_pEhEx_DOWN_CmasM
EHI_007480A	-0.0875944324021094	4.57396447283493	0.840920917305427	1	119	202	241	177	18.4982461259393	27.1430613566251	22.9606943017667	25.6232917534747	0	UP_pEhEx_DOWN_CmasM
EHI_007640A	0.470141296067015	2.01665109905582	0.542036084466257	1	17	46	15	35	2.64260658941989	6.18109318022156	1.42908885695644	5.0667526066193	0	DOWN_pEhEx_UP_CmasM
EHI_007920A	-0.131937397300114	2.84405880545385	0.800094172752204	1	48	43	83	45	7.46147742895029	5.77797840759842	7.90762500849227	6.51439620851052	0	UP_pEhEx_DOWN_CmasM
EHI_007950A	0.431907281864189	0.594680380926954	0.553308164538143	1	12	8	13	6	1.86536935723757	1.07497272699505	1.23854367602891	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_007980A	-0.0542736847374205	1.61559410755389	0.926894483411384	1	13	26	13	32	2.02081680367404	3.49366136273393	1.23854367602891	4.63245952605193	0	UP_pEhEx_DOWN_CmasM
EHI_007990A	-0.0986736568583459	3.05111831645621	0.842378717465046	1	47	61	92	54	7.30602998251382	8.19666704333729	8.76507832266613	7.81727545021263	0	UP_pEhEx_DOWN_CmasM
EHI_008000A	0.407217318703138	0.812127654903317	0.576146313285634	1	11	13	16	7	1.70992191080111	1.74683068136696	1.5243614474202	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_008080A	0.187259321557151	1.2858704773364	0.737351496086733	1	18	14	19	16	2.79805403585636	1.88120227224134	1.81017921881148	2.31622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_008090A	-0.215694849311096	5.55033729562445	0.573778494128659	1	266	334	527	345	41.3490207520995	44.8801113520435	50.2086551744028	49.9437042652473	0	UP_pEhEx_DOWN_CmasM
EHI_008100A	0.19908831646537	1.35839838936875	0.754936672333543	1	20	14	25	13	3.10894892872929	1.88120227224134	2.38181476159406	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_008150A	-0.00677909727679183	2.00010380657672	0.999999999999999	1	23	29	42	24	3.57529126803868	3.89677613535707	4.00144879947802	3.47434464453895	0	UP_pEhEx_DOWN_CmasM
EHI_008210A	-0.243782016377442	8.01531740316635	0.584017506012962	1	1240	2088	3028	1879	192.754833581216	280.567881745709	288.485403924272	272.012232795362	0	UP_pEhEx_DOWN_CmasM
EHI_008220A	-0.226458550128656	2.00545713118433	0.667794639821046	1	23	25	52	21	3.57529126803868	3.35928977185954	4.95417470411564	3.04005156397158	0	UP_pEhEx_DOWN_CmasM
EHI_008240A	-0.0385688365279702	1.82582537154893	1	1	21	24	35	23	3.26439637516575	3.22491818098516	3.33454066623168	3.32958028434982	0	UP_pEhEx_DOWN_CmasM
EHI_008370A	-0.269380395660558	1.77887827426038	0.60523424359189	1	18	22	43	19	2.79805403585636	2.9561749992364	4.09672138994178	2.75052284359333	0	UP_pEhEx_DOWN_CmasM
EHI_008450A	0.206020262266621	4.74428138458729	0.609618591822353	1	201	191	240	183	31.2449367337293	25.6649738570069	22.865421711303	26.4918779146095	0	DOWN_pEhEx_UP_CmasM
EHI_008600A	0.158631053087342	2.01152029470361	0.776286559076182	1	28	27	33	28	4.352528500221	3.62803295360831	3.14399548530416	4.05340208529544	0	DOWN_pEhEx_UP_CmasM
EHI_008610A	0.195051315901208	1.49314927863915	0.713335553788986	1	19	19	31	12	2.95350148229282	2.55306022661325	2.95345030437663	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_008620A	0.170790684712301	11.1304504121538	0.697799769658522	1	16566	16172	19832	16086	2575.14239766647	2173.0573676205	1889.44601407733	2328.67949800223	0	DOWN_pEhEx_UP_CmasM
EHI_008630A	0.374882537655115	4.91779557815213	0.521655844682543	1	138	344	174	247	21.4517476082321	46.2238272607873	16.5774307406946	35.7567969667133	0	DOWN_pEhEx_UP_CmasM
EHI_008650A	-0.133350563350533	12.0682759761768	0.767954886478595	1	27276	29410	38432	36775	4239.984549001	3951.86848761557	3661.51619670331	5323.70934595499	0	UP_pEhEx_DOWN_CmasM
EHI_008660A	-0.132505487918259	3.40983472437447	0.754397921201613	1	65	72	105	81	10.1040840183702	9.67475454295549	10.003621998695	11.7259131753189	0	UP_pEhEx_DOWN_CmasM
EHI_008680A	0.194493143731033	0.272216228435108	0.790844645600558	1	9	5	12	4	1.39902701792818	0.671857954371909	1.14327108556515	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_008710A	0.0829031474411497	3.51150036148254	0.861867917426454	1	61	100	128	65	9.48229423262432	13.4371590874382	12.1948915793616	9.40968341229298	0	DOWN_pEhEx_UP_CmasM
EHI_008720A	-0.0501072819976099	0.954856527634285	0.999999999999999	1	10	13	19	11	1.55447446436464	1.74683068136696	1.81017921881148	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_008730A	0.0794051412006267	5.72252762362972	0.838687244292346	1	336	415	580	324	52.230342002652	55.7642102128684	55.2581024689822	46.9036527012758	0	DOWN_pEhEx_UP_CmasM
EHI_008740A	0.347543545261904	1.35048680958556	0.554300597318048	1	14	22	20	15	2.1762642501105	2.9561749992364	1.90545180927525	2.17146540283684	0	DOWN_pEhEx_UP_CmasM
EHI_008760A	0.0892954094755996	0.732476112267926	1	1	11	9	20	5	1.70992191080111	1.20934431786944	1.90545180927525	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
EHI_008780A	0.358449319721561	0.673361283894168	0.641305768502766	1	11	10	15	6	1.70992191080111	1.34371590874382	1.42908885695644	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_009020A	0.341373838946038	0.887841315945241	0.515884408113633	1	11	14	17	8	1.70992191080111	1.88120227224134	1.61963403788396	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_009030A	-0.00338456464301342	3.40921886538871	1	1	65	79	123	62	10.1040840183702	10.6153556790762	11.7185286270428	8.97539033172561	0	UP_pEhEx_DOWN_CmasM
EHI_009260A	-0.141372282260454	6.56314808752516	0.755947147586796	1	417	852	1075	659	64.8215851640056	114.484595424973	102.418034748545	95.3997133646319	0	UP_pEhEx_DOWN_CmasM
EHI_009380A	-0.26378938803038	5.3841698390615	0.542330067144057	1	191	340	421	349	29.6904622693647	45.6863408972898	40.1097605852439	50.5227617060038	0	UP_pEhEx_DOWN_CmasM
EHI_009405A	-0.0607148870908775	5.91538614004381	0.896068046675437	1	439	368	478	534	68.2414289856078	49.4487454417725	45.5402982416784	77.3041683409916	0	UP_pEhEx_DOWN_CmasM
EHI_009410A	-0.165010736327271	3.31702435025089	0.709162294901579	1	66	60	106	72	10.2595314648066	8.06229545246291	10.0988945891588	10.4230339336168	0	UP_pEhEx_DOWN_CmasM
EHI_009450A	-0.231886941806186	2.3044846294079	0.657027044524242	1	34	25	57	32	5.28521317883979	3.35928977185954	5.43053765643445	4.63245952605193	0	UP_pEhEx_DOWN_CmasM
EHI_009460A	0.436230220183788	0.936382124489925	0.58675229866627	1	8	19	12	12	1.24357957149171	2.55306022661325	1.14327108556515	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_009510A	0.140666167884718	2.64747770065963	0.797514206789979	1	53	33	65	36	8.23871466113261	4.4342624988546	6.19271838014455	5.21151696680842	0	DOWN_pEhEx_UP_CmasM
EHI_009520A	0.397258072002645	1.15921427027486	0.532384369164367	1	19	12	23	8	2.95350148229282	1.61245909049258	2.19126958066653	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_009530A	0.0937904585984461	10.8325873698105	0.835726010500563	1	13945	11889	16507	13509	2167.71464055649	1597.54384390552	1572.66465078532	1955.62174179486	0	DOWN_pEhEx_UP_CmasM
EHI_009560A	-0.198831531090865	2.45503920751495	0.679489750370131	1	27	41	65	34	4.19708105378454	5.50923522584965	6.19271838014455	4.92198824643017	0	UP_pEhEx_DOWN_CmasM
EHI_009570A	0.145230320899516	3.79706167931876	0.794686660207849	1	64	139	97	116	9.94863657193372	18.6776511315391	9.24144127498495	16.7926657819382	0	DOWN_pEhEx_UP_CmasM
EHI_009610A	-0.263264658888339	4.120378425491	0.598407451470183	1	100	116	260	86	15.5447446436464	15.5871045414283	24.7708735205782	12.4497349762646	0	UP_pEhEx_DOWN_CmasM
EHI_009630A	0.297999619546202	1.2424807044813	0.648054279820534	1	20	12	24	10	3.10894892872929	1.61245909049258	2.2865421711303	1.44764360189123	0	DOWN_pEhEx_UP_CmasM
EHI_009800A	-0.258856107974506	2.5676851162305	0.578552095803797	1	30	42	77	34	4.66342339309393	5.64360681672403	7.3359894657097	4.92198824643017	0	UP_pEhEx_DOWN_CmasM
EHI_009860A	0.141463930073013	3.83626302251729	0.741990148401493	1	82	124	136	95	12.7466906077901	16.6620772684233	12.9570723030717	13.7526142179667	0	DOWN_pEhEx_UP_CmasM
EHI_009880A	0.424356727449322	0.819144838591784	0.536578816861305	1	14	10	16	7	2.1762642501105	1.34371590874382	1.5243614474202	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_009990A	0.0669137769196966	2.61215739280815	0.907896917905628	1	41	42	65	36	6.37334530389504	5.64360681672403	6.19271838014455	5.21151696680842	0	DOWN_pEhEx_UP_CmasM
EHI_010010A	-0.107272287088219	3.78481224027759	0.819556928713866	1	67	116	153	93	10.4149789112431	15.5871045414283	14.5767063409556	13.4630854975884	0	UP_pEhEx_DOWN_CmasM
EHI_010050A	0.107977485110032	0.650734465382157	0.900530751508396	1	8	11	13	9	1.24357957149171	1.4780874996182	1.23854367602891	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_010060A	0.2650564404706	6.16575874206263	0.551063908211265	1	637	426	670	457	99.0200233800278	57.2422977124866	63.8326356107208	66.1573126064291	0	DOWN_pEhEx_UP_CmasM
EHI_010070A	-0.124987875857155	5.96950411292107	0.748506351397387	1	360	472	698	440	55.9610807171272	63.4233908927082	66.5002681437061	63.696318483214	0	UP_pEhEx_DOWN_CmasM
EHI_010100A	-0.0268569573892442	1.65339265565012	1	1	25	14	24	25	3.88618616091161	1.88120227224134	2.2865421711303	3.61910900472807	0	UP_pEhEx_DOWN_CmasM
EHI_010255A	0.154248751868948	1.95620369503674	0.763291698928599	1	26	27	48	15	4.04163360734807	3.62803295360831	4.57308434226059	2.17146540283684	0	DOWN_pEhEx_UP_CmasM
EHI_010260A	0.225062034430887	1.41092226463071	0.676802591094211	1	18	18	25	14	2.79805403585636	2.41868863573887	2.38181476159406	2.02670104264772	0	DOWN_pEhEx_UP_CmasM
EHI_010300A	0.105232538494008	3.0997698830982	0.837393323730052	1	45	76	79	59	6.9951350896409	10.212240906453	7.52653464663722	8.54109725115824	0	DOWN_pEhEx_UP_CmasM
EHI_010340A	-0.0605284447543906	4.51837754344999	0.89267030610498	1	162	143	241	161	25.1824863227072	19.2151374950366	22.9606943017667	23.3070619904488	0	UP_pEhEx_DOWN_CmasM
EHI_010360A	0.196115348722921	1.00292611091947	0.764604642944205	1	13	13	20	9	2.02081680367404	1.74683068136696	1.90545180927525	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_010520A	0.0439277556809111	1.31622579066016	1	1	20	11	26	13	3.10894892872929	1.4780874996182	2.47708735205782	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_010530A	-0.199049640035871	6.11924700775246	0.6072760177257	1	393	505	782	508	61.0908464495305	67.8576533915628	74.5031657426621	73.5402949760744	0	UP_pEhEx_DOWN_CmasM
EHI_010580A	0.329077369944394	-0.0215244983818469	0.799667963830528	1	9	2	10	2	1.39902701792818	0.268743181748764	0.952725904637623	0.289528720378246	0	DOWN_pEhEx_UP_CmasM
EHI_010600A	0.111027708844259	1.56344358273205	0.854274532892577	1	18	21	38	10	2.79805403585636	2.82180340836202	3.62035843762297	1.44764360189123	0	DOWN_pEhEx_UP_CmasM
EHI_010620A	-0.313073050211082	3.67528831990059	0.601455370678675	1	35	125	148	94	5.44066062527625	16.7964488592977	14.1003433886368	13.6078498577775	0	UP_pEhEx_DOWN_CmasM
EHI_010650A	-0.0933831552103295	9.67926742622885	0.832208932279942	1	5577	5353	7973	6443	866.930408776162	719.291125950566	759.608363767577	932.716772698518	0	UP_pEhEx_DOWN_CmasM
EHI_010660A	-0.0258122627489609	1.15367936090543	1	1	14	13	27	9	2.1762642501105	1.74683068136696	2.57235994252158	1.3028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_010670A	0.182675253349397	0.937207489616415	0.871300084219864	1	17	7	20	8	2.64260658941989	0.940601136120672	1.90545180927525	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_010690A	0.499266969896689	0.24033545434071	0.613251603711414	1	10	5	11	3	1.55447446436464	0.671857954371909	1.04799849510139	0.434293080567368	0	DOWN_pEhEx_UP_CmasM
EHI_010700A	-0.175887345079095	2.3608408672174	0.684892847586812	1	25	39	54	36	3.88618616091161	5.24049204410089	5.14471988504317	5.21151696680842	0	UP_pEhEx_DOWN_CmasM
EHI_010720A	0.0509270627168524	3.28535943248705	0.927044493493245	1	56	79	113	54	8.705057000442	10.6153556790762	10.7658027224051	7.81727545021263	0	DOWN_pEhEx_UP_CmasM
EHI_010730A	0.23270563175535	3.9696644346622	0.571251102086908	1	123	106	156	93	19.1200359116851	14.2433886326845	14.8625241123469	13.4630854975884	0	DOWN_pEhEx_UP_CmasM
EHI_010750A	0.36961167100368	0.78042414766916	0.522258932720723	1	12	11	17	6	1.86536935723757	1.4780874996182	1.61963403788396	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_010850A	0.0501858697433333	6.65004141667207	0.919123332986083	1	844	541	838	809	131.197644792376	72.6950306630405	79.8384308086328	117.114367393	0	DOWN_pEhEx_UP_CmasM
EHI_011220A	0.287824477373206	1.95646383167648	0.658851818290231	1	21	35	49	12	3.26439637516575	4.70300568060336	4.66835693272435	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_011410A	-0.166143905339359	6.59011087297224	0.698268897908037	1	462	813	1015	736	71.8167202536465	109.244103380872	96.7016793207188	106.546569099194	0	UP_pEhEx_DOWN_CmasM
EHI_011660A	0.305900804083634	1.4017407251221	0.732776516469273	1	8	30	11	23	1.24357957149171	4.03114772623145	1.04799849510139	3.32958028434982	0	DOWN_pEhEx_UP_CmasM
EHI_011790A	-0.257714599410215	0.445974868168902	0.784652021708715	1	5	9	13	8	0.777237232182322	1.20934431786944	1.23854367602891	1.15811488151298	0	UP_pEhEx_DOWN_CmasM
EHI_011800A	0.387609880493061	0.845538805188549	0.580740673208476	1	16	8	17	7	2.48715914298343	1.07497272699505	1.61963403788396	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_011810A	-0.00698564256504532	1.32561212186126	1	1	17	14	27	13	2.64260658941989	1.88120227224134	2.57235994252158	1.8819366824586	0	UP_pEhEx_DOWN_CmasM
EHI_011850A	-0.0236868257932824	4.23927991251148	0.96907452603866	1	114	143	185	138	17.7210088937569	19.2151374950366	17.625429235796	19.9774817060989	0	UP_pEhEx_DOWN_CmasM
EHI_011890A	0.0302521842144797	1.7903085649804	0.954797392074872	1	21	24	44	14	3.26439637516575	3.22491818098516	4.19199398040554	2.02670104264772	0	DOWN_pEhEx_UP_CmasM
EHI_011900A	0.269667589285244	1.10310816839193	0.733126065077044	1	21	7	22	9	3.26439637516575	0.940601136120672	2.09599699020277	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_011910A	-0.262401674373121	2.49924390691931	0.638873907801759	1	40	27	71	34	6.21789785745857	3.62803295360831	6.76435392292713	4.92198824643017	0	UP_pEhEx_DOWN_CmasM
EHI_011920A	0.0934108548995141	4.5544659553744	0.821376010650898	1	141	194	253	144	21.9180899475415	26.0680886296301	24.1039653873319	20.8460678672337	0	DOWN_pEhEx_UP_CmasM
EHI_011940A	-0.0545765857246964	2.97594866165638	0.929394888313549	1	53	50	85	51	8.23871466113261	6.71857954371909	8.0981701894198	7.38298236964526	0	UP_pEhEx_DOWN_CmasM
EHI_011960A	0.454285582228213	0.446846147830004	0.728378670962158	1	5	13	17	1	0.777237232182322	1.74683068136696	1.61963403788396	0.144764360189123	0	DOWN_pEhEx_UP_CmasM
EHI_012030A	-0.383133811159559	4.3544401945699	0.560592620013703	1	46	207	232	163	7.15058253607736	27.814919310997	22.1032409875929	23.596590710827	0	UP_pEhEx_DOWN_CmasM
EHI_012050A	0.0887359949225047	1.19730337418818	0.925869293302957	1	15	14	19	15	2.33171169654696	1.88120227224134	1.81017921881148	2.17146540283684	0	DOWN_pEhEx_UP_CmasM
EHI_012060A	0.0855486389563291	6.12183763291416	0.831160849472431	1	474	515	630	516	73.6820896108841	69.2013693003066	60.0217319921703	74.6984098575873	0	DOWN_pEhEx_UP_CmasM
EHI_012080A	-0.0450613784357273	2.08725234931035	0.957010055563528	1	21	34	44	27	3.26439637516575	4.56863408972898	4.19199398040554	3.90863772510631	0	UP_pEhEx_DOWN_CmasM
EHI_012170A	-0.010396992634286	4.13884930270512	1	1	105	136	207	104	16.3219818758288	18.2745363589159	19.7214262259988	15.0554934596688	0	UP_pEhEx_DOWN_CmasM
EHI_012200A	0.22851107993001	0.600054729311774	0.81760838216974	1	9	10	16	5	1.39902701792818	1.34371590874382	1.5243614474202	0.723821800945614	0	DOWN_pEhEx_UP_CmasM
