logFC	logCPM	PValue	FDR	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_193300A	1.48333910811423	2.03365120982646	0.0018507488334047	0.0706143437005548	46	41	18	17	6.05305706453314	5.33765169416614	1.69228628697141	2.43546531720329	92.94	DOWN_pEhEx_UP_EhMyb10
EHI_068560A	-1.30999090074205	2.94026322191923	0.00194846640606539	0.0737431680940716	34	31	115	72	4.47399869987232	4.03578542729635	10.8118290556507	10.3149119316845	92.63	UP_pEhEx_DOWN_EhMyb10
EHI_012570A	-1.29168750685447	3.99640787761041	0.00219550503856292	0.0813569639731102	68	71	195	184	8.94799739974465	9.24325049477551	18.3331014421903	26.3603304920826	91.86	UP_pEhEx_DOWN_EhMyb10
EHI_053420A	-1.58765120875772	1.72090177936924	0.00220164807683465	0.0813569639731102	11	12	40	38	1.44747016760575	1.56223952024375	3.76063619326981	5.44398129727794	91.86	UP_pEhEx_DOWN_EhMyb10
EHI_166800A	2.44725757040119	2.50764602272985	0.00216942565379116	0.0813569639731102	26	116	19	11	3.42129312343178	15.1016486956896	1.78630219180316	1.57588932289624	91.86	DOWN_pEhEx_UP_EhMyb10
EHI_086540A	-1.54882541536242	2.33279937138625	0.00222565173193493	0.0816014342028957	24	13	81	46	3.15811672932164	1.69242614693073	7.61528829137136	6.59008262302066	91.84	UP_pEhEx_DOWN_EhMyb10
EHI_159680A	-1.47751488951791	3.03477996486029	0.00233561456946699	0.0849692959264231	24	40	106	94	3.15811672932164	5.20746506747916	9.96568591216498	13.466690577477	91.5	UP_pEhEx_DOWN_EhMyb10
EHI_091470A	-1.75509553407684	1.00004615479335	0.0024673583293321	0.0890716356888889	7	5	27	20	0.921117379385478	0.650933133434895	2.53842943045712	2.86525331435681	91.09	UP_pEhEx_DOWN_EhMyb10
EHI_199650A	-1.59392541480332	1.25187244717988	0.00253127310764443	0.0906814098792008	7	9	33	23	0.921117379385478	1.17167964018281	3.10252485944759	3.29504131151033	90.93	UP_pEhEx_DOWN_EhMyb10
EHI_177460A	-1.72212346290129	3.13002936078895	0.00261814442897652	0.0930829682211122	39	21	181	62	5.13193968514766	2.73391916042656	17.0168787745459	8.88228527450611	90.69	UP_pEhEx_DOWN_EhMyb10
EHI_153940.mRNA	-1.73781338000386	1.18091631353972	0.00274864825340912	0.0969880169417217	6	8	27	26	0.78952918233041	1.04149301349583	2.53842943045712	3.72482930866385	90.3	UP_pEhEx_DOWN_EhMyb10
EHI_049690A	-1.48560447467928	8.16993450605286	0.00282114505153079	0.0980713609395113	1410	901	4559	2928	185.539357847646	117.298150644968	428.618510127926	419.473085221837	90.19	UP_pEhEx_DOWN_EhMyb10
EHI_156290A	-1.54503435321686	2.28933843119629	0.00281275285411392	0.0980713609395113	12	24	65	54	1.57905836466082	3.1244790404875	6.11103381406343	7.73618394876338	90.19	UP_pEhEx_DOWN_EhMyb10
EHI_035400A	-1.31546547096708	2.76071664107472	0.00287745470564989	0.0992933451001098	26	31	106	60	3.42129312343178	4.03578542729635	9.96568591216498	8.59575994307043	90.07	UP_pEhEx_DOWN_EhMyb10
EHI_001940A	-1.5997882054458	6.65755738704717	0.00299338937515476	0.102479641107571	505	257	1316	1251	66.4520395128095	33.4579630585536	123.724930758577	179.221594813018	89.75	UP_pEhEx_DOWN_EhMyb10
EHI_140380A	1.3355589032262	2.78136348549883	0.00301346483546661	0.102479641107571	66	80	46	22	8.68482100563451	10.4149301349583	4.32473162226028	3.15177864579249	89.75	DOWN_pEhEx_UP_EhMyb10
EHI_157010A	1.65605760319401	7.19310887449794	0.00312494864677461	0.10550635970729	1039	2358	787	466	136.720136740216	306.980065727897	73.9905171025834	66.7604022245136	89.45	DOWN_pEhEx_UP_EhMyb10
EHI_125600A	-1.85304383275877	1.65826709185825	0.00327670678840912	0.109839892557171	15	4	45	34	1.97382295582602	0.520746506747916	4.23071571742853	4.87093063440657	89.02	UP_pEhEx_DOWN_EhMyb10
EHI_017890A	-1.5797165795612	1.46485674523089	0.00342187171453528	0.112962601586327	10	9	32	32	1.31588197055068	1.17167964018281	3.00850895461584	4.58440530297089	88.7	UP_pEhEx_DOWN_EhMyb10
EHI_087370A	-1.19191432601748	3.47630619347632	0.00344207373254737	0.112962601586327	55	46	169	100	7.23735083802876	5.98858482760104	15.8886879165649	14.326266571784	88.7	UP_pEhEx_DOWN_EhMyb10
EHI_191530A	-1.5797165795612	1.46485674523089	0.00342187171453528	0.112962601586327	10	9	32	32	1.31588197055068	1.17167964018281	3.00850895461584	4.58440530297089	88.7	UP_pEhEx_DOWN_EhMyb10
EHI_201940A	-1.23752945967292	4.20323162026054	0.00350252596787923	0.114148294217064	97	68	246	195	12.7640551143416	8.85269061471458	23.1279125886093	27.9362198149789	88.59	UP_pEhEx_DOWN_EhMyb10
EHI_013340A	-1.47008521865296	3.28724443401235	0.00360111200811735	0.11655185278686	25	52	136	106	3.28970492637671	6.76970458772291	12.7861630571173	15.1858425660911	88.34	UP_pEhEx_DOWN_EhMyb10
EHI_152100A	-1.37706747919234	1.78592455598613	0.00379965323346488	0.122135428935964	12	15	52	30	1.57905836466082	1.95279940030469	4.88882705125075	4.29787997153521	87.79	UP_pEhEx_DOWN_EhMyb10
EHI_182610A	-1.6561497524102	2.03255410670618	0.00386087519520871	0.123259097218466	12	16	81	27	1.57905836466082	2.08298602699167	7.61528829137136	3.86809197438169	87.67	UP_pEhEx_DOWN_EhMyb10
EHI_049660A	-1.28794507432885	3.56958132510089	0.00394287301573617	0.125026372046283	48	55	137	141	6.31623345864328	7.16026446778385	12.8801789619491	20.2000358662155	87.5	UP_pEhEx_DOWN_EhMyb10
EHI_159690A	-1.22350219604071	2.98356264644095	0.00398502600213239	0.125514946496693	34	36	118	72	4.47399869987232	4.68671856073125	11.0938767701459	10.3149119316845	87.45	UP_pEhEx_DOWN_EhMyb10
EHI_110570A	-1.55156272634823	4.90835384212807	0.00406210806378706	0.126248166512269	152	79	341	397	20.0014059523704	10.2847435082713	32.0594235476251	56.8752782899827	87.38	UP_pEhEx_DOWN_EhMyb10
EHI_197680A	-1.17856974925385	3.35163531797463	0.00404036326435291	0.126248166512269	50	43	140	101	6.57940985275342	5.5980249475401	13.1622266764443	14.4695292375019	87.38	UP_pEhEx_DOWN_EhMyb10
EHI_148150A	-1.41992552096585	4.2715382894234	0.00416413303773814	0.128567607540165	107	51	278	205	14.0799370848923	6.63951796103593	26.1364215432251	29.3688464721573	87.14	UP_pEhEx_DOWN_EhMyb10
EHI_177520A	-1.83161359976762	7.45911981955808	0.0042004389467326	0.128840914882458	839	336	2107	2448	110.402497329202	43.742706566825	198.091511480487	350.707005677273	87.12	UP_pEhEx_DOWN_EhMyb10
EHI_056460A	-1.4778037730699	4.77892436866757	0.00428412440145813	0.128880742410532	151	68	387	305	19.8698177553153	8.85269061471458	36.3841551698854	43.6951130439413	87.11	UP_pEhEx_DOWN_EhMyb10
EHI_125340A	-2.13006344236859	0.221385076924962	0.00427398474854821	0.128880742410532	3	2	15	11	0.394764591165205	0.260373253373958	1.41023857247618	1.57588932289624	87.11	UP_pEhEx_DOWN_EhMyb10
EHI_150530A	-1.31443567046048	1.79312120466152	0.00425617694076689	0.128880742410532	14	14	50	31	1.84223475877096	1.82261277361771	4.70079524158726	4.44114263725305	87.11	UP_pEhEx_DOWN_EhMyb10
EHI_117270A	3.05310282981512	4.81493514142738	0.00442370216800592	0.132232065442368	331	432	119	5	43.5556932252276	56.240622728775	11.1878926749777	0.716313328589202	86.78	DOWN_pEhEx_UP_EhMyb10
EHI_194190A	-1.82506197482771	3.15637135816364	0.00446322159411741	0.132568980640462	44	14	113	115	5.78988067042301	1.82261277361771	10.6237972459872	16.4752065575517	86.74	UP_pEhEx_DOWN_EhMyb10
EHI_119540A	-1.754026448735	8.29856632894099	0.00452578409134759	0.133581790821976	1523	671	3831	4262	200.408824114869	87.355226506963	360.174931410416	610.585481289436	86.64	UP_pEhEx_DOWN_EhMyb10
EHI_103510A	-2.11405420476586	7.94729682092149	0.00459770867685744	0.134856542628075	1076	334	2698	3823	141.588900031254	43.482333313451	253.654911236048	547.693171039304	86.51	UP_pEhEx_DOWN_EhMyb10
EHI_164840A	-2.32888965794814	0.738529286046777	0.00475081326114807	0.138481780338931	6	1	19	21	0.78952918233041	0.130186626686979	1.78630219180316	3.00851598007465	86.15	UP_pEhEx_DOWN_EhMyb10
EHI_059540A	1.11267450539719	4.39196681809584	0.00487711777547441	0.138500454380842	238	196	145	88	31.3179908991063	25.5165788306479	13.632306200603	12.60711458317	86.15	DOWN_pEhEx_UP_EhMyb10
EHI_064640A	-1.1011379599868	4.03765392743707	0.00491046560221127	0.138500454380842	72	85	230	157	9.47435018796492	11.0658632683932	21.6236581113014	22.4922385177009	86.15	UP_pEhEx_DOWN_EhMyb10
EHI_077770A	-2.13701280206748	3.27309748299214	0.00492852671672717	0.138500454380842	44	9	126	132	5.78988067042301	1.17167964018281	11.8460040087999	18.9106718747549	86.15	UP_pEhEx_DOWN_EhMyb10
EHI_104360A	-1.45112850846795	6.5346791586109	0.00481461336624296	0.138500454380842	433	323	1006	1231	56.9776893248446	42.0502804198942	94.5800002607356	176.356341498662	86.15	UP_pEhEx_DOWN_EhMyb10
EHI_153650A	-1.44260364026659	2.29430446153036	0.00481619356771927	0.138500454380842	25	13	70	49	3.28970492637671	1.69242614693073	6.58111333822216	7.01987062017418	86.15	UP_pEhEx_DOWN_EhMyb10
EHI_160910A	-2.2410361032476	2.01034052697848	0.00492461441946249	0.138500454380842	17	3	44	59	2.23699934993616	0.390559880060937	4.13669981259679	8.45249727735259	86.15	UP_pEhEx_DOWN_EhMyb10
EHI_109900A	-1.26288110975821	5.2489669003473	0.00502463394560119	0.140360756587538	206	133	501	416	27.1071685933441	17.3148213493682	47.1019683207043	59.5972689386216	85.96	UP_pEhEx_DOWN_EhMyb10
EHI_050740A	-1.24326533436188	5.56611469453828	0.00527439340138416	0.144333919745451	260	167	734	443	34.2129312343178	21.7411666567255	69.0076741465009	63.4653609130033	85.57	UP_pEhEx_DOWN_EhMyb10
EHI_050980A	-1.25718411889365	2.69786084660214	0.00528585946436972	0.144333919745451	28	28	81	70	3.68446951754191	3.64522554723541	7.61528829137136	10.0283866002488	85.57	UP_pEhEx_DOWN_EhMyb10
EHI_056250A	-1.3296372259857	2.41398790363627	0.00527680615280748	0.144333919745451	17	27	71	55	2.23699934993616	3.51503892054844	6.6751292430539	7.87944661448122	85.57	UP_pEhEx_DOWN_EhMyb10
EHI_076020A	-1.55472419091913	5.87053725127576	0.00528988582915353	0.144333919745451	316	135	789	696	41.5818702694016	17.5751946027422	74.1785489122469	99.7108153396169	85.57	UP_pEhEx_DOWN_EhMyb10
EHI_068380A	-2.37257963558308	0.371022865127176	0.00541749890851431	0.146116795273894	3	2	11	18	0.394764591165205	0.260373253373958	1.0341749531492	2.57872798292113	85.39	UP_pEhEx_DOWN_EhMyb10
EHI_107100A	-1.09997900933387	3.63367793015979	0.00540817693041678	0.146116795273894	62	56	170	120	8.15846821741424	7.29045109447083	15.9827038213967	17.1915198861409	85.39	UP_pEhEx_DOWN_EhMyb10
EHI_027520A	-1.20980106019372	3.10868331171631	0.00565715306077777	0.151021270882856	43	34	112	90	5.65829247336794	4.42634530735729	10.5297813411555	12.8936399146056	84.9	UP_pEhEx_DOWN_EhMyb10
EHI_105280A	-1.77545097933028	3.23612635371023	0.00566369990952111	0.151021270882856	49	14	136	109	6.44782165569835	1.82261277361771	12.7861630571173	15.6156305632446	84.9	UP_pEhEx_DOWN_EhMyb10
EHI_045930A	-1.69728730229542	2.31936672057699	0.00580820014428521	0.15399934054876	22	12	49	70	2.8949403352115	1.56223952024375	4.60677933675551	10.0283866002488	84.6	UP_pEhEx_DOWN_EhMyb10
EHI_000620A	-2.10305604726829	1.13024373691449	0.00608221089441525	0.160358515322982	9	2	25	28	1.18429377349561	0.260373253373958	2.35039762079363	4.01135464009953	83.96	UP_pEhEx_DOWN_EhMyb10
EHI_026430A	-1.27323705741927	1.98461493485812	0.00618365729822918	0.161260706954336	17	16	62	32	2.23699934993616	2.08298602699167	5.8289860995682	4.58440530297089	83.87	UP_pEhEx_DOWN_EhMyb10
EHI_176820A	-1.5109115884228	6.85779814906637	0.00618515389980408	0.161260706954336	427	492	1125	1655	56.1881601425142	64.0518203299937	105.767892935713	237.099711763026	83.87	UP_pEhEx_DOWN_EhMyb10
EHI_005010A	-1.43424490610777	3.99337345645214	0.00623997875825971	0.161791272444822	88	41	198	190	11.579761340846	5.33765169416614	18.6151491566855	27.2199064863897	83.82	UP_pEhEx_DOWN_EhMyb10
EHI_031240A	-1.40050370423498	4.13411431846308	0.00631928690804305	0.162056904149978	91	54	191	226	11.9745259320112	7.03007784109687	17.9570378228633	32.3773624522319	83.79	UP_pEhEx_DOWN_EhMyb10
EHI_060860A	-1.19073976421267	5.11529510063353	0.00630121350659785	0.162056904149978	175	145	411	399	23.027934484637	18.877060869612	38.6405368858472	57.1618036214183	83.79	UP_pEhEx_DOWN_EhMyb10
EHI_155730A	1.31925643357143	1.65231067627652	0.00640086971034833	0.163256964949265	28	36	21	9	3.68446951754191	4.68671856073125	1.97433400146665	1.28936399146056	83.67	DOWN_pEhEx_UP_EhMyb10
EHI_135060A	-1.89741424534339	7.26305884690491	0.00650704130555792	0.165067809983694	748	241	1817	2184	98.4279713971911	31.374977031562	170.826899079281	312.885661927764	83.49	UP_pEhEx_DOWN_EhMyb10
EHI_123291A	-2.42134601421525	0.617848632428053	0.00670923292158218	0.16837663155607	0	6	19	18	0	0.781119760121874	1.78630219180316	2.57872798292113	83.16	UP_pEhEx_DOWN_EhMyb10
EHI_167620A	2.28724282135195	2.52308606101447	0.00668656488862954	0.16837663155607	22	119	20	13	2.8949403352115	15.4922085757505	1.8803180966349	1.86241465433193	83.16	DOWN_pEhEx_UP_EhMyb10
EHI_138300A	-1.40715456534177	2.66926654462644	0.00685159263068129	0.171034703275464	20	31	71	78	2.63176394110137	4.03578542729635	6.6751292430539	11.1744879259916	82.9	UP_pEhEx_DOWN_EhMyb10
EHI_163670A	-1.45291917774834	8.38210815208826	0.00702738635740572	0.174494836906376	1530	1194	3643	4428	201.329941494255	155.442832264253	342.499941302047	634.367083798597	82.55	UP_pEhEx_DOWN_EhMyb10
EHI_015440A	-1.28652263945558	5.08575173952556	0.00725692653530794	0.177154395111131	184	115	401	405	24.2122282581326	14.9714620690026	37.7003778375298	58.0213796157254	82.28	UP_pEhEx_DOWN_EhMyb10
EHI_051870A	1.05147667434577	4.16801199496894	0.00728548865468749	0.177154395111131	170	196	115	86	22.3699934993616	25.5165788306479	10.8118290556507	12.3205892517343	82.28	DOWN_pEhEx_UP_EhMyb10
EHI_098060A	-1.79757005077442	2.80374410929154	0.00721768769268308	0.177154395111131	18	28	57	110	2.36858754699123	3.64522554723541	5.35890657540947	15.7588932289624	82.28	UP_pEhEx_DOWN_EhMyb10
EHI_153260A	-1.30532798969203	2.98011262306989	0.00728201353502659	0.177154395111131	41	26	95	90	5.3951160792578	3.38485229386146	8.93151095901579	12.8936399146056	82.28	UP_pEhEx_DOWN_EhMyb10
EHI_104690A	-2.29907654123443	0.325294038900961	0.00735484283766064	0.177918955861554	4	1	12	16	0.526352788220273	0.130186626686979	1.12819085798094	2.29220265148545	82.21	UP_pEhEx_DOWN_EhMyb10
EHI_004530A	1.05971532400439	3.91846990776505	0.00752955085035735	0.179302897193852	138	170	109	63	18.1591711935994	22.1317265367864	10.2477336266602	9.02554794022395	82.07	DOWN_pEhEx_UP_EhMyb10
EHI_014320A	-1.24726755664363	2.01058579931551	0.00745678530987536	0.179302897193852	19	15	51	41	2.5001757440463	1.95279940030469	4.794811146419	5.87376929443146	82.07	UP_pEhEx_DOWN_EhMyb10
EHI_122850A	1.33329507900709	1.80960644432008	0.00749365444422961	0.179302897193852	29	43	21	12	3.81605771459698	5.5980249475401	1.97433400146665	1.71915198861409	82.07	DOWN_pEhEx_UP_EhMyb10
EHI_130670A	-1.11982939850033	4.04985460118864	0.00756487825365069	0.179302897193852	72	85	276	130	9.47435018796492	11.0658632683932	25.9483897335617	18.6241465433193	82.07	UP_pEhEx_DOWN_EhMyb10
EHI_065810A	-1.07172730820883	4.15635412362055	0.00762303489880086	0.179773380804384	84	89	221	188	11.0534085526257	11.5866097751411	20.7775149678157	26.933381154954	82.02	UP_pEhEx_DOWN_EhMyb10
EHI_044220A	1.92059079244818	0.867452002593371	0.00767872835565198	0.180181360865374	12	27	9	3	1.57905836466082	3.51503892054844	0.846143143485706	0.429787997153521	81.98	DOWN_pEhEx_UP_EhMyb10
EHI_156440A	-1.20983731200869	1.9854814797148	0.00774251752463997	0.180774302204654	18	16	51	39	2.36858754699123	2.08298602699167	4.794811146419	5.58724396299578	81.92	UP_pEhEx_DOWN_EhMyb10
EHI_092720A	-2.25625626576245	0.977120538681247	0.00792604691010101	0.183511278414011	4	5	15	31	0.526352788220273	0.650933133434895	1.41023857247618	4.44114263725305	81.65	UP_pEhEx_DOWN_EhMyb10
EHI_172160A	-1.16983436031883	3.84792748831043	0.00793794790497425	0.183511278414011	51	82	230	122	6.71099804980848	10.6753033883323	21.6236581113014	17.4780452175765	81.65	UP_pEhEx_DOWN_EhMyb10
EHI_083270A	-2.06710839550498	8.31661846657554	0.00802534738084611	0.18372173296737	1538	331	5365	3660	202.382647070695	43.0917734333901	504.395329422313	524.341356527296	81.63	UP_pEhEx_DOWN_EhMyb10
EHI_083410A	-2.06710839550498	8.31661846657554	0.00802534738084611	0.18372173296737	1538	331	5365	3660	202.382647070695	43.0917734333901	504.395329422313	524.341356527296	81.63	UP_pEhEx_DOWN_EhMyb10
EHI_040370A	1.72923854262869	2.4767375976175	0.00812147245119624	0.185019758317786	32	94	28	16	4.21082230576219	12.237542908576	2.63244533528886	2.29220265148545	81.5	DOWN_pEhEx_UP_EhMyb10
EHI_098800A	-1.102945623653	5.7749340636786	0.00820925196247551	0.186116036038153	258	271	699	580	33.9497548402076	35.2805758321713	65.7171174773898	83.0923461163475	81.39	UP_pEhEx_DOWN_EhMyb10
EHI_007930A	-1.17053952237677	4.05908685283679	0.00832229602894028	0.186651707845013	91	63	201	186	11.9745259320112	8.20175748127968	18.8971968711808	26.6468558235183	81.33	UP_pEhEx_DOWN_EhMyb10
EHI_152670A	-1.47107221851442	5.06869487580626	0.00835219660077834	0.186651707845013	194	75	523	340	25.5281102286833	9.76399700152343	49.1703182270027	48.7093063440658	81.33	UP_pEhEx_DOWN_EhMyb10
EHI_180390A	-3.37939367944167	3.46536617681282	0.0083397891553631	0.186651707845013	17	12	19	266	2.23699934993616	1.56223952024375	1.78630219180316	38.1078690809456	81.33	UP_pEhEx_DOWN_EhMyb10
EHI_051580A	1.8123227927822	1.91649123252211	0.0085710822564439	0.188760530539478	23	62	22	7	3.02652853226657	8.0715708545927	2.06834990629839	1.00283866002488	81.12	DOWN_pEhEx_UP_EhMyb10
EHI_075690A	-1.16499262496056	2.90386668011409	0.00849056638841397	0.188760530539478	30	38	93	79	3.94764591165205	4.9470918141052	8.7434791493523	11.3177505917094	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_099720A	-1.35634602776901	3.42637419650645	0.00855099538026404	0.188760530539478	45	45	105	143	5.92146886747808	5.85839820091406	9.87167000733324	20.4865611976512	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_136420A	-2.32027522537254	0.104592562082604	0.00873906609133909	0.188760530539478	4	0	14	10	0.526352788220273	0	1.31622266764443	1.4326266571784	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_161860A	-1.17103933622899	2.39922729239837	0.00874883722653458	0.188760530539478	26	21	69	52	3.42129312343178	2.73391916042656	6.48709743339041	7.4496586173277	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_174910A	-1.38164601956132	6.48069824006775	0.00873252588017016	0.188760530539478	446	308	940	1181	58.6883358865605	40.0974810195896	88.3749505418404	169.19320821277	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_197410A	-1.20483908319837	1.8135138009151	0.00876833489401367	0.188760530539478	16	14	48	32	2.10541115288109	1.82261277361771	4.51276343192377	4.58440530297089	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_198550A	-1.44665237924755	2.66850365151339	0.00876100815326466	0.188760530539478	20	30	65	83	2.63176394110137	3.90559880060937	6.11103381406343	11.8908012545808	81.12	UP_pEhEx_DOWN_EhMyb10
EHI_138060A	-1.36094370978508	2.66715684457274	0.00932743482681516	0.199879687864126	24	28	121	42	3.15811672932164	3.64522554723541	11.3759244846412	6.0170319601493	80.01	UP_pEhEx_DOWN_EhMyb10
EHI_188880A	-3.28924051705774	2.65741761039603	0.00937610990172668	0.200009471676379	17	0	68	110	2.23699934993616	0	6.39308152855867	15.7588932289624	80	UP_pEhEx_DOWN_EhMyb10
EHI_161940A	-1.17095875869965	5.53876208658186	0.00946282608105117	0.200945895015263	253	181	566	523	33.2918138549323	23.5637794303432	53.2130021347677	74.9263741704305	79.91	UP_pEhEx_DOWN_EhMyb10
EHI_045200A	-1.97173787277667	1.03058318316241	0.00971077787018696	0.20528234479634	7	4	18	29	0.921117379385478	0.520746506747916	1.69228628697141	4.15461730581737	79.47	UP_pEhEx_DOWN_EhMyb10
EHI_098250A	-1.36212357163091	1.50787995477261	0.0100314153135135	0.211109560835512	14	8	41	25	1.84223475877096	1.04149301349583	3.85465209810155	3.58156664294601	78.89	UP_pEhEx_DOWN_EhMyb10
EHI_004860A	-1.0729037629002	5.57369988328827	0.0101226059152112	0.212077631964669	263	203	709	431	34.607695825483	26.4278852174568	66.6572765257073	61.7462089243892	78.79	UP_pEhEx_DOWN_EhMyb10
EHI_029210A	-1.35249928770203	2.94514709069418	0.0105704755125159	0.220476629245499	22	42	90	91	2.8949403352115	5.46783832085312	8.46143143485706	13.0369025803235	77.95	UP_pEhEx_DOWN_EhMyb10
EHI_104420A	-1.12215785249313	3.88121413341045	0.0107422819715889	0.223068713684365	85	54	191	152	11.1849967496808	7.03007784109687	17.9570378228633	21.7759251891117	77.69	UP_pEhEx_DOWN_EhMyb10
EHI_161170A	1.18029948585552	6.60503699948477	0.0111063107234552	0.228604895724453	802	1260	678	385	105.533734038165	164.035149625594	63.7427834759232	55.1561263013686	77.14	DOWN_pEhEx_UP_EhMyb10
EHI_187160A	-1.45734435473484	2.78160376149979	0.0110717968253108	0.228604895724453	16	38	81	83	2.10541115288109	4.9470918141052	7.61528829137136	11.8908012545808	77.14	UP_pEhEx_DOWN_EhMyb10
EHI_147470A	1.0810571515821	3.72582913568955	0.0113893102892659	0.233406258460808	113	157	79	65	14.8694662672227	20.4393003898557	7.42725648170787	9.31207327165963	76.66	DOWN_pEhEx_UP_EhMyb10
EHI_013220A	-1.57935778588197	7.09080803560559	0.011453627801037	0.233703805522899	754	286	1690	1738	99.2175005795215	37.233375232476	158.886879165649	248.990513017607	76.63	UP_pEhEx_DOWN_EhMyb10
EHI_030390A	-1.47029370085081	3.91517701580504	0.011565047282824	0.234955700858411	79	41	147	209	10.3954675673504	5.33765169416614	13.8203380102665	29.9418971350287	76.5	UP_pEhEx_DOWN_EhMyb10
EHI_019630A	-1.22818432016199	1.68809069139077	0.0119233767660403	0.23615069334641	16	11	47	27	2.10541115288109	1.43205289355677	4.41874752709202	3.86809197438169	76.38	UP_pEhEx_DOWN_EhMyb10
EHI_048440A	-1.43075419463645	3.29938576234268	0.0117651012199845	0.23615069334641	57	22	129	111	7.50052723213889	2.86410578711354	12.1280517232951	15.9021558946803	76.38	UP_pEhEx_DOWN_EhMyb10
EHI_094470A	1.5633960277615	2.3228494167049	0.0120262911033976	0.23615069334641	58	51	13	26	7.63211542919396	6.63951796103593	1.22220676281269	3.72482930866385	76.38	DOWN_pEhEx_UP_EhMyb10
