logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_093770A	0.359179283940767	2.82497669902235	0.869187179075847	0.415701906467411	0.999154291130592	-4.60015221408396	58	69	62	38	9.18717739144287	6.95065127010563	6.3539044879786	5.9887169676284	0.08	DOWN_pEhEx_UP_UmasM
EHI_093780A	-0.361920184842593	2.85670455906026	-0.808237537035293	0.447536375031281	0.999154291130592	-4.602214438223	49	52	94	43	7.76158089966726	5.2381719716738	9.63333906241918	6.77670604231635	0.08	UP_pEhEx_DOWN_UmasM
EHI_093790A	0.543873358196929	1.51317989651464	1.20768517727733	0.269293994173703	0.999154291130592	-4.58889460015556	20	36	25	13	3.16799220394582	3.62642674962033	2.5620582612817	2.04877159418866	0.08	DOWN_pEhEx_UP_UmasM
EHI_093800A	-0.425849557480763	1.74495301602007	-0.95219985415182	0.375070572209039	0.999154291130592	-4.59689956278002	15	33	38	24	2.37599415295936	3.3242245204853	3.89432855714818	3.78234755850215	0.08	UP_pEhEx_DOWN_UmasM
EHI_093810A	1.93008326145565	-0.55911362004064	1.6031765021491	0.156240359028213	0.999154291130592	-4.58941836345605	8	15	12	0	1.26719688157833	1.51101114567514	1.22978796541521	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_093820A	-0.474244109922573	3.60670369786285	-1.07321415596953	0.321417377441037	0.999154291130592	-4.59262785382715	56	117	110	116	8.87037817104829	11.7858869362661	11.2730563496395	18.2813465327604	0.08	UP_pEhEx_DOWN_UmasM
EHI_093840A	-0.125153679427432	1.89534088106213	-0.172065955795536	0.868622523547636	0.999154291130592	-4.6134278174232	10	72	35	27	1.58399610197291	7.25285349924065	3.58688156579437	4.25514100331492	0.08	UP_pEhEx_DOWN_UmasM
EHI_093860A	-0.150415000192354	4.53977315033144	-0.397676827901737	0.703610510240798	0.999154291130592	-4.61519089872104	149	204	248	149	23.6015419193964	20.5497515811819	25.4156179519144	23.4820744257008	0.08	UP_pEhEx_DOWN_UmasM
EHI_093870A	-0.284908872392706	1.44800130393376	-0.571736088099969	0.586728385855448	0.999154291130592	-4.6063707447682	11	32	29	19	1.7423957121702	3.22349044410696	2.97198758308677	2.9943584838142	0.08	UP_pEhEx_DOWN_UmasM
EHI_093880A	-0.0199762479554817	2.77294244384887	-0.0501009792380076	0.961547328555409	0.999154291130592	-4.61645149000416	41	69	67	43	6.49438401808893	6.95065127010563	6.86631614023494	6.77670604231635	0.08	UP_pEhEx_DOWN_UmasM
EHI_093900A	-0.599972193831051	6.13339460654874	-0.974205184381039	0.364825430226185	0.999154291130592	-4.59662700488119	199	1033	767	595	31.5215224292609	104.058300898828	78.6039474561224	93.7706998878658	0.08	UP_pEhEx_DOWN_UmasM
EHI_093910A	-0.653212686074802	2.19384668478014	-0.570979916282614	0.587211554689417	0.999154291130592	-4.60789862565548	6	117	32	68	0.950397661183746	11.7858869362661	3.27943457444057	10.7166514157561	0.08	UP_pEhEx_DOWN_UmasM
EHI_093920A	-0.296795220296516	0.235569197211488	-0.409361228920621	0.695433463361998	0.999154291130592	-4.60359568771852	11	6	9	10	1.7423957121702	0.604404458270054	0.92234097406141	1.5759781493759	0.08	UP_pEhEx_DOWN_UmasM
EHI_093950A	-0.357536485618134	3.26320775542356	-0.887196824250351	0.406619869976459	0.999154291130592	-4.59978681867324	46	96	110	66	7.28638206907538	9.67047133232087	11.2730563496395	10.4014557858809	0.08	UP_pEhEx_DOWN_UmasM
EHI_093960A	-0.126175951309655	0.362309194391459	-0.210164940374318	0.839977573306294	0.999154291130592	-4.60580223819971	6	13	10	11	0.950397661183746	1.30954299291845	1.02482330451268	1.73357596431348	0.08	UP_pEhEx_DOWN_UmasM
EHI_093970A	-0.605098247691953	5.15390770644373	-1.18142846770723	0.278872637566623	0.999154291130592	-4.58782703282794	124	419	344	346	19.6415516644641	42.2075780025255	35.2539216752361	54.528843968406	0.08	UP_pEhEx_DOWN_UmasM
EHI_094000A	-0.196893760893746	1.54076388137703	-0.256268623393135	0.805668193778143	0.999154291130592	-4.61158165002831	7	58	32	19	1.10879727138104	5.84257642994386	3.27943457444057	2.9943584838142	0.08	UP_pEhEx_DOWN_UmasM
EHI_094010A	-0.0284815709883857	3.43694960921232	-0.0559621261208324	0.957054009756135	0.999154291130592	-4.6181059101453	94	76	82	89	14.8895633585453	7.65578980475402	8.40355109700396	14.0262055294455	0.08	UP_pEhEx_DOWN_UmasM
EHI_094020A	-4.18148705904403	2.92160220873419	-2.10293785682237	0.0766218958898201	0.999154291130592	-4.56340822922223	0	223	594	192	0	22.4636990323704	60.8745042880531	30.2587804680172	0.08	UP_pEhEx_DOWN_UmasM
EHI_094030A	-0.416070287445861	8.40305392688825	-1.00638780028869	0.350235589675872	0.999154291130592	-4.59525101609186	1895	2843	3546	2665	300.167261323866	286.386979143627	363.402343780196	419.998176808676	0.08	UP_pEhEx_DOWN_UmasM
EHI_094070A	1.06648453776302	0.764663080502883	1.84880848859221	0.110230094343549	0.999154291130592	-4.57485564143729	11	31	10	8	1.7423957121702	3.12275636772861	1.02482330451268	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_094090A	1.28833268718664	3.1912603626041	2.06555607439003	0.0808339678085496	0.999154291130592	-4.55236756747398	114	114	100	20	18.0575555624912	11.483684707131	10.2482330451268	3.15195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_094100A	0.0724733137378267	7.97765529804692	0.160930396893392	0.877037789391545	0.999154291130592	-4.61554237455341	1268	3325	2364	1570	200.850705730165	334.940803957989	242.268229186797	247.428569452016	0.08	DOWN_pEhEx_UP_UmasM
EHI_094120A	-0.490679251224518	7.31963563057874	-1.18130367935525	0.27891884169971	0.999154291130592	-4.58846013941675	819	1395	1555	1420	129.729280751581	140.524036547788	159.360023851721	223.788897211377	0.08	UP_pEhEx_DOWN_UmasM
EHI_094260A	-0.319192487864434	4.79486712162578	-0.836915691163213	0.432346540234765	0.999154291130592	-4.60209918161065	172	224	289	205	27.244732953934	22.5644331087487	29.6173935004164	32.3075520622059	0.08	UP_pEhEx_DOWN_UmasM
EHI_094360A	-0.334213878367417	1.35734844900362	-0.665774575967289	0.52847797772863	0.999154291130592	-4.60410107532469	11	27	23	22	1.7423957121702	2.71982006221524	2.35709360037916	3.46715192862697	0.08	UP_pEhEx_DOWN_UmasM
EHI_094470A	-1.82139496149191	0.503012311746125	-1.61053622651881	0.154628209044638	0.999154291130592	-4.583353270708	17	2	13	26	2.69279337335395	0.201468152756685	1.33227029586648	4.09754318837733	0.08	UP_pEhEx_DOWN_UmasM
EHI_094680A	-0.108654038115969	3.45834504919419	-0.209574226948812	0.840419822749468	0.999154291130592	-4.61709445688495	100	70	93	85	15.8399610197291	7.05138534648397	9.53085673196791	13.3958142696951	0.08	UP_pEhEx_DOWN_UmasM
EHI_094800A	-0.346361357861533	2.19009615341514	-0.773245330183423	0.466576439931214	0.999154291130592	-4.60261843196366	20	49	49	33	3.16799220394582	4.93596974253878	5.02163419211212	5.20072789294045	0.08	UP_pEhEx_DOWN_UmasM
EHI_094810A	-0.732042812960977	1.53680220756653	-0.741151166812011	0.484525188561289	0.999154291130592	-4.60247715849212	4	61	26	37	0.633598440789164	6.14477865907889	2.66454059173296	5.83111915269081	0.08	UP_pEhEx_DOWN_UmasM
EHI_094820A	0.907495600193588	-1.35528198550439	0.599437335144959	0.56918768464808	0.999154291130592	-4.59741968055688	1	11	10	0	0.158399610197291	1.10807484016177	1.02482330451268	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_095030A	0.222614221405447	4.62728186420739	0.483273240653218	0.644762282340991	0.999154291130592	-4.61326754151567	231	193	251	128	36.5903099555742	19.4416767410201	25.7230649432682	20.1725203120115	0.08	DOWN_pEhEx_UP_UmasM
EHI_095050A	-0.21209720345883	6.80027696290273	-0.422144281139569	0.686537847472655	0.999154291130592	-4.6134482467314	956	699	1037	862	151.43002734861	70.4131193884613	106.274176677965	135.849316476202	0.08	UP_pEhEx_DOWN_UmasM
EHI_095070A	0.0227894207576972	3.18706220088736	0.033553884921359	0.974240425717031	0.999154291130592	-4.61757641148529	28	179	83	62	4.43518908552415	18.0313996717233	8.50603342745523	9.77106452613055	0.08	DOWN_pEhEx_UP_UmasM
EHI_095080A	-0.774964044967363	3.12311473272655	-1.08905724579453	0.314873910167137	0.999154291130592	-4.59210374638044	19	138	124	66	3.00959259374853	13.9013025402113	12.7078089759572	10.4014557858809	0.08	UP_pEhEx_DOWN_UmasM
EHI_095090A	-0.124397267204945	1.03574946829172	-0.263131281610773	0.800598652686667	0.999154291130592	-4.60943470727073	12	19	22	12	1.90079532236749	1.91394745118851	2.25461126992789	1.89117377925107	0.08	UP_pEhEx_DOWN_UmasM
EHI_095110A	-0.0787370126145176	-0.203208234366447	-0.115828021622551	0.911287504818907	0.999154291130592	-4.60288694836858	5	8	10	4	0.791998050986455	0.805872611026739	1.02482330451268	0.630391259750358	0.08	UP_pEhEx_DOWN_UmasM
EHI_095120A	-0.515279246260868	2.92822889896816	-1.03587330003366	0.337275997897439	0.999154291130592	-4.59418308714176	30	81	68	76	4.75198830591873	8.15946018664573	6.96879847068621	11.9774339352568	0.08	UP_pEhEx_DOWN_UmasM
EHI_095130A	0.057083750086579	1.96131439908292	0.112767905818221	0.913619659336065	0.999154291130592	-4.61398484968894	17	55	37	24	2.69279337335395	5.54037420080883	3.79184622669691	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_095150A	-0.219028590925514	5.42243050672343	-0.518465324303908	0.621317822268845	0.999154291130592	-4.61235593940083	303	326	384	344	47.9950818897792	32.8393088993396	39.3532148932868	54.2136483385308	0.08	UP_pEhEx_DOWN_UmasM
EHI_095160A	0.908791985282148	1.32971192714157	1.14653705739451	0.292045185062943	0.999154291130592	-4.59113960637252	12	62	30	6	1.90079532236749	6.24551273545723	3.07446991353803	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_095170A	0.370179494195684	2.01022349471912	0.849876790759325	0.425604477442187	0.999154291130592	-4.60017734390997	30	43	39	19	4.75198830591873	4.33156528426872	3.99681088759944	2.9943584838142	0.08	DOWN_pEhEx_UP_UmasM
EHI_095180A	0.0554558854216822	6.94224151456617	0.0941018718304866	0.927864452436848	0.999154291130592	-4.61750574400435	457	2177	1111	801	72.388621860162	219.298084275651	113.857869131359	126.235849765009	0.08	DOWN_pEhEx_UP_UmasM
EHI_095200A	0.688961674689976	0.282975760918005	0.993467588278701	0.356036915953112	0.999154291130592	-4.59532552844694	15	10	9	5	2.37599415295936	1.00734076378342	0.92234097406141	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_095300A	0.00603841102036373	-1.05570779907465	0.00374446970755194	0.997124727264798	0.999154291130592	-4.59952391145767	0	17	2	9	0	1.71247929843182	0.204964660902536	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_095440A	-0.641744233291227	1.0256318382726	-1.2261688838438	0.26272038968725	0.999154291130592	-4.589201633631	11	14	19	20	1.7423957121702	1.41027706929679	1.94716427857409	3.15195629875179	0.08	UP_pEhEx_DOWN_UmasM
EHI_095610A	-0.186369909601404	8.80370928244452	-0.420543917073701	0.687648608660841	0.999154291130592	-4.61086183029264	3179	3437	4748	2981	503.552360817188	346.223020512363	486.58610498262	469.799086328954	0.08	UP_pEhEx_DOWN_UmasM
EHI_095810A	-0.404043869640471	5.28439158694212	-1.03926910377149	0.335808326187269	0.999154291130592	-4.59398487959639	196	366	391	317	31.046323598669	36.8686719544733	40.0705912064457	49.9585073352159	0.08	UP_pEhEx_DOWN_UmasM
EHI_095820A	-0.977248547612836	3.2987375631611	-1.70030924036621	0.136189103945277	0.999154291130592	-4.56643994262406	26	113	111	108	4.11838986512956	11.3829506307527	11.3755386800907	17.0205640132597	0.08	UP_pEhEx_DOWN_UmasM
EHI_095830A	-1.27815440002006	4.79593216484874	-1.10407711028071	0.308771335744818	0.999154291130592	-4.59123733273543	28	692	384	304	4.43518908552415	69.7079808538129	39.3532148932868	47.9097357410272	0.08	UP_pEhEx_DOWN_UmasM
EHI_095850A	-0.240153140043866	6.8421314095431	-0.584592628532888	0.57854872767914	0.999154291130592	-4.60951981943801	721	969	1037	926	114.206118952247	97.6113200106138	106.274176677965	145.935576632208	0.08	UP_pEhEx_DOWN_UmasM
EHI_095860A	0.318674398010359	3.43790008601176	0.689071631912671	0.514627103749179	0.999154291130592	-4.60664315369813	96	96	118	48	15.2063625789399	9.67047133232087	12.0929149932496	7.5646951170043	0.08	DOWN_pEhEx_UP_UmasM
EHI_095870A	0.0249302666659487	2.42630611631418	0.0561792144057314	0.956887615365475	0.999154291130592	-4.61546354936102	27	66	54	32	4.27678947532686	6.6484490409706	5.53404584436846	5.04313007800287	0.08	DOWN_pEhEx_UP_UmasM
EHI_095880A	0.347772980800837	1.41834707269614	0.77058485388381	0.468046715391582	0.999154291130592	-4.6017158175235	19	29	25	13	3.00959259374853	2.92128821497193	2.5620582612817	2.04877159418866	0.08	DOWN_pEhEx_UP_UmasM
EHI_095890A	0.0524169199338283	2.77282312410245	0.127253563554188	0.902588557627893	0.999154291130592	-4.6161213255205	38	78	67	41	6.01918518749706	7.85725795751071	6.86631614023494	6.46151041244117	0.08	DOWN_pEhEx_UP_UmasM
EHI_095930A	0.436281985858306	1.33687811484342	0.824572725033735	0.438838280866468	0.999154291130592	-4.6001775062317	20	27	29	9	3.16799220394582	2.71982006221524	2.97198758308677	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_095940A	0.0150904736530818	3.66101829175232	0.0253194785944767	0.980560230467847	0.999154291130592	-4.61860301622279	45	220	138	71	7.12798245887809	22.1614968032353	14.142561602275	11.1894448605689	0.08	DOWN_pEhEx_UP_UmasM
EHI_095950A	0.901886775031346	3.85260043899616	1.75213957461533	0.126520069176936	0.999154291130592	-4.56290867657869	105	234	153	44	16.6319590707155	23.5717738725321	15.679796559044	6.93430385725394	0.08	DOWN_pEhEx_UP_UmasM
EHI_096150A	-0.411441633054851	5.78301357015414	-1.0657219997523	0.324550019404209	0.999154291130592	-4.59288774270792	335	425	598	417	53.0638694160925	42.8119824607955	61.2844336098581	65.7182888289748	0.08	UP_pEhEx_DOWN_UmasM
EHI_096160A	1.24096498005829	-0.563797760686036	1.52511418638423	0.174337044975922	0.999154291130592	-4.58962153377431	8	8	4	2	1.26719688157833	0.805872611026739	0.409929321805071	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_096170A	0.146754882049128	1.89642593443929	0.33552426907873	0.747803392384929	0.999154291130592	-4.6116894462255	24	39	39	19	3.80159064473498	3.92862897875535	3.99681088759944	2.9943584838142	0.08	DOWN_pEhEx_UP_UmasM
EHI_096180A	2.1251222133071	-0.919922217818014	1.82649829047069	0.113798026392766	0.999154291130592	-4.58835800994854	8	9	7	0	1.26719688157833	0.906606687405082	0.717376313158875	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_096200A	-0.351788324089556	1.38344206602494	-0.428550284877552	0.682100105992367	0.999154291130592	-4.60869532994825	6	46	19	30	0.950397661183746	4.63376751340375	1.94716427857409	4.72793444812769	0.08	UP_pEhEx_DOWN_UmasM
EHI_096210A	1.05227753251002	1.82193509954853	2.02888067217598	0.0851925297790205	0.999154291130592	-4.56075589206432	32	51	34	10	5.06878752631331	5.13743789529546	3.48439923534311	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_096230A	-0.166974399975102	1.38976929730583	-0.362806910029678	0.728264610985639	0.999154291130592	-4.60980348512461	15	24	23	20	2.37599415295936	2.41761783308022	2.35709360037916	3.15195629875179	0.08	UP_pEhEx_DOWN_UmasM
EHI_096240A	0.00271174847980883	3.38667768603724	0.00668833261373458	0.994864248259737	0.999154291130592	-4.61807771163291	59	115	115	58	9.34557700164016	11.5844187835094	11.7854680018958	9.14067326638019	0.08	DOWN_pEhEx_UP_UmasM
EHI_096250A	0.297211544293164	3.70575019984745	0.778898053349627	0.463463141302295	0.999154291130592	-4.60390981809248	91	143	121	70	14.4143645279535	14.404972922103	12.4003619846034	11.0318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_096260A	0.319093977220616	0.837039734801629	0.386986955385609	0.711129175159869	0.999154291130592	-4.60684492311919	25	11	24	5	3.95999025493227	1.10807484016177	2.45957593083043	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_096270A	2.09034296553892	2.73325038861111	1.95515488362621	0.0946776627722014	0.999154291130592	-4.55932423135761	120	105	108	5	19.0079532236749	10.577078019726	11.0680916887369	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_096280A	1.16517628564828	0.581604108108258	1.60994403082149	0.154757347934134	0.999154291130592	-4.58257266644947	20	17	15	3	3.16799220394582	1.71247929843182	1.53723495676902	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_096290A	0.419608852023904	0.302961170891636	0.668594313289148	0.52678903888353	0.999154291130592	-4.60068412567702	9	14	14	4	1.42559649177562	1.41027706929679	1.43475262631775	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_096320A	0.641211768595272	1.86829663729122	1.13687632447382	0.295783128767778	0.999154291130592	-4.5909049974869	18	69	32	16	2.85119298355124	6.95065127010563	3.27943457444057	2.52156503900143	0.08	DOWN_pEhEx_UP_UmasM
EHI_096340A	-0.174325818827414	8.20704566844763	-0.290855302483212	0.780227334044239	0.999154291130592	-4.61380313859009	1051	4704	2553	2342	166.477990317353	473.853095283723	261.637389642087	369.094082583835	0.08	UP_pEhEx_DOWN_UmasM
EHI_096350A	0.242232233368911	6.04622030560233	0.450685793601505	0.666871811025533	0.999154291130592	-4.61356621906142	391	835	375	602	61.9342475871408	84.1129537759159	38.4308739192254	94.8738845924289	0.08	DOWN_pEhEx_UP_UmasM
EHI_096360A	-0.307290303760504	5.60321447572393	-0.44853286388568	0.668345610081459	0.999154291130592	-4.61397244749521	144	837	390	458	22.8095438684099	84.3144219286726	39.9681088759944	72.179799241416	0.08	UP_pEhEx_DOWN_UmasM
EHI_096370A	0.497813938995554	5.75543625980527	1.05763388822855	0.327959531114107	0.999154291130592	-4.59322602868219	284	913	448	283	44.9854892960306	91.9702117334266	45.912084042168	44.6001816273378	0.08	DOWN_pEhEx_UP_UmasM
EHI_096380A	-0.311837512153842	3.33841054880957	-0.669726984345153	0.526111569086591	0.999154291130592	-4.60712715612571	41	122	100	79	6.49438401808893	12.2895573181578	10.2482330451268	12.4502273800696	0.08	UP_pEhEx_DOWN_UmasM
EHI_096390A	-0.126524522832495	4.192616947303	-0.333303671506114	0.749402860387736	0.999154291130592	-4.61624196962824	117	163	195	115	18.532754393083	16.4196544496698	19.9840544379972	18.1237487178228	0.08	UP_pEhEx_DOWN_UmasM
EHI_096410A	0.439288550687512	2.83593182844093	0.605826052066223	0.565186805016588	0.999154291130592	-4.60819955628496	24	170	55	43	3.80159064473498	17.1247929843182	5.63652817481973	6.77670604231635	0.08	DOWN_pEhEx_UP_UmasM
EHI_096420A	-0.398606812955314	9.60632915329549	-0.749178537812786	0.47999252329179	0.999154291130592	-4.60262426081052	5685	5074	6717	7390	900.501783971599	511.124703543709	688.373813641166	1164.64785238879	0.08	UP_pEhEx_DOWN_UmasM
EHI_096440A	0.932141801186482	1.43626560905596	1.73021751178086	0.130526294094767	0.999154291130592	-4.57255227263415	31	27	15	15	4.91038791611602	2.71982006221524	1.53723495676902	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_096450A	-0.0859782822489007	6.33415330876239	-0.214519736570947	0.836719220535837	0.999154291130592	-4.61727849256419	575	666	781	548	91.0797758634423	67.088894867976	80.0387000824402	86.3636025857991	0.08	UP_pEhEx_DOWN_UmasM
EHI_096460A	0.150897063635409	0.459643678881157	0.268534428449008	0.796614607433424	0.999154291130592	-4.60603658041523	9	14	15	6	1.42559649177562	1.41027706929679	1.53723495676902	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_096470A	0.53643224026445	1.5509943497727	0.916140991603612	0.392333973726147	0.999154291130592	-4.59787367012594	14	53	29	12	2.21759454276207	5.33890604805215	2.97198758308677	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
EHI_096500A	-0.241320357782014	0.912443391279904	-0.398597731406726	0.702964467499828	0.999154291130592	-4.60724052577292	6	26	19	14	0.950397661183746	2.6190859858369	1.94716427857409	2.20636940912625	0.08	UP_pEhEx_DOWN_UmasM
EHI_096510A	0.116789964072177	4.52092833018366	0.273737800552964	0.792784096653863	0.999154291130592	-4.61738299994611	192	186	235	127	30.4127251578799	18.7365382063717	24.0833476560479	20.0149224970739	0.08	DOWN_pEhEx_UP_UmasM
